assignment_id,user_id,experiment_id,variant,assigned_at,segment,cluster_id
886,252,EXP_PROMPT_01,treatment,2026-04-24T16:54,new,53
887,566,EXP_MODEL_02,treatment,2026-03-17T13:14,returning,48
888,416,EXP_MODEL_02,treatment,2026-04-09T01:35,returning,617
889,519,EXP_PROMPT_01,treatment,2026-04-19T08:36,returning,692
890,299,EXP_PROMPT_01,control,2026-04-04T05:43,returning,697
891,68,EXP_MODEL_02,treatment,2026-03-25T04:30,enterprise,277
892,117,EXP_PROMPT_01,treatment,2026-03-20T16:05,enterprise,93
893,162,EXP_PROMPT_01,control,2026-04-11T00:01,returning,228
894,470,EXP_MODEL_02,treatment,2026-03-20T00:54,new,681
895,123,EXP_PROMPT_01,control,2026-04-11T13:41,new,189
896,344,EXP_MODEL_02,control,2026-04-11T23:43,new,414
897,419,EXP_MODEL_02,treatment,2026-04-27T09:30,returning,154
898,399,EXP_PROMPT_01,treatment,2026-03-22T08:37,enterprise,356
899,48,EXP_MODEL_02,treatment,2026-03-25T13:57,enterprise,158
900,102,EXP_MODEL_02,control,2026-03-23T18:08,returning,20
901,320,EXP_MODEL_02,treatment,2026-03-31T13:57,enterprise,317
902,332,EXP_MODEL_02,treatment,2026-03-10T02:42,enterprise,562
903,529,EXP_PROMPT_01,control,2026-04-23T02:56,new,57
904,525,EXP_MODEL_02,control,2026-03-28T01:11,returning,335
905,241,EXP_MODEL_02,treatment,2026-03-30T04:10,new,38
906,273,EXP_MODEL_02,control,2026-03-28T13:07,new,420
907,82,EXP_PROMPT_01,treatment,2026-04-10T10:17,new,583
908,280,EXP_MODEL_02,control,2026-04-24T14:47,enterprise,423
909,368,EXP_PROMPT_01,treatment,2026-04-29T19:38,returning,189
910,143,EXP_MODEL_02,treatment,2026-03-10T08:49,returning,214
911,503,EXP_MODEL_02,treatment,2026-04-17T14:31,new,159
912,58,EXP_PROMPT_01,treatment,2026-04-13T06:22,returning,378
913,42,EXP_PROMPT_01,treatment,2026-04-15T10:25,new,224
914,418,EXP_PROMPT_01,control,2026-03-17T09:44,new,476
915,360,EXP_MODEL_02,treatment,2026-03-08T05:19,enterprise,485
916,548,EXP_MODEL_02,treatment,2026-04-28T12:09,returning,641
917,13,EXP_PROMPT_01,treatment,2026-04-22T07:47,enterprise,52
918,375,EXP_PROMPT_01,control,2026-03-01T20:57,new,363
919,444,EXP_MODEL_02,treatment,2026-03-06T01:12,returning,305
920,226,EXP_MODEL_02,control,2026-04-22T07:00,returning,405
921,83,EXP_MODEL_02,treatment,2026-04-15T06:26,returning,485
922,215,EXP_MODEL_02,control,2026-03-02T20:06,new,223
923,245,EXP_PROMPT_01,treatment,2026-04-28T00:49,returning,521
924,447,EXP_MODEL_02,control,2026-03-04T02:53,new,333
925,293,EXP_PROMPT_01,treatment,2026-04-27T05:23,new,142
926,164,EXP_MODEL_02,control,2026-04-27T05:22,enterprise,449
927,51,EXP_MODEL_02,control,2026-04-24T16:24,returning,578
928,487,EXP_PROMPT_01,treatment,2026-03-04T19:38,new,331
929,424,EXP_PROMPT_01,control,2026-04-11T05:38,enterprise,233
930,209,EXP_PROMPT_01,control,2026-04-13T05:53,enterprise,309
931,579,EXP_PROMPT_01,treatment,2026-05-01T09:27,returning,592
932,172,EXP_PROMPT_01,control,2026-03-11T17:54,returning,94
933,78,EXP_PROMPT_01,control,2026-04-03T01:18,returning,342
934,320,EXP_MODEL_02,treatment,2026-03-28T03:41,returning,619
935,160,EXP_PROMPT_01,treatment,2026-04-29T07:11,enterprise,602
936,544,EXP_PROMPT_01,treatment,2026-03-18T18:26,returning,387
937,539,EXP_MODEL_02,treatment,2026-03-16T20:26,new,577
938,113,EXP_PROMPT_01,treatment,2026-04-27T00:29,new,246
939,571,EXP_PROMPT_01,treatment,2026-04-20T21:58,returning,475
940,163,EXP_PROMPT_01,control,2026-05-01T07:14,enterprise,255
941,356,EXP_PROMPT_01,treatment,2026-04-11T18:56,enterprise,365
942,527,EXP_PROMPT_01,control,2026-03-01T07:20,enterprise,586
943,140,EXP_MODEL_02,control,2026-04-21T21:23,enterprise,42
944,362,EXP_MODEL_02,control,2026-04-19T05:50,enterprise,513
945,599,EXP_MODEL_02,control,2026-03-26T10:48,enterprise,533
946,518,EXP_MODEL_02,control,2026-03-25T13:11,new,218
947,188,EXP_PROMPT_01,control,2026-03-30T15:28,enterprise,395
948,588,EXP_PROMPT_01,control,2026-03-28T10:57,returning,456
949,94,EXP_PROMPT_01,treatment,2026-03-24T22:58,returning,116
950,571,EXP_PROMPT_01,treatment,2026-03-10T05:16,new,48
951,14,EXP_MODEL_02,treatment,2026-03-17T10:06,returning,305
952,109,EXP_MODEL_02,control,2026-04-22T14:58,returning,124
953,289,EXP_PROMPT_01,control,2026-03-10T02:35,new,477
954,518,EXP_PROMPT_01,treatment,2026-04-18T02:50,new,367
955,315,EXP_MODEL_02,control,2026-03-31T18:56,new,100
956,578,EXP_MODEL_02,control,2026-04-07T04:57,returning,225
957,218,EXP_MODEL_02,control,2026-03-23T15:52,returning,337
958,453,EXP_PROMPT_01,treatment,2026-04-20T22:19,new,207
959,337,EXP_PROMPT_01,control,2026-04-09T10:45,new,129
960,292,EXP_MODEL_02,control,2026-03-06T15:02,enterprise,550
961,183,EXP_PROMPT_01,control,2026-03-27T08:21,returning,156
962,43,EXP_MODEL_02,control,2026-03-06T03:54,enterprise,158
963,232,EXP_MODEL_02,treatment,2026-04-15T10:58,returning,345
964,115,EXP_MODEL_02,treatment,2026-03-16T04:06,new,5
965,485,EXP_MODEL_02,control,2026-04-21T23:03,new,534
966,392,EXP_MODEL_02,control,2026-04-19T14:47,enterprise,83
967,242,EXP_MODEL_02,control,2026-04-13T23:35,returning,680
968,384,EXP_PROMPT_01,control,2026-03-03T09:00,enterprise,515
969,241,EXP_PROMPT_01,control,2026-03-02T18:07,returning,688
970,519,EXP_MODEL_02,control,2026-03-01T02:24,returning,646
971,63,EXP_MODEL_02,treatment,2026-04-19T07:59,new,347
972,95,EXP_PROMPT_01,control,2026-04-23T02:20,enterprise,176
973,356,EXP_PROMPT_01,control,2026-03-16T02:02,returning,494
974,13,EXP_MODEL_02,treatment,2026-03-12T08:27,new,29
975,226,EXP_MODEL_02,treatment,2026-03-31T06:35,enterprise,280
976,246,EXP_PROMPT_01,treatment,2026-03-04T09:55,enterprise,283
977,471,EXP_PROMPT_01,treatment,2026-04-02T18:41,enterprise,45
978,165,EXP_MODEL_02,control,2026-03-18T20:52,enterprise,398
979,284,EXP_MODEL_02,control,2026-04-27T20:26,enterprise,608
980,274,EXP_PROMPT_01,control,2026-04-04T09:25,enterprise,189
981,486,EXP_PROMPT_01,treatment,2026-04-26T20:09,enterprise,686
982,47,EXP_PROMPT_01,control,2026-03-23T22:39,new,397
983,324,EXP_PROMPT_01,treatment,2026-04-18T18:41,returning,126
984,80,EXP_PROMPT_01,treatment,2026-04-04T17:07,enterprise,151
985,4,EXP_PROMPT_01,control,2026-03-24T10:05,returning,658
986,71,EXP_MODEL_02,control,2026-03-29T19:20,new,287
987,125,EXP_PROMPT_01,control,2026-04-24T09:21,new,28
988,296,EXP_MODEL_02,treatment,2026-03-02T03:19,new,386
989,130,EXP_MODEL_02,control,2026-04-25T23:34,enterprise,499
990,104,EXP_MODEL_02,control,2026-03-20T20:35,new,318
991,245,EXP_PROMPT_01,control,2026-03-08T06:08,enterprise,510
992,83,EXP_MODEL_02,treatment,2026-03-20T14:50,enterprise,220
993,486,EXP_PROMPT_01,treatment,2026-04-04T05:32,returning,405
994,591,EXP_MODEL_02,control,2026-03-23T20:46,enterprise,80
995,38,EXP_PROMPT_01,control,2026-03-03T16:19,returning,406
996,149,EXP_PROMPT_01,treatment,2026-03-31T23:45,enterprise,380
997,115,EXP_PROMPT_01,treatment,2026-04-24T14:49,enterprise,400
998,245,EXP_MODEL_02,treatment,2026-04-28T10:19,returning,30
999,452,EXP_MODEL_02,control,2026-04-17T15:55,new,13
1000,574,EXP_MODEL_02,treatment,2026-03-09T01:36,enterprise,266
1001,485,EXP_PROMPT_01,control,2026-04-17T03:06,new,612
1002,520,EXP_PROMPT_01,treatment,2026-04-19T18:09,enterprise,603
1003,353,EXP_PROMPT_01,control,2026-04-26T13:12,enterprise,166
1004,161,EXP_PROMPT_01,control,2026-03-05T22:24,returning,234
1005,498,EXP_MODEL_02,control,2026-04-29T10:21,new,614
1006,306,EXP_PROMPT_01,control,2026-04-17T23:42,new,366
1007,164,EXP_PROMPT_01,control,2026-03-20T02:16,returning,226
1008,522,EXP_MODEL_02,control,2026-03-30T05:27,new,621
1009,149,EXP_PROMPT_01,control,2026-04-01T14:42,enterprise,128
1010,230,EXP_PROMPT_01,treatment,2026-04-01T03:56,new,103
1011,378,EXP_PROMPT_01,treatment,2026-03-12T01:13,new,201
1012,216,EXP_MODEL_02,treatment,2026-03-01T03:42,new,351
1013,410,EXP_PROMPT_01,control,2026-04-11T10:50,new,404
1014,261,EXP_PROMPT_01,control,2026-03-06T09:12,returning,15
1015,37,EXP_PROMPT_01,treatment,2026-04-17T13:42,returning,546
1016,452,EXP_MODEL_02,control,2026-04-24T19:10,returning,147
1017,307,EXP_MODEL_02,control,2026-04-13T15:13,new,654
1018,246,EXP_MODEL_02,control,2026-03-09T15:42,new,511
1019,31,EXP_PROMPT_01,treatment,2026-03-11T10:03,returning,620
1020,356,EXP_PROMPT_01,treatment,2026-03-23T01:20,enterprise,63
1021,581,EXP_PROMPT_01,treatment,2026-03-03T22:15,returning,340
1022,196,EXP_MODEL_02,control,2026-03-27T13:24,returning,89
1023,578,EXP_PROMPT_01,treatment,2026-03-06T20:54,returning,562
1024,201,EXP_MODEL_02,control,2026-03-24T09:53,returning,650
1025,590,EXP_MODEL_02,control,2026-04-06T02:53,returning,568
1026,124,EXP_MODEL_02,control,2026-03-18T10:24,enterprise,208
1027,225,EXP_MODEL_02,control,2026-03-04T02:57,enterprise,539
1028,249,EXP_PROMPT_01,control,2026-04-19T08:23,returning,532
1029,231,EXP_MODEL_02,control,2026-04-29T13:19,new,531
1030,339,EXP_PROMPT_01,treatment,2026-04-05T03:34,returning,50
1031,166,EXP_PROMPT_01,control,2026-04-02T18:09,enterprise,370
1032,138,EXP_PROMPT_01,treatment,2026-04-02T04:35,enterprise,542
1033,573,EXP_PROMPT_01,treatment,2026-03-22T20:15,new,552
1034,357,EXP_MODEL_02,control,2026-03-08T04:23,returning,148
1035,138,EXP_MODEL_02,treatment,2026-03-08T11:52,returning,403
1036,467,EXP_MODEL_02,control,2026-04-13T20:10,enterprise,351
1037,87,EXP_MODEL_02,control,2026-03-31T17:58,returning,413
1038,118,EXP_PROMPT_01,control,2026-04-26T07:20,new,667
1039,235,EXP_PROMPT_01,treatment,2026-04-25T18:15,new,90
1040,171,EXP_MODEL_02,treatment,2026-04-02T17:32,new,315
1041,504,EXP_MODEL_02,control,2026-04-20T09:30,new,15
1042,99,EXP_MODEL_02,control,2026-04-16T02:14,returning,454
1043,52,EXP_MODEL_02,control,2026-03-25T07:39,returning,88
1044,154,EXP_PROMPT_01,control,2026-04-24T01:59,new,22
1045,18,EXP_MODEL_02,control,2026-03-01T20:05,enterprise,497
1046,305,EXP_PROMPT_01,control,2026-04-07T23:34,new,145
1047,543,EXP_MODEL_02,control,2026-04-13T03:29,returning,485
1048,353,EXP_MODEL_02,control,2026-04-09T11:50,new,151
1049,561,EXP_PROMPT_01,control,2026-04-02T19:00,returning,56
1050,446,EXP_MODEL_02,treatment,2026-04-05T04:53,new,607
1051,34,EXP_MODEL_02,treatment,2026-04-20T01:45,enterprise,457
1052,334,EXP_PROMPT_01,treatment,2026-03-27T17:42,returning,404
1053,539,EXP_PROMPT_01,treatment,2026-03-22T02:27,returning,455
1054,548,EXP_PROMPT_01,control,2026-04-03T15:00,returning,697
1055,96,EXP_MODEL_02,control,2026-03-08T04:35,returning,311
1056,294,EXP_PROMPT_01,control,2026-03-18T19:21,returning,151
1057,551,EXP_MODEL_02,treatment,2026-03-22T07:27,returning,478
1058,544,EXP_MODEL_02,control,2026-04-20T06:29,new,242
1059,580,EXP_PROMPT_01,control,2026-04-11T15:33,returning,642
1060,284,EXP_MODEL_02,control,2026-03-29T07:30,new,513
1061,463,EXP_MODEL_02,control,2026-04-08T21:45,new,281
1062,474,EXP_PROMPT_01,treatment,2026-04-19T04:11,new,296
1063,479,EXP_PROMPT_01,treatment,2026-04-20T05:19,enterprise,586
1064,463,EXP_MODEL_02,control,2026-04-23T21:18,new,413
1065,446,EXP_PROMPT_01,treatment,2026-03-22T20:04,new,666
1066,357,EXP_MODEL_02,control,2026-04-18T05:52,returning,488
1067,88,EXP_MODEL_02,treatment,2026-03-08T22:20,returning,44
1068,540,EXP_PROMPT_01,treatment,2026-04-01T06:29,new,349
1069,462,EXP_PROMPT_01,treatment,2026-03-06T15:15,new,282
1070,387,EXP_MODEL_02,control,2026-04-15T19:47,enterprise,508
1071,519,EXP_MODEL_02,control,2026-03-11T05:17,enterprise,470
1072,245,EXP_MODEL_02,control,2026-04-19T22:07,returning,32
1073,257,EXP_MODEL_02,control,2026-04-25T15:08,returning,295
1074,306,EXP_MODEL_02,control,2026-03-22T01:41,new,497
1075,454,EXP_PROMPT_01,control,2026-03-30T17:20,new,230
1076,533,EXP_PROMPT_01,treatment,2026-04-05T10:03,enterprise,216
1077,167,EXP_PROMPT_01,control,2026-03-15T17:19,returning,292
1078,93,EXP_MODEL_02,control,2026-03-02T06:55,enterprise,63
1079,298,EXP_MODEL_02,treatment,2026-04-30T21:08,returning,197
1080,407,EXP_MODEL_02,treatment,2026-03-29T17:31,enterprise,143
1081,426,EXP_MODEL_02,treatment,2026-04-16T10:54,enterprise,690
1082,341,EXP_MODEL_02,control,2026-03-02T06:56,enterprise,224
1083,356,EXP_PROMPT_01,treatment,2026-03-05T04:13,returning,606
1084,345,EXP_MODEL_02,control,2026-03-30T18:37,new,7
1085,417,EXP_MODEL_02,treatment,2026-04-12T08:18,new,218
1086,56,EXP_MODEL_02,treatment,2026-04-11T05:18,returning,19
1087,252,EXP_PROMPT_01,control,2026-04-06T23:59,new,545
1088,435,EXP_MODEL_02,control,2026-04-18T20:47,new,422
1089,520,EXP_PROMPT_01,treatment,2026-04-30T14:21,new,187
1090,512,EXP_PROMPT_01,treatment,2026-04-24T02:53,returning,366
1091,351,EXP_PROMPT_01,treatment,2026-04-19T01:12,new,363
1092,134,EXP_PROMPT_01,control,2026-05-01T21:22,enterprise,108
1093,156,EXP_MODEL_02,treatment,2026-03-20T14:20,enterprise,437
1094,236,EXP_MODEL_02,control,2026-04-22T04:30,new,572
1095,391,EXP_MODEL_02,treatment,2026-03-14T05:12,new,92
1096,206,EXP_PROMPT_01,control,2026-04-01T03:54,returning,642
1097,341,EXP_MODEL_02,control,2026-04-18T01:43,enterprise,437
1098,53,EXP_PROMPT_01,treatment,2026-03-09T05:13,enterprise,258
1099,248,EXP_MODEL_02,treatment,2026-04-26T07:19,returning,509
1100,256,EXP_PROMPT_01,treatment,2026-04-28T21:19,enterprise,436
1101,557,EXP_PROMPT_01,control,2026-03-30T02:38,new,205
1102,276,EXP_PROMPT_01,treatment,2026-03-02T16:00,enterprise,316
1103,245,EXP_PROMPT_01,treatment,2026-04-25T02:31,enterprise,633
1104,415,EXP_PROMPT_01,treatment,2026-03-19T07:28,new,542
1105,101,EXP_PROMPT_01,control,2026-03-25T17:01,new,163
1106,544,EXP_PROMPT_01,treatment,2026-03-04T05:47,new,617
1107,231,EXP_PROMPT_01,control,2026-03-03T18:03,returning,390
1108,117,EXP_MODEL_02,control,2026-04-26T22:33,returning,381
1109,360,EXP_MODEL_02,treatment,2026-04-26T22:04,enterprise,290
1110,262,EXP_PROMPT_01,control,2026-04-22T02:32,new,57
1111,542,EXP_MODEL_02,control,2026-03-07T13:36,returning,609
1112,256,EXP_MODEL_02,control,2026-03-07T07:55,returning,470
1113,165,EXP_MODEL_02,control,2026-04-16T00:25,enterprise,357
1114,554,EXP_MODEL_02,control,2026-04-02T21:23,new,1
1115,234,EXP_PROMPT_01,treatment,2026-03-13T12:43,enterprise,275
1116,438,EXP_PROMPT_01,control,2026-03-22T07:24,enterprise,68
1117,99,EXP_MODEL_02,treatment,2026-04-13T19:30,new,447
1118,329,EXP_PROMPT_01,treatment,2026-03-31T22:12,enterprise,123
1119,461,EXP_MODEL_02,control,2026-03-15T15:53,returning,54
1120,60,EXP_MODEL_02,control,2026-04-18T18:56,enterprise,415
1121,223,EXP_PROMPT_01,treatment,2026-03-05T23:11,returning,314
1122,446,EXP_MODEL_02,control,2026-03-13T03:39,returning,319
1123,570,EXP_PROMPT_01,treatment,2026-03-20T03:28,new,82
1124,125,EXP_PROMPT_01,control,2026-03-21T08:38,new,194
1125,424,EXP_PROMPT_01,treatment,2026-03-14T23:55,returning,390
1126,457,EXP_PROMPT_01,treatment,2026-03-24T15:57,returning,579
1127,125,EXP_MODEL_02,treatment,2026-04-08T21:00,new,651
1128,59,EXP_PROMPT_01,treatment,2026-04-08T08:27,returning,97
1129,511,EXP_MODEL_02,control,2026-04-15T06:59,returning,412
1130,100,EXP_MODEL_02,treatment,2026-04-08T01:47,new,402
1131,578,EXP_MODEL_02,treatment,2026-04-15T15:08,returning,297
1132,257,EXP_PROMPT_01,treatment,2026-04-30T20:34,enterprise,694
1133,543,EXP_MODEL_02,control,2026-03-04T22:51,new,636
1134,492,EXP_PROMPT_01,control,2026-03-12T17:00,enterprise,533
1135,127,EXP_PROMPT_01,control,2026-03-03T15:39,new,315
1136,465,EXP_PROMPT_01,treatment,2026-03-13T03:26,new,31
1137,316,EXP_MODEL_02,control,2026-03-27T04:58,enterprise,534
1138,332,EXP_MODEL_02,treatment,2026-03-26T10:37,new,375
1139,577,EXP_MODEL_02,control,2026-03-04T11:22,returning,50
1140,383,EXP_PROMPT_01,control,2026-04-15T05:21,new,60
1141,119,EXP_PROMPT_01,treatment,2026-04-05T04:18,new,88
1142,509,EXP_PROMPT_01,treatment,2026-03-30T10:41,enterprise,380
1143,383,EXP_PROMPT_01,control,2026-04-06T15:38,returning,226
1144,40,EXP_PROMPT_01,control,2026-04-09T00:50,enterprise,543
1145,233,EXP_MODEL_02,treatment,2026-03-14T02:42,returning,119
1146,513,EXP_MODEL_02,treatment,2026-04-08T16:03,returning,20
1147,185,EXP_MODEL_02,treatment,2026-03-28T19:13,enterprise,17
1148,568,EXP_MODEL_02,control,2026-04-08T01:43,returning,423
1149,493,EXP_MODEL_02,control,2026-04-08T02:28,enterprise,505
1150,38,EXP_PROMPT_01,control,2026-04-28T23:47,new,277
1151,188,EXP_MODEL_02,treatment,2026-04-28T18:35,new,411
1152,526,EXP_MODEL_02,treatment,2026-04-09T16:42,returning,671
1153,27,EXP_PROMPT_01,treatment,2026-03-19T22:30,returning,52
1154,538,EXP_MODEL_02,control,2026-04-19T13:10,new,679
1155,552,EXP_MODEL_02,control,2026-03-08T17:51,enterprise,535
1156,283,EXP_MODEL_02,treatment,2026-04-01T02:09,enterprise,182
1157,297,EXP_PROMPT_01,treatment,2026-04-07T04:30,returning,588
1158,391,EXP_PROMPT_01,control,2026-04-28T11:03,returning,445
1159,432,EXP_PROMPT_01,control,2026-03-26T23:06,returning,402
1160,502,EXP_MODEL_02,treatment,2026-04-21T06:54,returning,682
1161,567,EXP_MODEL_02,treatment,2026-03-25T15:09,enterprise,558
1162,164,EXP_PROMPT_01,treatment,2026-03-05T12:44,new,524
1163,101,EXP_PROMPT_01,treatment,2026-03-23T09:10,new,647
1164,252,EXP_MODEL_02,treatment,2026-04-19T15:18,new,297
1165,525,EXP_PROMPT_01,control,2026-03-25T09:40,new,346
1166,374,EXP_PROMPT_01,treatment,2026-04-26T11:48,new,633
1167,135,EXP_PROMPT_01,control,2026-03-10T10:39,new,566
1168,572,EXP_PROMPT_01,treatment,2026-04-01T01:04,returning,8
1169,325,EXP_MODEL_02,control,2026-03-15T12:00,returning,136
1170,32,EXP_MODEL_02,treatment,2026-03-26T06:31,returning,382
1171,148,EXP_MODEL_02,treatment,2026-03-13T06:27,new,279
1172,160,EXP_PROMPT_01,treatment,2026-03-05T22:11,returning,190
1173,254,EXP_MODEL_02,control,2026-03-10T17:22,returning,286
1174,171,EXP_PROMPT_01,treatment,2026-04-29T11:32,returning,217
1175,306,EXP_MODEL_02,treatment,2026-03-15T21:36,enterprise,332
1176,491,EXP_PROMPT_01,treatment,2026-04-14T10:58,returning,628
1177,229,EXP_MODEL_02,treatment,2026-04-11T04:42,returning,558
1178,284,EXP_PROMPT_01,control,2026-03-21T12:04,new,678
1179,547,EXP_PROMPT_01,treatment,2026-03-24T04:35,enterprise,376
1180,140,EXP_PROMPT_01,treatment,2026-04-24T05:46,new,20
1181,369,EXP_MODEL_02,treatment,2026-04-06T21:19,returning,288
1182,472,EXP_MODEL_02,control,2026-03-03T11:30,enterprise,362
1183,362,EXP_PROMPT_01,control,2026-04-20T00:27,enterprise,640
1184,247,EXP_PROMPT_01,treatment,2026-03-19T17:53,new,278
1185,268,EXP_PROMPT_01,treatment,2026-03-15T16:32,enterprise,46
1186,9,EXP_PROMPT_01,treatment,2026-03-31T18:09,enterprise,121
1187,204,EXP_MODEL_02,treatment,2026-03-02T21:29,returning,283
1188,570,EXP_MODEL_02,treatment,2026-03-24T19:45,enterprise,516
1189,332,EXP_MODEL_02,treatment,2026-04-20T02:32,new,107
1190,162,EXP_PROMPT_01,treatment,2026-04-24T21:56,returning,543
1191,140,EXP_PROMPT_01,treatment,2026-03-24T21:06,returning,374
1192,62,EXP_MODEL_02,control,2026-04-27T12:14,enterprise,165
1193,41,EXP_PROMPT_01,treatment,2026-03-24T01:56,returning,554
1194,149,EXP_PROMPT_01,control,2026-04-21T21:15,returning,318
1195,47,EXP_MODEL_02,control,2026-03-24T13:19,new,560
1196,178,EXP_MODEL_02,control,2026-03-10T02:23,returning,320
1197,143,EXP_PROMPT_01,control,2026-04-17T02:15,returning,53
1198,433,EXP_PROMPT_01,control,2026-04-07T11:22,new,356
1199,550,EXP_MODEL_02,treatment,2026-04-11T17:58,returning,75
1200,207,EXP_MODEL_02,control,2026-04-16T14:29,new,85
1201,105,EXP_PROMPT_01,treatment,2026-05-01T21:24,enterprise,552
1202,547,EXP_MODEL_02,treatment,2026-03-21T16:46,new,283
1203,53,EXP_PROMPT_01,control,2026-03-14T12:34,returning,658
1204,231,EXP_PROMPT_01,control,2026-04-30T06:33,enterprise,248
1205,507,EXP_MODEL_02,treatment,2026-04-05T01:11,enterprise,468
1206,514,EXP_MODEL_02,control,2026-03-22T21:14,new,24
1207,537,EXP_MODEL_02,treatment,2026-03-04T23:20,enterprise,439
1208,340,EXP_PROMPT_01,treatment,2026-03-24T01:57,returning,63
1209,149,EXP_PROMPT_01,control,2026-03-10T06:00,enterprise,418
1210,242,EXP_PROMPT_01,control,2026-03-04T15:36,new,17
1211,285,EXP_PROMPT_01,treatment,2026-04-26T19:07,enterprise,664
1212,118,EXP_PROMPT_01,control,2026-04-28T20:31,returning,618
1213,385,EXP_PROMPT_01,treatment,2026-04-24T09:37,returning,553
1214,375,EXP_MODEL_02,control,2026-03-26T22:52,returning,457
1215,359,EXP_PROMPT_01,treatment,2026-04-20T07:00,enterprise,697
1216,176,EXP_PROMPT_01,treatment,2026-03-18T19:17,enterprise,459
1217,253,EXP_MODEL_02,treatment,2026-04-23T17:46,new,545
1218,119,EXP_MODEL_02,treatment,2026-05-02T10:08,enterprise,435
1219,209,EXP_MODEL_02,treatment,2026-03-10T14:24,enterprise,314
1220,208,EXP_MODEL_02,control,2026-03-18T15:49,returning,501
1221,574,EXP_MODEL_02,treatment,2026-04-13T10:14,returning,60
1222,60,EXP_MODEL_02,treatment,2026-04-05T12:50,enterprise,543
1223,3,EXP_MODEL_02,treatment,2026-03-05T22:36,returning,516
1224,437,EXP_MODEL_02,treatment,2026-03-03T23:04,new,52
1225,296,EXP_PROMPT_01,control,2026-03-18T03:44,new,243
1226,569,EXP_MODEL_02,treatment,2026-04-16T08:07,new,8
1227,169,EXP_MODEL_02,treatment,2026-03-31T06:58,new,590
1228,133,EXP_PROMPT_01,control,2026-04-16T12:06,new,560
1229,193,EXP_PROMPT_01,treatment,2026-04-26T17:07,returning,641
1230,556,EXP_MODEL_02,control,2026-04-23T19:36,returning,56
1231,197,EXP_PROMPT_01,control,2026-04-14T23:53,returning,233
1232,329,EXP_MODEL_02,treatment,2026-04-08T01:58,enterprise,325
1233,439,EXP_PROMPT_01,control,2026-04-05T17:18,enterprise,355
1234,4,EXP_PROMPT_01,treatment,2026-03-18T09:27,returning,133
1235,563,EXP_MODEL_02,control,2026-04-23T17:43,new,575
1236,196,EXP_PROMPT_01,treatment,2026-04-27T19:43,enterprise,315
1237,412,EXP_PROMPT_01,control,2026-04-20T02:05,enterprise,576
1238,418,EXP_PROMPT_01,treatment,2026-03-11T05:03,returning,551
1239,352,EXP_MODEL_02,treatment,2026-03-07T02:38,enterprise,204
1240,205,EXP_PROMPT_01,treatment,2026-03-24T12:35,new,22
1241,66,EXP_MODEL_02,control,2026-04-01T05:01,returning,453
1242,312,EXP_PROMPT_01,treatment,2026-04-03T16:13,returning,699
1243,448,EXP_PROMPT_01,control,2026-04-11T16:17,returning,668
1244,215,EXP_PROMPT_01,treatment,2026-03-28T13:07,enterprise,370
1245,261,EXP_MODEL_02,treatment,2026-03-14T22:45,enterprise,557
1246,296,EXP_PROMPT_01,treatment,2026-03-05T17:18,returning,194
1247,69,EXP_MODEL_02,control,2026-03-17T17:11,enterprise,592
1248,445,EXP_MODEL_02,control,2026-03-04T12:47,returning,333
1249,554,EXP_PROMPT_01,control,2026-04-28T03:35,new,429
1250,257,EXP_PROMPT_01,treatment,2026-04-11T16:18,enterprise,312
1251,339,EXP_MODEL_02,control,2026-04-10T15:52,new,633
1252,106,EXP_MODEL_02,control,2026-03-01T12:00,enterprise,348
1253,350,EXP_PROMPT_01,treatment,2026-05-02T08:05,new,303
1254,167,EXP_MODEL_02,control,2026-04-17T14:24,returning,553
1255,349,EXP_MODEL_02,control,2026-03-23T11:05,enterprise,169
1256,247,EXP_PROMPT_01,treatment,2026-03-02T20:18,new,605
1257,357,EXP_MODEL_02,treatment,2026-03-26T21:31,new,593
1258,185,EXP_PROMPT_01,treatment,2026-04-26T04:50,returning,17
1259,276,EXP_PROMPT_01,control,2026-04-05T19:55,new,14
1260,534,EXP_PROMPT_01,control,2026-03-11T03:59,new,156
1261,228,EXP_MODEL_02,control,2026-04-19T10:01,enterprise,413
1262,308,EXP_MODEL_02,treatment,2026-04-06T17:35,new,52
1263,578,EXP_PROMPT_01,treatment,2026-04-04T17:58,enterprise,27
1264,21,EXP_PROMPT_01,treatment,2026-04-01T12:04,enterprise,592
1265,93,EXP_PROMPT_01,control,2026-04-09T06:20,enterprise,324
1266,28,EXP_PROMPT_01,control,2026-03-14T08:39,enterprise,184
1267,270,EXP_MODEL_02,treatment,2026-04-02T16:30,enterprise,3
1268,387,EXP_PROMPT_01,treatment,2026-04-19T06:32,enterprise,589
1269,444,EXP_PROMPT_01,control,2026-03-10T12:36,enterprise,251
1270,283,EXP_MODEL_02,control,2026-04-30T15:47,returning,627
1271,464,EXP_PROMPT_01,control,2026-04-17T18:52,new,315
1272,508,EXP_PROMPT_01,control,2026-03-15T03:24,new,603
1273,362,EXP_PROMPT_01,control,2026-03-26T16:27,returning,618
1274,567,EXP_PROMPT_01,treatment,2026-03-22T22:51,new,444
1275,507,EXP_MODEL_02,control,2026-03-18T16:25,enterprise,123
1276,483,EXP_MODEL_02,control,2026-04-24T15:24,new,19
1277,338,EXP_MODEL_02,control,2026-04-07T10:59,new,323
1278,199,EXP_PROMPT_01,treatment,2026-04-19T04:42,enterprise,468
