job_id,case_id,reviewer_id,label,review_seconds,rubric_version,adjudicated
681,3553,27,minor_issue,472,r2.0,0
682,3313,12,pass,152,r2.1,0
683,1947,32,minor_issue,68,r2.0,1
684,1471,12,pass,398,r2.1,0
685,165,24,pass,108,r2.0,0
686,2535,11,unsafe,423,r2.1,0
687,1383,1,pass,397,r2.1,0
688,2431,41,pass,206,r2.1,1
689,2109,39,minor_issue,179,r2.0,0
690,356,43,major_issue,161,r2.1,0
691,2321,35,pass,191,r2.0,0
692,1404,1,major_issue,358,r2.0,1
693,3872,14,pass,189,r2.1,1
694,1068,5,pass,476,r2.0,0
695,3922,10,major_issue,104,r2.1,0
696,3083,32,unsafe,54,r2.1,0
697,1056,41,pass,420,r2.0,0
698,1164,36,pass,187,r2.0,1
699,462,30,minor_issue,213,r2.1,0
700,1293,37,major_issue,198,r2.0,0
701,2390,30,pass,403,r2.0,0
702,2795,15,minor_issue,276,r2.0,0
703,3693,1,minor_issue,394,r2.1,1
704,1590,15,unsafe,238,r2.0,1
705,850,28,major_issue,190,r2.0,0
706,2378,42,minor_issue,63,r2.1,0
707,3441,40,major_issue,151,r2.1,0
708,51,12,major_issue,161,r2.1,1
709,3608,43,major_issue,232,r2.1,0
710,1828,41,minor_issue,103,r2.0,0
711,3619,8,pass,182,r2.0,0
712,2633,28,major_issue,151,r2.1,0
713,3295,40,major_issue,103,r2.1,0
714,2679,35,pass,188,r2.1,1
715,2588,12,unsafe,251,r2.0,0
716,2070,23,unsafe,375,r2.0,0
717,1908,14,major_issue,372,r2.1,0
718,1858,39,unsafe,142,r2.0,0
719,3865,39,unsafe,376,r2.1,0
720,816,44,unsafe,192,r2.0,0
721,1236,12,major_issue,479,r2.0,0
722,1325,21,major_issue,442,r2.1,0
723,1431,27,pass,88,r2.1,0
724,1270,25,pass,409,r2.1,0
725,1998,43,unsafe,433,r2.0,0
726,1600,41,unsafe,250,r2.1,0
727,1505,19,pass,154,r2.0,0
728,668,38,major_issue,378,r2.1,0
729,861,7,minor_issue,51,r2.0,1
730,149,27,unsafe,446,r2.1,0
731,975,10,unsafe,162,r2.0,0
732,1653,6,pass,388,r2.0,0
733,217,17,major_issue,365,r2.1,0
734,3258,41,minor_issue,421,r2.1,1
735,3215,10,pass,77,r2.0,0
736,2639,34,pass,190,r2.1,0
737,3150,34,minor_issue,405,r2.1,0
738,12,37,minor_issue,224,r2.0,0
739,1387,4,pass,274,r2.0,0
740,1289,2,major_issue,304,r2.1,0
741,2915,17,major_issue,320,r2.1,1
742,3973,11,unsafe,119,r2.1,0
743,3764,12,unsafe,98,r2.1,0
744,2908,42,pass,245,r2.1,1
745,536,3,major_issue,334,r2.0,0
746,1826,30,unsafe,356,r2.1,0
747,1943,30,major_issue,379,r2.0,0
748,3826,15,pass,438,r2.0,0
749,2012,27,major_issue,203,r2.0,0
750,1792,2,pass,223,r2.1,0
751,1937,38,major_issue,112,r2.1,0
752,489,20,unsafe,392,r2.0,0
753,297,12,major_issue,445,r2.1,0
754,3779,17,unsafe,439,r2.1,0
755,401,39,unsafe,118,r2.0,0
756,1337,34,pass,382,r2.0,0
757,1225,17,unsafe,466,r2.0,0
758,2858,2,minor_issue,440,r2.1,1
759,747,20,minor_issue,278,r2.0,0
760,3638,21,major_issue,347,r2.1,0
761,1477,14,major_issue,82,r2.0,0
762,217,38,major_issue,148,r2.0,0
763,3481,37,pass,256,r2.1,0
764,1708,23,minor_issue,418,r2.0,0
765,359,25,unsafe,208,r2.0,0
766,643,10,major_issue,434,r2.1,0
767,3285,16,major_issue,442,r2.1,0
768,1518,44,pass,465,r2.1,1
769,963,32,minor_issue,97,r2.0,0
770,895,41,minor_issue,261,r2.0,1
771,2067,12,minor_issue,358,r2.1,0
772,538,19,pass,241,r2.0,0
773,2888,18,unsafe,201,r2.1,0
774,3807,25,unsafe,354,r2.1,0
775,3224,22,major_issue,348,r2.1,0
776,3386,37,unsafe,182,r2.1,0
777,898,12,major_issue,132,r2.0,0
778,3260,20,minor_issue,386,r2.1,0
779,806,29,unsafe,388,r2.0,0
780,1928,37,pass,220,r2.0,0
781,2054,28,pass,60,r2.0,0
782,2795,15,major_issue,61,r2.0,0
783,3726,11,unsafe,125,r2.1,0
784,2334,30,minor_issue,160,r2.0,1
785,3721,39,pass,468,r2.1,0
786,1932,5,unsafe,353,r2.1,1
787,421,14,pass,186,r2.0,0
788,1820,30,unsafe,270,r2.1,0
789,3325,38,major_issue,430,r2.1,0
790,3066,44,major_issue,343,r2.0,0
791,425,33,minor_issue,266,r2.0,1
792,3872,28,major_issue,417,r2.0,0
793,1927,20,minor_issue,180,r2.0,0
794,336,9,major_issue,115,r2.1,0
795,2323,2,unsafe,315,r2.0,0
796,992,25,minor_issue,340,r2.1,1
797,2072,19,minor_issue,119,r2.1,0
798,1370,15,pass,200,r2.0,0
799,3445,36,minor_issue,427,r2.1,0
800,34,39,major_issue,429,r2.1,0
