case_id,industry,region,risk_tier,stream_hour,selected_for_label,selection_probability,label_cost_usd
582,finance,APAC,low,21,0,0.193,16.76
583,finance,NA,low,18,0,0.059,17.7
584,retail,APAC,low,14,0,0.13,15.19
585,finance,EMEA,high,0,0,0.178,16.43
586,finance,APAC,low,12,0,0.263,16.52
587,retail,EMEA,low,11,0,0.289,5.11
588,retail,APAC,medium,16,0,0.076,9.66
589,healthcare,EMEA,high,8,0,0.163,7.99
590,finance,EMEA,medium,13,0,0.063,16.03
591,healthcare,NA,medium,5,0,0.106,6.44
592,retail,NA,low,16,0,0.23,11.33
593,healthcare,NA,medium,22,0,0.131,3.5
594,education,EMEA,high,18,0,0.158,9.46
595,finance,APAC,high,23,0,0.312,7.31
596,public_sector,APAC,low,5,0,0.238,1.57
597,retail,EMEA,medium,13,0,0.316,3.2
598,public_sector,EMEA,medium,14,0,0.095,11.06
599,finance,EMEA,low,6,0,0.296,6.98
600,public_sector,EMEA,high,13,0,0.19,9.85
601,education,APAC,high,0,0,0.313,5.92
602,retail,EMEA,medium,5,0,0.055,2.08
603,healthcare,APAC,low,13,0,0.078,14.67
604,healthcare,EMEA,low,1,0,0.079,4.8
605,education,APAC,medium,12,0,0.138,4.07
606,healthcare,EMEA,low,5,0,0.236,14.38
607,healthcare,NA,medium,4,0,0.135,4.18
608,education,EMEA,medium,21,0,0.298,13.33
609,healthcare,NA,high,7,0,0.119,12.85
610,finance,NA,medium,11,0,0.205,17.8
611,retail,NA,medium,15,0,0.342,15.56
612,retail,NA,high,9,0,0.22,7.38
613,retail,EMEA,low,8,0,0.155,8.57
614,education,NA,low,15,0,0.144,2.8
615,finance,APAC,high,18,0,0.227,10.5
616,public_sector,APAC,low,7,0,0.182,1.64
617,finance,EMEA,medium,21,0,0.069,6.17
618,education,EMEA,low,5,0,0.316,7.64
619,finance,NA,low,10,0,0.314,12.99
620,education,NA,medium,1,0,0.171,13.9
621,retail,NA,medium,12,0,0.078,7.66
622,finance,NA,medium,12,0,0.25,5.2
623,retail,EMEA,low,18,0,0.101,11.04
624,finance,EMEA,low,23,0,0.335,7.81
625,education,APAC,low,6,0,0.124,17.02
626,education,NA,low,15,0,0.053,6.71
627,public_sector,NA,low,0,1,0.083,14.26
628,finance,NA,medium,18,0,0.162,7.5
629,retail,APAC,low,6,0,0.26,7.78
630,retail,EMEA,medium,19,0,0.155,16.95
631,public_sector,EMEA,low,22,0,0.254,7.24
632,public_sector,NA,low,21,0,0.313,10.89
633,retail,EMEA,medium,12,0,0.087,3.7
634,retail,NA,low,2,0,0.101,13.07
635,public_sector,NA,medium,18,0,0.201,7.62
636,public_sector,NA,low,15,0,0.309,3.04
637,public_sector,NA,medium,11,0,0.273,2.73
638,finance,NA,high,5,0,0.348,10.95
639,retail,APAC,high,13,0,0.274,16.59
640,education,NA,medium,10,0,0.104,8.23
641,retail,EMEA,high,5,1,0.19,6.91
642,education,NA,low,0,0,0.102,6.16
643,retail,NA,medium,0,0,0.311,4.81
644,healthcare,APAC,low,0,0,0.15,13.48
645,education,NA,high,10,0,0.284,10.17
646,finance,EMEA,medium,3,0,0.145,7.34
647,retail,APAC,low,18,0,0.251,16.4
648,healthcare,EMEA,low,22,0,0.202,7.37
649,education,APAC,low,23,0,0.27,12.72
650,education,APAC,low,4,0,0.322,10.52
651,retail,NA,medium,17,0,0.254,15.17
652,education,EMEA,high,13,0,0.131,8.72
653,healthcare,EMEA,low,18,0,0.174,16.59
654,education,NA,low,21,1,0.099,5.56
655,retail,APAC,medium,10,1,0.149,7.45
656,healthcare,EMEA,low,11,0,0.337,11.68
657,public_sector,EMEA,medium,0,0,0.179,12.52
658,finance,NA,low,16,0,0.117,8.32
659,public_sector,EMEA,high,18,0,0.174,9.77
660,retail,EMEA,medium,0,0,0.286,16.02
661,education,NA,medium,6,0,0.109,17.91
662,education,EMEA,low,22,0,0.098,9.44
663,finance,EMEA,medium,1,0,0.249,12.77
664,healthcare,NA,low,7,0,0.3,1.63
665,healthcare,NA,high,12,0,0.111,3.75
666,finance,APAC,low,1,0,0.096,5.09
667,education,NA,medium,5,0,0.326,7.89
668,healthcare,NA,medium,0,0,0.268,15.64
669,healthcare,APAC,high,21,0,0.329,5.26
670,healthcare,NA,medium,16,0,0.322,9.97
671,education,EMEA,low,12,0,0.245,11.82
672,retail,EMEA,high,6,1,0.273,4.24
673,retail,EMEA,low,16,0,0.242,5.13
674,public_sector,NA,high,0,0,0.211,4.91
675,public_sector,NA,medium,19,1,0.247,14.21
676,public_sector,APAC,high,20,0,0.133,6.85
677,public_sector,EMEA,low,17,0,0.282,9.37
678,education,NA,low,6,0,0.249,11.24
679,retail,APAC,high,18,0,0.289,13.34
680,public_sector,APAC,medium,11,1,0.318,9.99
681,public_sector,NA,medium,1,0,0.252,10.84
682,education,NA,low,10,0,0.282,17.41
683,public_sector,EMEA,low,5,1,0.215,3.15
684,public_sector,EMEA,low,11,0,0.272,16.74
685,healthcare,NA,medium,18,0,0.1,8.43
686,healthcare,EMEA,medium,16,0,0.104,5.44
687,education,EMEA,low,9,0,0.273,15.9
688,finance,NA,high,19,0,0.326,2.69
689,healthcare,NA,high,8,0,0.263,10.51
690,retail,NA,medium,1,0,0.26,10.99
691,retail,NA,low,2,0,0.257,16.33
692,public_sector,NA,low,13,0,0.089,14.41
693,healthcare,NA,low,17,1,0.256,12.52
694,retail,APAC,high,2,1,0.124,2.96
695,education,APAC,high,19,0,0.132,10.87
696,retail,NA,medium,0,0,0.132,10.45
697,retail,EMEA,low,1,0,0.339,3.02
698,finance,APAC,low,21,0,0.133,9.79
699,education,NA,low,4,1,0.276,4.82
700,public_sector,NA,low,14,0,0.263,8.35
701,finance,APAC,low,3,0,0.102,14.1
702,finance,NA,high,0,0,0.169,7.02
703,retail,NA,medium,12,0,0.175,8.98
704,education,EMEA,medium,18,0,0.194,11.4
705,finance,APAC,high,18,0,0.184,10.93
706,retail,NA,low,23,0,0.153,12.45
707,public_sector,NA,high,0,0,0.052,6.11
708,finance,APAC,medium,8,0,0.234,12.43
709,retail,EMEA,medium,1,0,0.234,9.45
710,healthcare,NA,low,22,0,0.268,2.8
711,education,EMEA,low,11,0,0.337,14.59
712,healthcare,EMEA,low,22,0,0.099,14.38
713,public_sector,NA,low,8,0,0.099,13.79
714,public_sector,APAC,high,3,0,0.053,9.44
715,public_sector,NA,low,8,0,0.263,6.16
716,retail,APAC,low,19,0,0.137,2.87
717,education,EMEA,low,8,1,0.322,4.55
718,healthcare,APAC,low,3,0,0.262,11.83
719,education,EMEA,medium,8,0,0.229,8.58
720,education,NA,medium,10,0,0.145,4.65
721,education,APAC,medium,11,0,0.217,13.98
722,retail,EMEA,high,1,0,0.066,9.12
723,healthcare,APAC,medium,1,0,0.112,2.89
724,finance,EMEA,low,9,1,0.156,6.88
725,education,EMEA,low,10,0,0.275,6.56
726,education,NA,medium,12,0,0.055,1.94
727,healthcare,APAC,high,17,0,0.298,3.61
728,healthcare,APAC,low,8,0,0.074,2.57
729,retail,EMEA,low,13,0,0.127,7.32
730,finance,NA,low,11,0,0.136,12.4
731,public_sector,EMEA,low,21,0,0.313,1.76
732,healthcare,APAC,low,15,0,0.121,12.65
733,healthcare,APAC,low,16,0,0.285,6.47
734,finance,EMEA,low,22,0,0.324,7.85
735,healthcare,EMEA,medium,14,1,0.189,13.52
736,education,NA,low,2,0,0.159,12.17
737,education,APAC,medium,8,0,0.194,12.45
738,healthcare,EMEA,medium,4,0,0.167,4.85
739,education,APAC,high,21,1,0.208,12.36
740,public_sector,APAC,high,3,1,0.183,14.02
741,retail,APAC,low,19,0,0.207,8.37
742,education,APAC,low,1,0,0.206,2.54
743,healthcare,NA,low,5,0,0.348,3.42
744,retail,APAC,low,21,0,0.055,12.31
745,education,NA,low,6,0,0.17,6.96
746,retail,EMEA,low,0,0,0.103,4.24
747,education,NA,medium,6,0,0.126,15.49
748,retail,EMEA,low,11,0,0.314,15.26
749,education,NA,low,10,0,0.197,13.22
750,retail,EMEA,low,17,0,0.236,12.73
751,finance,EMEA,medium,5,0,0.227,10.72
752,education,NA,medium,16,0,0.319,4.18
753,healthcare,APAC,low,19,0,0.23,10.33
754,retail,APAC,high,14,0,0.327,13.08
755,finance,APAC,medium,23,0,0.126,11.17
756,public_sector,APAC,medium,13,1,0.278,7.01
757,retail,APAC,low,1,0,0.143,5.17
758,retail,EMEA,high,15,0,0.241,3.3
759,healthcare,NA,medium,12,0,0.295,9.86
760,education,APAC,low,5,0,0.122,2.92
761,finance,APAC,medium,1,0,0.298,16.06
762,healthcare,EMEA,high,12,1,0.272,11.14
763,healthcare,EMEA,low,14,1,0.195,6.35
764,public_sector,APAC,low,6,1,0.308,14.49
765,finance,APAC,low,20,0,0.123,14.23
766,retail,NA,low,19,1,0.243,14.27
767,education,APAC,high,7,0,0.188,2.34
768,healthcare,APAC,low,23,0,0.061,10.3
769,finance,EMEA,low,20,0,0.213,11.39
770,public_sector,NA,low,0,0,0.112,16.79
771,education,NA,medium,11,1,0.081,13.84
772,retail,EMEA,medium,8,0,0.197,7.67
773,finance,APAC,low,5,0,0.246,13.49
774,healthcare,APAC,low,16,0,0.13,15.38
775,finance,EMEA,medium,4,0,0.301,17.54
776,public_sector,NA,low,19,0,0.107,15.31
777,finance,NA,medium,4,0,0.068,8.17
778,healthcare,APAC,medium,16,0,0.136,5.72
779,finance,NA,low,5,0,0.343,6.16
780,finance,EMEA,medium,15,0,0.327,14.46
781,education,EMEA,low,22,0,0.26,17.55
782,finance,NA,medium,1,0,0.119,2.77
783,public_sector,APAC,low,10,0,0.138,15.51
784,public_sector,APAC,medium,21,1,0.11,4.23
785,education,NA,low,22,0,0.123,13.8
786,healthcare,APAC,low,5,0,0.268,16.96
787,healthcare,EMEA,medium,7,0,0.093,16.06
788,public_sector,APAC,low,2,0,0.173,7.92
789,public_sector,NA,low,1,1,0.175,11.46
790,finance,EMEA,low,9,1,0.107,4.96
791,healthcare,NA,low,14,1,0.095,7.35
792,public_sector,EMEA,low,18,0,0.239,11.12
793,education,EMEA,low,22,0,0.2,12.98
794,education,NA,low,9,0,0.176,5.64
795,finance,NA,low,23,0,0.248,5.49
796,education,NA,high,12,0,0.074,4.65
797,finance,EMEA,medium,19,0,0.262,13.89
798,healthcare,NA,medium,10,1,0.32,13.74
799,healthcare,APAC,medium,10,0,0.096,17.37
800,healthcare,EMEA,low,8,0,0.201,12.48
801,finance,APAC,medium,10,0,0.268,17.02
802,education,EMEA,low,7,0,0.1,13.5
803,public_sector,NA,medium,20,0,0.311,3.67
804,public_sector,NA,low,9,0,0.131,5.42
805,public_sector,EMEA,low,2,0,0.295,3.05
806,public_sector,APAC,low,16,0,0.082,9.3
807,finance,APAC,low,6,0,0.151,2.19
808,public_sector,APAC,low,23,0,0.164,7.12
809,public_sector,EMEA,low,14,0,0.179,16.97
810,education,NA,medium,5,1,0.164,16.95
811,finance,APAC,low,4,1,0.218,17.66
812,retail,NA,low,17,0,0.305,16.23
813,retail,EMEA,medium,19,0,0.225,12.13
814,education,APAC,low,13,0,0.325,10.66
815,public_sector,NA,medium,13,0,0.061,3.32
816,education,NA,low,12,0,0.284,4.26
817,retail,APAC,high,13,0,0.081,11.43
818,retail,EMEA,high,13,0,0.053,6.6
819,education,EMEA,low,18,0,0.227,14.19
820,finance,EMEA,low,23,0,0.204,7.59
821,public_sector,NA,medium,16,0,0.106,6.65
822,healthcare,NA,high,6,0,0.306,6.62
823,finance,APAC,low,4,0,0.072,13.63
824,retail,NA,low,4,0,0.224,15.76
825,education,EMEA,low,20,0,0.264,13.98
826,education,EMEA,low,0,0,0.298,3.77
827,healthcare,NA,low,15,0,0.139,4.78
828,retail,APAC,low,4,0,0.278,13.2
829,finance,NA,low,10,0,0.26,16.31
830,education,EMEA,low,4,0,0.266,17.83
831,retail,NA,high,4,0,0.098,14.48
832,public_sector,APAC,low,10,0,0.343,9.72
833,education,EMEA,low,14,0,0.23,4.04
834,public_sector,NA,low,5,0,0.295,3.03
835,healthcare,APAC,medium,7,0,0.31,12.5
836,public_sector,NA,medium,19,0,0.295,6.58
837,healthcare,APAC,low,7,0,0.117,11.36
838,education,NA,low,20,0,0.331,3.3
839,public_sector,APAC,medium,21,0,0.181,4.76
840,healthcare,EMEA,medium,2,0,0.153,14.65
841,education,EMEA,high,23,0,0.315,7.41
842,retail,NA,low,23,0,0.264,2.08
843,healthcare,APAC,low,22,0,0.261,3.42
844,education,NA,low,17,0,0.106,7.59
845,education,APAC,medium,6,0,0.185,8.59
846,finance,EMEA,low,15,0,0.227,11.76
847,healthcare,APAC,medium,18,0,0.209,5.1
848,finance,NA,high,5,0,0.215,15.83
849,retail,APAC,low,8,0,0.088,8.96
850,healthcare,NA,high,21,0,0.339,7.13
851,healthcare,APAC,high,14,1,0.111,17.87
852,public_sector,APAC,medium,9,0,0.236,8.12
853,healthcare,APAC,medium,15,0,0.097,16.29
854,public_sector,NA,low,12,0,0.318,8.72
855,finance,EMEA,high,2,0,0.292,6.27
856,healthcare,APAC,low,11,0,0.138,14.02
857,education,EMEA,low,17,0,0.196,6.17
858,education,EMEA,low,20,0,0.135,9.27
859,finance,NA,low,10,0,0.318,8.52
860,education,APAC,low,20,0,0.109,13.99
861,finance,APAC,medium,19,0,0.251,2.55
862,healthcare,EMEA,medium,17,0,0.202,3.4
863,public_sector,NA,low,23,0,0.075,17.6
864,finance,NA,low,16,0,0.196,10.18
865,public_sector,EMEA,medium,17,0,0.138,11.07
866,education,NA,low,17,1,0.066,8.16
867,healthcare,EMEA,low,21,0,0.073,11.69
868,finance,NA,medium,5,0,0.053,15.45
869,healthcare,EMEA,low,2,0,0.111,12.84
870,healthcare,EMEA,medium,19,0,0.173,6.03
871,retail,EMEA,medium,23,0,0.295,13.92
872,education,APAC,low,16,1,0.146,10.24
873,public_sector,EMEA,medium,7,0,0.255,10.76
874,finance,APAC,low,6,0,0.216,11.02
875,finance,EMEA,medium,2,0,0.219,2.67
876,finance,EMEA,medium,13,0,0.243,6.84
877,public_sector,APAC,high,8,0,0.314,1.81
878,healthcare,APAC,low,14,1,0.261,14.14
879,finance,EMEA,medium,14,0,0.093,2.75
880,education,EMEA,low,15,0,0.327,3.16
881,public_sector,NA,low,1,0,0.082,10.17
882,education,APAC,medium,21,0,0.244,10.34
883,education,NA,low,22,0,0.252,17.53
884,healthcare,EMEA,high,4,0,0.167,2.83
885,finance,EMEA,medium,20,0,0.311,5.55
886,education,APAC,high,22,1,0.068,3.02
887,education,NA,high,17,0,0.318,17.8
888,public_sector,EMEA,medium,23,0,0.114,12.72
889,healthcare,NA,medium,14,0,0.055,5.78
890,retail,APAC,medium,12,1,0.335,10.91
891,finance,EMEA,medium,19,0,0.192,17.79
892,finance,NA,low,20,0,0.166,17.34
893,finance,EMEA,medium,11,0,0.142,1.89
894,healthcare,EMEA,low,3,0,0.127,8.09
895,public_sector,NA,medium,12,0,0.194,3.43
896,finance,NA,medium,12,0,0.065,11.92
897,healthcare,APAC,medium,23,0,0.23,13.78
898,retail,NA,medium,23,0,0.147,13.39
899,education,APAC,low,3,0,0.175,17.75
900,finance,NA,low,16,1,0.349,13.98
901,healthcare,EMEA,low,8,0,0.26,11.98
902,healthcare,APAC,medium,4,0,0.33,3.72
903,retail,APAC,low,1,0,0.071,11.91
904,healthcare,EMEA,medium,13,0,0.293,9.72
905,healthcare,EMEA,low,13,0,0.108,5.35
906,education,APAC,medium,17,0,0.214,12.54
907,public_sector,EMEA,high,10,0,0.124,7.07
908,public_sector,EMEA,low,13,0,0.348,2.0
909,public_sector,APAC,medium,16,0,0.116,7.79
910,education,EMEA,medium,9,0,0.257,13.74
911,finance,NA,high,13,0,0.077,5.79
912,healthcare,EMEA,medium,22,0,0.11,2.69
913,public_sector,APAC,low,19,0,0.091,14.67
914,public_sector,EMEA,low,1,1,0.115,3.08
915,retail,NA,low,15,0,0.121,5.04
916,healthcare,EMEA,high,0,0,0.084,14.0
917,healthcare,NA,low,19,0,0.096,4.34
918,finance,APAC,low,14,0,0.257,8.31
919,public_sector,APAC,medium,23,0,0.153,16.94
920,public_sector,NA,low,6,1,0.142,5.18
921,education,APAC,low,11,0,0.175,6.5
922,healthcare,EMEA,low,22,0,0.175,9.44
923,public_sector,NA,medium,23,0,0.083,9.91
924,retail,EMEA,low,18,0,0.092,12.77
925,education,NA,low,4,1,0.089,5.44
926,finance,NA,high,23,0,0.284,6.71
927,finance,APAC,low,1,0,0.203,3.63
928,public_sector,APAC,high,0,0,0.093,6.61
929,public_sector,EMEA,low,19,1,0.107,10.6
930,education,APAC,low,5,0,0.161,4.07
931,healthcare,NA,medium,4,0,0.088,5.59
932,retail,NA,medium,4,0,0.325,13.35
933,finance,EMEA,low,10,0,0.327,9.58
934,finance,APAC,medium,8,0,0.157,15.17
935,retail,EMEA,low,1,0,0.177,16.82
936,retail,EMEA,low,6,0,0.257,11.08
937,healthcare,APAC,low,3,0,0.343,15.37
938,public_sector,APAC,low,8,0,0.113,15.03
939,public_sector,APAC,low,10,1,0.212,12.05
940,public_sector,APAC,low,13,0,0.252,16.51
941,education,APAC,low,5,0,0.254,17.29
942,healthcare,NA,high,22,0,0.22,4.84
943,healthcare,NA,medium,12,0,0.345,3.41
944,finance,APAC,low,17,0,0.211,14.23
945,healthcare,APAC,low,2,1,0.128,6.39
946,healthcare,APAC,low,15,1,0.341,3.2
947,public_sector,NA,medium,16,0,0.297,6.69
948,public_sector,NA,low,2,0,0.11,13.97
949,healthcare,NA,low,17,0,0.065,11.91
950,retail,APAC,low,11,0,0.183,17.92
951,education,APAC,low,23,0,0.201,9.0
952,finance,EMEA,low,7,0,0.133,14.55
953,healthcare,NA,low,19,0,0.329,3.56
954,public_sector,EMEA,low,10,0,0.346,16.37
955,public_sector,NA,low,12,0,0.121,2.4
956,public_sector,NA,low,2,0,0.253,3.1
957,public_sector,EMEA,low,19,0,0.33,15.91
958,retail,APAC,medium,3,0,0.124,11.9
959,retail,NA,low,19,0,0.11,11.63
960,finance,NA,low,21,0,0.317,11.98
961,retail,NA,high,2,0,0.314,3.71
962,public_sector,NA,medium,2,1,0.253,4.78
963,education,EMEA,medium,11,0,0.29,5.52
964,retail,EMEA,low,15,0,0.099,12.02
965,education,APAC,low,12,0,0.157,4.99
966,education,EMEA,low,22,0,0.281,9.5
967,retail,APAC,low,9,0,0.074,7.49
968,public_sector,NA,low,9,1,0.126,16.83
969,public_sector,EMEA,low,13,0,0.162,6.76
970,public_sector,EMEA,low,15,0,0.333,6.18
971,finance,NA,low,22,0,0.277,9.93
972,retail,EMEA,high,9,0,0.076,3.32
973,retail,NA,low,8,0,0.272,16.66
974,education,NA,medium,6,0,0.185,10.26
975,education,NA,medium,6,0,0.204,4.74
976,retail,APAC,medium,18,0,0.111,9.24
977,healthcare,APAC,high,6,0,0.067,2.16
978,finance,EMEA,medium,14,0,0.334,12.09
979,retail,EMEA,high,18,0,0.104,16.96
980,healthcare,EMEA,high,7,0,0.323,4.1
981,finance,APAC,low,16,0,0.156,9.34
982,retail,EMEA,medium,23,0,0.228,16.74
983,healthcare,NA,medium,11,0,0.221,13.95
984,public_sector,NA,high,5,0,0.215,16.66
985,healthcare,EMEA,low,9,0,0.121,16.9
986,retail,EMEA,low,5,0,0.189,16.3
987,education,EMEA,low,8,0,0.203,16.55
988,healthcare,APAC,low,14,0,0.216,2.56
989,public_sector,APAC,high,19,0,0.325,8.75
990,finance,EMEA,low,4,0,0.203,4.99
991,healthcare,APAC,medium,14,0,0.119,9.2
992,healthcare,APAC,low,14,1,0.256,11.36
993,retail,EMEA,low,19,0,0.265,7.11
994,retail,EMEA,medium,11,0,0.233,5.87
995,finance,NA,low,0,1,0.18,2.73
996,retail,APAC,low,8,0,0.152,9.62
997,finance,NA,medium,2,0,0.164,14.95
998,education,APAC,low,3,0,0.236,2.15
999,finance,NA,low,10,1,0.305,15.1
1000,retail,NA,medium,4,0,0.072,4.15
1001,retail,EMEA,low,17,0,0.314,9.0
1002,public_sector,NA,low,7,0,0.172,17.7
1003,healthcare,EMEA,low,11,0,0.293,2.45
1004,healthcare,EMEA,low,21,0,0.182,17.12
1005,public_sector,EMEA,medium,10,0,0.058,17.58
1006,finance,APAC,low,17,0,0.277,13.14
1007,finance,NA,low,8,0,0.345,15.65
1008,public_sector,APAC,medium,19,0,0.284,13.9
1009,finance,APAC,medium,4,1,0.051,8.05
1010,retail,EMEA,medium,7,1,0.222,3.62
1011,retail,APAC,low,19,0,0.255,16.06
1012,education,EMEA,low,15,0,0.35,15.49
1013,finance,NA,medium,3,0,0.078,4.34
1014,public_sector,APAC,medium,12,1,0.28,9.96
1015,education,NA,medium,11,0,0.113,5.65
1016,education,APAC,low,17,0,0.122,17.79
1017,education,APAC,medium,7,1,0.18,6.54
1018,finance,NA,high,15,0,0.319,4.01
1019,healthcare,APAC,medium,23,1,0.263,12.81
1020,public_sector,APAC,low,1,1,0.309,8.8
1021,healthcare,APAC,medium,22,0,0.207,15.33
1022,finance,APAC,medium,17,0,0.136,8.2
1023,public_sector,APAC,medium,16,0,0.168,2.24
1024,retail,APAC,low,4,0,0.15,14.91
1025,education,APAC,low,19,0,0.286,15.0
1026,healthcare,EMEA,high,5,0,0.144,1.99
1027,public_sector,NA,low,21,0,0.321,11.82
1028,finance,NA,low,19,0,0.119,11.76
1029,public_sector,NA,high,21,0,0.064,14.92
1030,healthcare,EMEA,low,12,0,0.135,11.73
1031,public_sector,EMEA,low,18,1,0.146,16.34
1032,public_sector,NA,low,19,0,0.085,2.97
1033,retail,EMEA,medium,16,0,0.092,14.44
1034,education,APAC,low,10,0,0.243,7.09
1035,education,APAC,low,12,0,0.32,15.06
1036,retail,APAC,low,18,0,0.119,13.0
1037,finance,NA,low,3,0,0.29,9.71
1038,retail,APAC,low,18,0,0.314,5.56
1039,public_sector,EMEA,low,16,0,0.199,5.38
1040,public_sector,NA,medium,11,0,0.253,15.93
1041,finance,NA,high,3,0,0.309,9.12
1042,retail,NA,low,1,0,0.282,3.28
1043,retail,EMEA,low,0,0,0.22,16.01
1044,public_sector,NA,low,10,0,0.329,15.56
1045,healthcare,EMEA,low,5,1,0.18,7.5
1046,education,APAC,low,2,0,0.236,14.3
1047,finance,NA,high,3,0,0.204,15.35
1048,education,EMEA,low,13,0,0.268,2.87
1049,finance,EMEA,low,17,0,0.275,6.16
1050,public_sector,APAC,medium,1,0,0.098,3.14
1051,education,APAC,medium,23,0,0.256,14.88
1052,public_sector,EMEA,low,8,0,0.083,3.78
1053,education,NA,low,8,0,0.071,15.1
1054,finance,EMEA,low,19,0,0.251,12.63
1055,finance,APAC,low,13,0,0.275,14.95
1056,retail,EMEA,low,23,0,0.279,15.94
1057,education,EMEA,medium,5,1,0.145,16.89
1058,retail,APAC,low,3,1,0.311,1.8
1059,retail,APAC,high,20,0,0.083,3.56
1060,education,NA,low,11,0,0.18,2.2
1061,public_sector,NA,low,20,0,0.349,6.39
1062,healthcare,EMEA,low,20,0,0.291,15.6
1063,public_sector,EMEA,low,7,0,0.195,15.8
1064,healthcare,NA,medium,8,0,0.215,15.59
1065,public_sector,NA,medium,5,0,0.192,16.26
1066,public_sector,NA,medium,21,0,0.118,5.63
1067,education,EMEA,low,20,0,0.195,7.08
1068,finance,APAC,low,10,0,0.167,12.58
1069,education,NA,low,5,0,0.098,12.11
1070,retail,APAC,low,20,0,0.104,16.78
1071,healthcare,NA,medium,17,0,0.258,13.62
1072,retail,APAC,high,3,0,0.337,12.99
1073,retail,APAC,low,15,1,0.206,5.95
1074,public_sector,APAC,low,21,0,0.218,14.03
1075,finance,EMEA,medium,15,0,0.272,7.84
1076,education,APAC,medium,13,0,0.335,6.89
1077,retail,NA,low,20,0,0.088,1.91
1078,healthcare,APAC,medium,12,0,0.115,12.58
1079,retail,APAC,low,6,0,0.25,12.01
1080,healthcare,NA,medium,23,0,0.237,5.87
1081,education,EMEA,medium,14,0,0.186,17.83
1082,public_sector,EMEA,low,11,0,0.295,10.55
1083,retail,EMEA,low,13,0,0.27,9.64
1084,finance,EMEA,low,16,0,0.349,14.7
1085,public_sector,EMEA,low,18,1,0.222,6.19
1086,finance,NA,low,4,1,0.054,1.92
1087,retail,NA,low,19,0,0.239,7.45
1088,retail,NA,medium,1,0,0.212,11.66
1089,retail,APAC,low,4,0,0.175,12.62
1090,public_sector,EMEA,low,10,0,0.265,14.2
1091,finance,EMEA,medium,6,0,0.168,4.18
1092,healthcare,APAC,medium,22,1,0.346,10.01
1093,finance,APAC,low,23,0,0.131,13.62
1094,healthcare,NA,low,0,1,0.324,15.34
1095,healthcare,EMEA,medium,11,0,0.123,12.12
1096,finance,EMEA,medium,20,1,0.129,5.9
1097,healthcare,APAC,low,23,0,0.164,7.41
1098,education,APAC,medium,1,0,0.28,12.12
1099,public_sector,EMEA,low,6,0,0.264,5.68
1100,education,APAC,low,11,0,0.332,12.97
1101,retail,APAC,medium,5,0,0.28,2.33
1102,finance,APAC,medium,2,0,0.095,13.29
1103,finance,NA,low,10,0,0.091,15.77
1104,public_sector,EMEA,low,0,0,0.112,12.38
1105,healthcare,NA,low,20,0,0.326,8.21
1106,healthcare,NA,low,3,0,0.236,3.93
1107,public_sector,NA,low,21,0,0.285,11.5
1108,public_sector,EMEA,high,3,0,0.296,12.61
1109,retail,EMEA,high,4,0,0.347,10.19
1110,healthcare,NA,low,13,0,0.058,13.16
1111,public_sector,NA,medium,18,0,0.261,13.72
1112,public_sector,APAC,low,18,0,0.204,9.06
1113,finance,APAC,medium,23,0,0.226,5.42
1114,public_sector,NA,low,2,0,0.272,12.72
1115,healthcare,APAC,medium,22,0,0.293,15.6
1116,healthcare,APAC,low,18,0,0.247,6.47
1117,finance,APAC,low,19,0,0.148,8.28
1118,healthcare,NA,low,13,0,0.215,9.62
1119,finance,APAC,low,20,0,0.234,4.41
1120,finance,NA,medium,3,0,0.307,9.44
1121,retail,NA,medium,16,0,0.335,9.42
1122,retail,EMEA,high,14,0,0.263,13.43
1123,public_sector,APAC,low,8,0,0.146,6.19
1124,public_sector,NA,low,7,0,0.225,14.91
1125,public_sector,EMEA,medium,6,0,0.09,4.66
1126,retail,EMEA,high,7,0,0.151,6.42
1127,finance,NA,low,12,0,0.274,3.72
1128,retail,EMEA,low,11,0,0.178,14.24
1129,finance,NA,low,19,1,0.207,17.91
1130,finance,APAC,medium,8,0,0.301,16.82
1131,healthcare,EMEA,high,3,0,0.131,13.03
1132,retail,APAC,low,18,0,0.269,10.59
1133,education,EMEA,high,21,0,0.306,17.77
1134,retail,EMEA,medium,0,0,0.213,8.18
1135,healthcare,EMEA,low,23,0,0.273,13.47
1136,education,APAC,medium,4,0,0.107,5.46
1137,public_sector,APAC,low,14,0,0.125,10.42
1138,finance,APAC,medium,17,0,0.135,17.96
1139,healthcare,NA,medium,14,0,0.231,7.9
1140,retail,EMEA,low,5,0,0.103,5.49
1141,retail,EMEA,high,9,0,0.182,6.15
1142,finance,APAC,high,9,0,0.297,9.87
1143,public_sector,EMEA,low,11,0,0.069,2.82
1144,retail,EMEA,low,11,0,0.294,17.43
1145,public_sector,NA,low,14,1,0.156,9.98
1146,education,NA,medium,17,0,0.326,9.03
1147,retail,EMEA,high,11,0,0.331,5.35
1148,healthcare,EMEA,medium,23,0,0.118,7.32
1149,finance,EMEA,medium,8,1,0.201,6.7
1150,public_sector,APAC,low,5,0,0.101,6.92
1151,finance,APAC,medium,23,1,0.114,7.95
1152,education,APAC,low,15,0,0.238,16.64
1153,retail,EMEA,medium,12,1,0.25,2.13
1154,public_sector,APAC,low,5,0,0.216,16.45
1155,public_sector,APAC,low,1,1,0.251,9.73
1156,healthcare,APAC,low,21,0,0.085,17.08
1157,public_sector,APAC,low,9,1,0.283,17.37
