assignment_id,completed,quality_score,safety_violation,latency_ms,cost_usd
786,1,5.0,0,1748,0.0678
787,0,3.43,0,898,0.0729
788,1,3.82,0,1225,0.0691
789,1,2.47,0,1790,0.025
790,0,3.88,0,1432,0.029
791,1,3.82,0,1604,0.0642
792,1,2.47,0,626,0.0804
793,1,3.1,0,829,0.0769
794,0,3.98,0,1438,0.0773
795,0,1.33,0,1134,0.0587
796,1,5.0,0,1790,0.0138
797,1,3.97,0,1299,0.0573
798,1,3.44,0,1920,0.0157
799,0,3.37,0,611,0.0279
800,1,3.88,0,908,0.071
801,1,2.97,0,1545,0.0726
802,1,4.88,0,1773,0.01
803,1,3.24,0,1099,0.0708
804,1,4.34,0,1252,0.1161
805,1,4.82,0,1126,0.0681
806,1,2.0,0,1576,0.0499
807,1,3.7,0,1172,0.0681
808,1,4.73,0,933,0.0775
809,1,2.94,0,1444,0.1117
810,0,2.92,0,1364,0.0376
811,1,4.03,0,1032,0.1061
812,1,3.09,0,1187,0.021
813,0,4.67,0,2032,0.0183
814,1,3.94,0,1474,0.0493
815,0,4.01,0,1592,0.1018
816,0,4.21,0,851,0.084
817,1,3.47,0,1607,0.1018
818,1,4.37,0,1024,0.0662
819,1,2.29,0,1070,0.0368
820,1,3.05,0,1355,0.0172
821,1,5.0,0,1882,0.1175
822,1,4.67,0,921,0.0539
823,1,3.81,0,1490,0.1118
824,1,3.92,0,1522,0.0196
825,1,3.35,0,1309,0.0648
826,1,3.77,0,500,0.0209
827,0,2.65,0,1781,0.0484
828,1,3.19,0,1524,0.1129
829,0,3.82,0,1457,0.0842
830,0,4.31,0,1347,0.0275
831,0,3.45,0,1131,0.0949
832,0,3.43,0,1977,0.0981
833,1,4.04,0,1455,0.0157
834,1,1.68,0,1046,0.0617
835,0,2.79,0,1630,0.1016
836,1,2.82,0,1460,0.0578
837,1,4.47,0,1840,0.0694
838,1,2.91,0,1527,0.0482
839,1,2.81,0,1644,0.0572
840,0,3.1,0,1244,0.0838
841,1,3.08,0,1108,0.078
842,0,3.54,0,1364,0.064
843,1,3.84,0,1239,0.1099
844,1,3.67,0,1713,0.0125
845,1,4.08,0,1749,0.0937
846,1,3.6,0,1577,0.0524
847,0,4.27,0,1587,0.0448
848,0,4.28,0,1702,0.089
849,1,2.93,0,1810,0.0918
850,1,3.78,0,1992,0.0814
851,0,2.62,0,1344,0.0469
852,1,2.77,0,1357,0.0911
853,0,3.8,0,1060,0.0497
854,1,2.53,0,1259,0.072
855,1,3.67,0,1322,0.019
856,1,2.07,0,1332,0.0473
857,0,3.59,0,1940,0.0561
858,1,3.39,0,1277,0.0179
859,1,3.28,0,1402,0.1095
860,0,4.37,0,1901,0.1062
861,0,2.74,0,1699,0.0699
862,1,3.09,0,1711,0.1057
863,1,2.76,0,1408,0.0748
864,0,3.19,0,1693,0.0809
865,0,4.68,0,1999,0.0283
866,0,4.39,0,1060,0.0656
867,0,3.6,0,1691,0.1014
868,0,4.12,0,1633,0.0396
869,1,4.35,0,1287,0.0916
870,1,4.09,0,1032,0.0244
871,1,4.75,0,1512,0.0967
872,0,4.97,0,783,0.0746
873,1,4.03,0,2226,0.0593
874,1,1.92,0,1749,0.0896
875,0,5.0,0,1833,0.0306
876,1,4.01,0,843,0.0994
877,1,3.45,0,1690,0.0132
878,0,4.1,0,802,0.0822
879,1,3.81,0,1604,0.0709
880,1,5.0,0,1051,0.0183
881,1,2.5,0,692,0.0907
882,0,2.84,0,1394,0.1015
883,1,3.39,0,732,0.061
884,1,2.65,0,2055,0.0204
885,1,3.65,0,1442,0.0446
886,1,4.33,0,1464,0.0365
887,1,5.0,0,1755,0.0542
888,1,4.93,0,1372,0.0388
889,1,4.05,0,949,0.1074
890,1,3.75,0,2412,0.0438
891,1,3.88,0,1213,0.0553
892,0,5.0,0,1359,0.0685
893,1,5.0,1,1244,0.0473
894,1,4.59,0,1339,0.0736
895,0,3.62,0,1659,0.0101
896,0,2.31,0,715,0.0879
897,1,2.99,0,1290,0.0777
898,0,4.02,0,2295,0.0635
899,1,4.96,0,1601,0.0148
900,1,4.15,0,1299,0.1134
901,1,4.61,0,1477,0.0891
902,1,4.38,0,2140,0.0373
903,1,3.18,0,929,0.0162
904,1,3.81,0,1000,0.0364
905,1,3.96,0,1574,0.0634
906,0,3.2,0,1354,0.1031
907,0,3.46,0,1477,0.1077
908,1,4.4,0,1430,0.0281
909,0,3.56,0,1022,0.0791
910,0,3.97,0,1528,0.0258
911,0,4.28,0,1735,0.0578
912,1,3.53,0,1781,0.1164
913,1,3.52,0,1283,0.0407
914,1,2.91,0,1116,0.0763
915,0,5.0,0,725,0.0923
916,1,3.35,0,1376,0.0804
917,1,3.76,0,2089,0.1119
918,0,4.63,0,1503,0.075
919,0,2.9,0,772,0.1042
920,1,5.0,0,1152,0.1096
921,0,3.02,0,1606,0.0905
922,1,4.48,0,1239,0.0827
923,1,3.9,1,1526,0.1074
924,1,4.27,0,1486,0.0477
925,1,3.43,0,1762,0.0327
926,1,2.89,0,1799,0.0465
927,0,2.67,0,1228,0.103
928,1,3.14,0,1306,0.0799
929,0,3.84,0,1224,0.1097
930,0,2.62,0,977,0.0384
931,0,2.93,0,1870,0.0171
932,0,3.52,0,596,0.0811
933,1,2.97,0,984,0.0981
934,1,3.71,0,1579,0.1076
935,1,3.15,0,1681,0.1007
936,1,3.03,0,976,0.0685
937,0,3.11,0,1623,0.0858
938,0,3.9,0,1479,0.0515
939,1,3.15,0,1793,0.0537
940,1,3.83,0,1482,0.0578
941,1,3.19,0,1766,0.0312
942,1,4.4,0,790,0.0494
943,0,3.08,0,1148,0.0765
944,1,1.4,0,1299,0.0552
945,1,3.67,0,1664,0.0587
946,0,5.0,0,1428,0.0905
947,0,4.24,0,1329,0.0312
948,1,5.0,0,279,0.0651
949,0,3.57,0,2042,0.1155
950,1,4.06,0,1141,0.0674
951,1,2.9,0,1277,0.03
952,0,1.68,0,1864,0.0962
953,1,4.62,0,1895,0.0567
954,0,3.66,0,1744,0.0917
955,1,3.69,0,648,0.0594
956,1,2.48,0,1693,0.0878
957,1,2.84,0,1093,0.1162
958,1,3.5,0,1769,0.0695
959,1,4.37,0,1377,0.1092
960,0,2.41,0,1201,0.0508
961,1,4.04,0,1126,0.0147
962,1,3.33,0,1218,0.0469
963,1,3.38,0,1572,0.0136
964,0,2.75,0,1025,0.0239
965,0,3.88,0,1773,0.1061
966,0,4.29,0,1225,0.0783
967,0,3.02,0,1345,0.1111
968,1,4.95,0,1266,0.0959
969,1,4.14,0,1196,0.0984
970,1,2.8,1,1419,0.1118
971,1,4.47,0,2047,0.0292
972,1,4.0,0,1235,0.0133
973,1,4.29,0,1646,0.0165
974,0,4.03,0,745,0.034
975,1,4.91,1,1208,0.0107
976,1,2.74,0,971,0.0831
977,1,3.96,0,1350,0.063
978,1,4.71,0,1029,0.0472
979,1,4.73,0,1026,0.05
980,0,5.0,0,1983,0.0859
981,0,4.28,0,1567,0.0631
982,0,3.23,0,1784,0.0249
983,1,2.69,0,1547,0.0525
984,1,2.55,0,1819,0.0679
985,0,2.65,0,1309,0.033
986,1,4.75,0,1590,0.0407
987,1,4.65,0,634,0.032
988,0,3.23,0,1563,0.0322
989,1,4.14,0,1149,0.0153
990,1,3.2,0,949,0.1037
991,0,4.27,0,1036,0.0958
992,1,5.0,0,1597,0.0124
993,0,3.87,0,1438,0.0993
994,1,3.28,0,1835,0.0758
995,1,2.49,0,1650,0.0338
996,1,2.97,0,1660,0.0986
997,1,3.61,0,1530,0.1135
998,0,2.59,0,2291,0.0424
999,0,3.35,0,1437,0.1043
1000,1,3.69,0,1218,0.1198
1001,1,5.0,0,1229,0.1027
1002,1,4.1,0,1594,0.062
1003,1,2.68,0,1773,0.0513
1004,1,4.32,0,1631,0.0225
1005,0,3.41,0,2216,0.0995
1006,1,1.72,0,1719,0.1059
1007,0,3.07,0,1312,0.1061
1008,1,4.21,0,1703,0.033
1009,1,2.67,0,1251,0.116
1010,0,3.9,0,847,0.0253
1011,1,2.8,0,1353,0.096
1012,0,4.45,0,1421,0.0732
1013,1,3.3,0,1318,0.0262
1014,0,3.48,0,1501,0.0545
1015,1,3.94,0,1494,0.0997
1016,1,4.7,1,1676,0.0884
1017,0,3.78,1,1517,0.0834
1018,0,3.93,0,1104,0.0676
1019,0,4.25,0,1453,0.0431
1020,1,5.0,0,1687,0.0312
1021,1,4.06,0,1390,0.0902
1022,1,3.94,0,1567,0.1154
1023,1,5.0,0,1478,0.0134
1024,1,3.38,0,1228,0.0458
1025,1,4.31,0,1320,0.0835
1026,1,2.62,0,1322,0.0439
1027,1,4.86,0,1405,0.0972
1028,0,3.49,0,1995,0.0638
1029,0,2.94,0,1489,0.0331
1030,1,3.69,0,1508,0.0811
1031,1,3.93,0,1459,0.0754
1032,1,4.9,1,1264,0.0589
1033,1,3.65,0,1440,0.09
1034,1,4.0,0,1440,0.1019
1035,1,3.08,0,1871,0.1135
1036,1,3.54,0,1672,0.055
1037,1,4.56,0,1503,0.0439
1038,1,4.01,0,1502,0.0349
1039,1,3.02,0,1275,0.1091
1040,1,4.16,0,1603,0.1035
1041,1,3.66,0,1265,0.0932
1042,1,3.03,0,1471,0.0753
1043,0,3.84,0,1480,0.1037
1044,1,4.11,0,1234,0.0696
1045,1,4.32,0,1413,0.0493
1046,1,2.47,0,1200,0.0562
1047,1,3.8,0,1443,0.0581
1048,0,5.0,0,1692,0.0634
1049,1,4.0,0,1244,0.0423
1050,0,3.25,0,1711,0.0815
1051,0,4.05,0,2271,0.073
1052,1,4.18,0,1189,0.1023
1053,1,4.44,0,2365,0.1084
1054,1,2.98,0,1346,0.016
1055,1,3.53,0,1237,0.0661
1056,1,4.84,0,1113,0.0374
1057,1,3.64,0,952,0.059
1058,1,2.73,0,1698,0.0338
1059,0,3.05,0,1090,0.0156
1060,1,3.73,0,1873,0.0435
1061,0,4.25,0,742,0.0561
1062,0,5.0,0,1341,0.0685
1063,1,4.76,0,1129,0.0873
1064,0,3.5,0,615,0.0931
1065,1,2.49,0,1468,0.0306
1066,1,2.53,0,1222,0.0321
1067,0,3.58,0,1467,0.063
1068,1,3.5,0,1789,0.0433
1069,0,4.71,0,1851,0.0847
1070,0,3.82,0,1176,0.0948
1071,1,3.65,0,544,0.0536
1072,1,3.88,0,2092,0.052
1073,1,3.76,0,1147,0.0834
1074,1,4.2,0,1443,0.1163
1075,1,3.06,0,1663,0.0714
1076,1,4.78,0,1607,0.116
1077,1,3.52,0,1781,0.0653
1078,1,2.8,0,1515,0.0691
1079,1,4.28,0,1818,0.1058
1080,0,2.96,0,1096,0.0892
1081,1,3.59,0,1553,0.0252
1082,1,3.42,0,1596,0.0135
1083,0,3.48,0,1399,0.0143
1084,1,3.15,0,1379,0.0697
1085,1,4.21,0,2411,0.0389
1086,1,4.8,0,1929,0.0764
1087,0,2.75,0,1717,0.1168
1088,0,4.63,0,1512,0.0193
1089,1,4.08,0,2085,0.1081
1090,1,5.0,0,1366,0.061
1091,1,4.08,0,1806,0.0838
1092,0,3.42,0,1783,0.0563
1093,0,3.8,0,1531,0.0494
1094,0,2.21,0,1441,0.081
1095,1,3.89,0,1150,0.046
1096,1,4.24,0,1400,0.063
1097,1,4.25,0,1330,0.0732
1098,1,3.25,0,1989,0.0602
1099,1,1.82,0,1287,0.0466
1100,0,2.25,0,1508,0.0121
1101,1,4.06,0,616,0.0744
1102,1,3.33,0,542,0.0331
1103,1,4.32,0,1149,0.099
1104,1,5.0,0,1498,0.0736
1105,0,3.15,0,1391,0.0403
1106,1,3.71,1,1576,0.0611
1107,1,2.47,0,842,0.0369
1108,1,3.13,0,1394,0.0431
1109,1,4.73,0,2066,0.0131
1110,0,4.18,0,1637,0.0149
1111,0,4.21,0,890,0.0535
1112,1,4.28,0,1656,0.0227
1113,0,2.68,0,1428,0.1122
1114,1,5.0,0,757,0.0384
1115,1,2.31,0,1529,0.0607
1116,1,5.0,0,1959,0.0213
1117,1,5.0,0,1331,0.0243
1118,0,4.13,0,1048,0.1081
1119,1,2.69,0,1716,0.0989
1120,1,4.26,0,1395,0.0324
1121,1,3.37,0,1622,0.0376
1122,1,3.13,0,1244,0.0402
1123,0,2.54,0,1118,0.0237
1124,0,3.87,0,1248,0.1195
1125,1,4.13,0,1513,0.0169
1126,1,3.22,0,1556,0.0793
1127,0,5.0,0,1162,0.1146
1128,1,4.8,0,1101,0.0209
1129,1,3.92,0,1674,0.1096
1130,1,3.4,0,618,0.023
1131,0,4.07,0,2004,0.0241
1132,0,4.06,0,2374,0.0276
1133,1,5.0,0,1161,0.0267
1134,1,2.86,0,1680,0.0122
1135,0,4.0,0,1016,0.0931
1136,0,5.0,0,754,0.0893
1137,1,2.05,0,1045,0.0515
1138,1,5.0,0,1780,0.0705
1139,1,4.32,0,981,0.0899
1140,0,3.81,0,1107,0.0941
1141,1,3.69,0,1370,0.0415
1142,1,3.46,0,1582,0.0249
1143,0,2.59,0,1955,0.1072
1144,1,4.59,0,1179,0.0223
1145,0,3.41,0,1061,0.0177
1146,1,2.66,0,1736,0.0177
1147,1,3.51,0,1869,0.0596
1148,0,3.93,0,1484,0.0438
1149,1,2.81,0,1492,0.0705
1150,0,3.58,0,1844,0.0858
1151,1,3.59,0,1670,0.0322
1152,1,4.21,0,1076,0.0454
1153,1,4.83,0,1659,0.0383
1154,1,3.93,0,1274,0.0151
1155,1,3.02,0,1149,0.1072
1156,1,3.61,0,969,0.0224
1157,1,4.33,0,1944,0.0228
1158,1,3.7,0,1757,0.0647
1159,1,3.01,0,1363,0.0197
1160,1,4.1,0,1478,0.0128
1161,1,2.79,0,1071,0.0614
1162,0,2.69,0,1578,0.0824
1163,1,4.85,0,2287,0.0997
1164,1,4.73,0,1211,0.0281
1165,0,4.43,1,1542,0.0768
1166,1,3.59,0,1964,0.0586
1167,1,3.32,0,1474,0.0772
1168,0,4.16,0,1316,0.1077
1169,1,3.14,0,1053,0.0935
1170,1,3.34,0,1104,0.1111
1171,1,2.91,0,1543,0.0723
1172,1,4.27,0,1748,0.1112
1173,1,3.43,0,1061,0.0786
1174,1,4.64,0,1847,0.1011
1175,1,4.99,0,1348,0.1041
1176,0,3.39,0,932,0.0784
1177,1,3.23,0,722,0.0819
1178,1,3.41,0,1807,0.0958
1179,1,3.39,0,1201,0.0579
1180,0,3.73,0,1161,0.0672
1181,1,5.0,0,1856,0.0274
1182,0,4.1,0,1567,0.0169
1183,1,4.06,0,1386,0.1084
1184,1,3.38,0,1785,0.0993
1185,1,3.85,0,1247,0.0903
1186,1,5.0,0,904,0.1025
1187,1,4.01,0,1647,0.081
1188,1,4.16,0,1297,0.1087
1189,1,5.0,0,1101,0.0775
1190,1,4.33,0,1659,0.0126
1191,1,4.37,0,1959,0.0353
1192,0,3.01,0,855,0.0322
1193,1,4.16,0,1628,0.0779
1194,0,4.8,0,1417,0.0321
1195,0,3.89,0,1207,0.051
1196,1,4.21,0,877,0.0597
1197,1,3.35,0,1679,0.0358
1198,1,3.96,0,1523,0.0875
1199,1,4.04,0,1052,0.0985
1200,0,4.02,0,1212,0.116
1201,1,3.75,0,1540,0.1121
1202,1,3.62,0,1535,0.0315
1203,1,2.86,0,2301,0.0275
1204,1,3.48,0,1273,0.0998
1205,0,3.21,1,1506,0.093
1206,1,3.7,0,1530,0.0489
1207,1,5.0,0,1156,0.0251
1208,1,2.36,0,1259,0.0839
1209,0,5.0,0,1317,0.0158
1210,0,4.4,0,1174,0.1156
1211,1,3.94,0,721,0.0889
1212,0,3.96,0,1209,0.1047
1213,0,2.53,0,1787,0.0978
1214,1,3.4,0,1226,0.0787
1215,0,3.03,0,1324,0.0652
1216,1,3.46,1,1917,0.0924
1217,1,3.76,0,1655,0.0187
1218,1,3.94,0,1631,0.0268
1219,1,3.03,0,1090,0.0733
1220,1,4.53,0,1308,0.1117
1221,1,2.74,0,1878,0.1051
1222,1,3.2,0,1674,0.035
1223,1,3.13,0,1301,0.0157
1224,0,4.5,0,890,0.084
1225,0,3.37,0,1267,0.0975
1226,1,4.9,0,1439,0.0173
1227,0,4.22,0,1558,0.0915
1228,1,4.04,0,1079,0.0729
1229,1,2.79,0,561,0.0355
1230,1,2.94,0,1585,0.025
1231,0,2.56,0,1545,0.0764
1232,0,2.31,0,917,0.0445
1233,0,3.33,0,1590,0.0623
1234,0,4.01,0,1577,0.1061
1235,1,3.36,0,1347,0.0584
1236,1,3.79,0,1253,0.0705
1237,0,3.4,0,1004,0.0383
1238,1,3.0,0,1581,0.105
1239,1,4.15,0,1617,0.0636
1240,1,3.26,0,1392,0.1096
1241,0,3.61,0,1970,0.0422
1242,1,3.78,0,1210,0.0458
1243,1,2.9,0,759,0.0325
1244,1,4.92,1,1464,0.1114
1245,0,4.22,0,1443,0.0799
1246,1,3.11,1,1494,0.0487
1247,1,4.53,0,1957,0.1167
1248,1,2.44,0,1347,0.0958
1249,1,2.95,0,1658,0.1147
1250,1,3.04,1,1631,0.1038
1251,0,3.21,0,1176,0.033
1252,1,3.51,0,706,0.0192
1253,0,2.85,0,1515,0.0608
1254,0,4.19,0,1174,0.0734
1255,0,3.8,0,1338,0.0236
1256,1,4.98,0,1393,0.0797
1257,1,4.62,1,1569,0.0145
1258,0,3.74,0,1932,0.0655
1259,0,4.14,0,1665,0.0165
1260,0,3.77,0,1227,0.0278
1261,0,3.3,0,2271,0.0114
1262,0,3.72,0,1358,0.1148
1263,1,3.57,0,1116,0.1031
1264,1,3.19,0,1237,0.0357
1265,1,3.47,0,1210,0.0432
1266,0,4.37,0,1061,0.0649
1267,1,4.95,0,1737,0.0793
1268,1,4.58,0,1150,0.0152
1269,1,3.22,0,1112,0.0626
1270,1,3.35,0,1691,0.0762
1271,1,3.41,0,976,0.018
1272,0,4.94,0,1236,0.0713
1273,1,3.58,0,958,0.0959
1274,1,3.88,0,1256,0.0822
1275,1,5.0,0,1525,0.0845
1276,1,1.91,0,1463,0.05
1277,1,4.63,0,1060,0.0135
1278,0,3.67,0,1337,0.0575
1279,1,2.71,0,967,0.0541
1280,1,4.06,0,1946,0.0473
1281,1,2.94,0,829,0.0394
1282,1,4.49,0,1359,0.0497
1283,1,2.95,0,991,0.095
1284,0,3.49,0,1125,0.1156
1285,0,4.01,0,1258,0.0791
1286,1,3.26,0,951,0.0392
1287,1,3.8,0,1006,0.0384
1288,0,2.93,0,770,0.0775
1289,1,4.98,0,1846,0.0119
1290,0,5.0,0,2000,0.0738
1291,1,4.35,0,1139,0.0613
1292,1,3.7,0,1549,0.0962
1293,0,2.49,0,1413,0.0419
1294,1,3.34,0,789,0.0843
1295,1,4.37,0,735,0.0901
1296,1,3.15,0,1015,0.0883
1297,1,4.15,0,988,0.1023
1298,1,1.95,0,1541,0.0422
1299,0,3.7,0,1457,0.1131
1300,1,3.43,0,1390,0.0682
1301,1,5.0,0,1223,0.0966
1302,1,3.21,0,1117,0.0831
1303,0,2.53,0,1122,0.0822
1304,1,2.98,0,1568,0.0846
1305,1,3.33,1,1024,0.0583
1306,1,2.2,0,1734,0.0154
1307,0,3.21,0,1284,0.0387
1308,1,2.06,0,1975,0.0219
1309,1,4.3,0,1073,0.105
1310,0,4.32,0,1815,0.0684
1311,0,3.33,0,1553,0.0346
1312,0,3.3,0,1376,0.087
1313,1,3.42,0,1370,0.017
1314,1,4.64,0,1541,0.0833
1315,1,3.94,0,899,0.0448
1316,0,4.38,0,1163,0.0575
1317,1,4.14,0,1211,0.0723
1318,0,5.0,0,1208,0.0321
1319,1,2.25,0,1797,0.029
1320,1,3.88,0,2144,0.0938
1321,0,3.03,0,1565,0.066
1322,0,3.03,0,2445,0.1122
1323,1,5.0,0,1696,0.0683
1324,1,3.22,1,1695,0.0934
1325,1,5.0,0,938,0.0955
1326,0,5.0,0,1311,0.0929
1327,0,2.96,0,1134,0.0506
1328,1,3.83,0,1229,0.0323
1329,0,3.79,0,1642,0.0148
1330,1,2.99,0,1216,0.0545
1331,1,2.95,0,2006,0.0168
1332,1,3.82,0,1387,0.0342
1333,0,3.16,0,1142,0.0819
1334,1,5.0,0,2283,0.0899
1335,1,4.03,0,1521,0.0155
1336,1,3.55,0,1137,0.0108
1337,1,4.15,0,1571,0.0592
1338,1,2.93,0,1619,0.1034
1339,1,4.06,0,989,0.019
1340,1,3.32,0,1043,0.1068
1341,1,4.07,0,992,0.0444
1342,1,3.38,0,820,0.0944
1343,0,4.92,0,1265,0.1016
1344,0,4.29,0,650,0.0205
1345,1,3.26,0,1488,0.0382
1346,1,5.0,0,1204,0.0773
1347,1,3.5,0,1261,0.0838
1348,1,3.31,0,951,0.0457
1349,0,4.31,0,1100,0.0501
1350,1,4.28,0,1287,0.0487
1351,1,1.98,0,897,0.0163
1352,1,4.34,0,1074,0.0629
1353,1,3.68,0,1846,0.0517
1354,1,3.31,0,592,0.0301
1355,1,5.0,0,1206,0.1044
1356,1,4.56,0,1313,0.0956
1357,0,4.33,0,1052,0.11
1358,0,2.87,0,1233,0.0772
1359,1,3.23,0,1302,0.0134
1360,0,4.52,0,1346,0.0203
1361,1,2.82,0,1679,0.0783
1362,1,3.32,0,604,0.0499
1363,1,3.24,1,1381,0.092
1364,1,4.68,0,1395,0.0768
1365,1,3.28,0,1916,0.0257
1366,1,3.68,0,1184,0.0895
1367,1,5.0,0,1125,0.0669
1368,0,4.72,0,1760,0.0922
1369,0,4.86,0,1574,0.0424
1370,1,3.85,0,1710,0.1085
1371,1,2.9,0,1483,0.054
1372,0,3.84,0,914,0.054
1373,1,4.5,0,1162,0.0388
1374,0,2.57,0,1027,0.0559
1375,1,3.64,0,1181,0.016
1376,1,5.0,0,1427,0.0169
1377,1,3.06,0,1268,0.0905
1378,1,3.52,0,1089,0.033
1379,0,4.08,0,1896,0.021
1380,1,3.91,0,1377,0.1179
1381,0,3.11,0,1233,0.0612
1382,1,3.3,0,1085,0.0628
1383,1,3.59,0,675,0.02
1384,1,4.0,0,585,0.0192
1385,1,3.23,0,1691,0.1121
1386,1,3.12,0,1943,0.0965
1387,1,4.75,0,1544,0.0517
1388,1,3.41,1,1257,0.0728
1389,1,3.89,0,1196,0.0633
1390,1,2.99,0,1436,0.0455
1391,1,4.69,0,2092,0.0503
1392,1,2.5,0,954,0.1189
1393,1,4.57,0,1381,0.0957
1394,1,5.0,0,1386,0.1126
1395,1,3.33,0,1583,0.0598
1396,1,4.5,0,878,0.0815
1397,0,3.05,0,2027,0.105
1398,0,3.14,0,1707,0.1034
1399,1,3.83,0,883,0.016
1400,1,2.51,0,1426,0.0159
1401,1,4.6,0,820,0.074
1402,1,4.93,0,1838,0.1016
1403,0,3.83,0,1921,0.0526
1404,1,4.95,0,906,0.1058
1405,1,4.04,0,1519,0.0146
1406,1,3.82,0,1562,0.1001
1407,1,2.89,0,1140,0.0152
1408,1,2.64,0,1623,0.0124
1409,0,3.14,0,1354,0.103
1410,1,4.28,0,1679,0.1014
1411,1,3.56,0,2173,0.0879
1412,0,3.55,0,1920,0.1036
1413,1,3.17,0,1133,0.0181
1414,1,1.8,0,2000,0.091
1415,1,4.79,0,1606,0.0462
1416,1,3.17,0,1236,0.077
1417,1,3.68,0,1301,0.0176
1418,1,2.58,0,1641,0.0488
1419,0,2.78,0,1758,0.017
1420,0,3.27,0,1534,0.1082
1421,1,4.94,0,1420,0.0924
1422,0,2.94,0,742,0.1063
1423,1,2.4,0,1400,0.0471
1424,1,2.86,0,1266,0.0559
1425,1,2.21,0,1100,0.0936
1426,1,3.81,0,1579,0.0482
1427,0,3.28,0,1368,0.1045
1428,1,4.76,0,1519,0.0604
1429,0,3.56,0,1631,0.1134
1430,1,3.89,0,1650,0.0637
1431,1,3.3,0,1082,0.0984
1432,1,3.09,0,1057,0.0178
1433,1,5.0,0,1570,0.1138
1434,1,3.91,0,1536,0.106
1435,0,4.23,0,1745,0.0791
1436,1,5.0,0,1360,0.0695
1437,1,3.83,0,1893,0.0395
1438,1,4.44,0,1110,0.1165
1439,0,4.12,0,1052,0.0871
1440,1,2.96,0,1928,0.0563
1441,0,4.14,0,1232,0.0268
1442,1,2.71,0,1517,0.1013
1443,1,2.59,0,2206,0.0726
1444,0,3.78,0,1473,0.1144
1445,1,4.2,0,1040,0.0132
1446,1,2.65,0,1171,0.0311
1447,1,4.41,0,1406,0.0305
1448,1,3.36,0,1174,0.1039
1449,0,4.05,0,732,0.0925
1450,1,3.41,0,1139,0.0897
1451,1,4.0,0,1117,0.0268
1452,1,4.72,0,1898,0.0963
1453,1,4.18,0,1507,0.0257
1454,0,3.64,0,1513,0.1043
1455,0,4.74,0,948,0.0448
1456,1,2.92,0,2033,0.0779
1457,1,4.01,0,597,0.0492
1458,0,4.13,1,1917,0.0616
1459,1,4.38,0,1729,0.1019
1460,1,2.93,0,1412,0.0391
1461,1,4.43,0,844,0.1136
1462,1,4.43,0,1544,0.0482
1463,1,4.58,0,1415,0.1118
1464,1,3.32,0,1776,0.1106
1465,1,3.74,0,1631,0.0104
1466,1,4.82,0,1146,0.0376
1467,1,3.94,0,1544,0.0915
1468,0,3.32,0,1280,0.035
1469,0,4.69,0,1461,0.1187
1470,0,2.91,1,855,0.0362
1471,0,3.74,0,1215,0.1056
1472,1,3.92,0,1685,0.0184
1473,0,3.74,0,1684,0.1144
1474,0,2.87,0,512,0.1056
1475,0,3.89,0,1598,0.0574
1476,1,2.93,0,996,0.0827
1477,0,3.46,0,961,0.0296
1478,0,3.34,0,1554,0.0103
1479,1,3.84,0,1371,0.0416
1480,0,1.75,0,864,0.0936
1481,1,5.0,0,1161,0.0138
1482,0,4.93,0,1790,0.0666
1483,1,3.85,0,1161,0.102
1484,0,1.88,0,998,0.055
1485,1,3.37,0,1342,0.1036
1486,1,2.75,0,1817,0.0444
1487,0,4.87,0,1542,0.0426
1488,1,3.71,0,1015,0.1163
1489,1,4.65,0,1294,0.1021
1490,1,2.12,0,1434,0.0649
1491,1,2.79,0,969,0.0104
1492,1,4.02,0,1157,0.0373
1493,0,4.38,0,1524,0.0147
1494,0,4.75,0,1291,0.0279
1495,1,5.0,0,1565,0.0478
1496,1,3.7,0,1215,0.0341
1497,0,5.0,0,1677,0.0831
1498,1,3.92,0,958,0.0827
1499,1,4.74,1,1789,0.0666
1500,1,3.38,0,671,0.0704
1501,1,3.53,0,1534,0.0784
1502,0,2.48,0,2135,0.031
1503,1,2.9,0,1384,0.0593
1504,1,4.92,0,1197,0.0533
1505,1,3.62,0,1085,0.053
1506,1,2.73,0,1482,0.1153
1507,1,5.0,0,1073,0.0756
1508,0,3.81,0,1244,0.0134
1509,0,4.58,0,1694,0.033
1510,1,4.26,0,1411,0.02
1511,1,3.1,0,1386,0.0189
1512,1,3.47,0,1377,0.118
1513,1,4.41,0,1491,0.0804
1514,1,3.6,0,1534,0.0145
1515,1,3.17,0,689,0.0338
1516,0,3.5,0,1215,0.0736
1517,0,3.37,0,1507,0.0223
1518,0,3.03,0,1328,0.0807
1519,1,5.0,0,1465,0.114
1520,0,2.88,0,1064,0.0429
1521,1,3.29,0,824,0.0552
1522,0,2.62,0,1098,0.1035
1523,1,4.21,0,1315,0.1136
1524,1,4.36,0,1412,0.0614
1525,1,2.82,0,972,0.0911
1526,1,2.61,0,1612,0.0694
1527,1,4.2,0,1477,0.0746
1528,1,3.68,0,1581,0.017
1529,0,3.33,0,1847,0.0218
1530,1,4.43,0,1247,0.0419
1531,0,4.68,0,1181,0.102
1532,1,3.0,0,1788,0.0916
1533,0,3.54,0,1375,0.0494
1534,1,3.03,0,1242,0.0173
1535,1,3.59,0,1100,0.0279
1536,1,3.37,0,1787,0.1148
1537,1,3.67,0,1311,0.0388
1538,0,4.18,0,1310,0.0257
1539,0,5.0,0,968,0.0122
1540,1,2.31,0,1311,0.055
1541,1,4.85,0,535,0.1195
