user_id,experiment_name,variant,assigned_date
635,home_ranker_aug26,control,2026-05-01
636,home_ranker_aug26,treatment,2026-05-01
637,home_ranker_aug26,control,2026-05-01
638,home_ranker_aug26,treatment,2026-05-01
639,home_ranker_aug26,control,2026-05-01
640,home_ranker_aug26,treatment,2026-05-01
641,home_ranker_aug26,control,2026-05-01
642,home_ranker_aug26,treatment,2026-05-01
643,home_ranker_aug26,control,2026-05-01
644,home_ranker_aug26,treatment,2026-05-01
645,home_ranker_aug26,control,2026-05-01
646,home_ranker_aug26,treatment,2026-05-01
647,home_ranker_aug26,control,2026-05-01
648,home_ranker_aug26,treatment,2026-05-01
649,home_ranker_aug26,control,2026-05-01
650,home_ranker_aug26,treatment,2026-05-01
651,home_ranker_aug26,control,2026-05-01
652,home_ranker_aug26,treatment,2026-05-01
653,home_ranker_aug26,control,2026-05-01
654,home_ranker_aug26,treatment,2026-05-01
655,home_ranker_aug26,control,2026-05-01
656,home_ranker_aug26,treatment,2026-05-01
657,home_ranker_aug26,control,2026-05-01
658,home_ranker_aug26,treatment,2026-05-01
659,home_ranker_aug26,control,2026-05-01
660,home_ranker_aug26,treatment,2026-05-01
661,home_ranker_aug26,control,2026-05-01
662,home_ranker_aug26,treatment,2026-05-01
663,home_ranker_aug26,control,2026-05-01
664,home_ranker_aug26,treatment,2026-05-01
665,home_ranker_aug26,control,2026-05-01
666,home_ranker_aug26,treatment,2026-05-01
667,home_ranker_aug26,control,2026-05-01
668,home_ranker_aug26,treatment,2026-05-01
669,home_ranker_aug26,control,2026-05-01
670,home_ranker_aug26,treatment,2026-05-01
671,home_ranker_aug26,control,2026-05-01
672,home_ranker_aug26,treatment,2026-05-01
673,home_ranker_aug26,control,2026-05-01
674,home_ranker_aug26,treatment,2026-05-01
675,home_ranker_aug26,control,2026-05-01
676,home_ranker_aug26,treatment,2026-05-01
677,home_ranker_aug26,control,2026-05-01
678,home_ranker_aug26,treatment,2026-05-01
679,home_ranker_aug26,control,2026-05-01
680,home_ranker_aug26,treatment,2026-05-01
681,home_ranker_aug26,control,2026-05-01
682,home_ranker_aug26,treatment,2026-05-01
683,home_ranker_aug26,control,2026-05-01
684,home_ranker_aug26,treatment,2026-05-01
685,home_ranker_aug26,control,2026-05-01
686,home_ranker_aug26,treatment,2026-05-01
687,home_ranker_aug26,control,2026-05-01
688,home_ranker_aug26,treatment,2026-05-01
689,home_ranker_aug26,control,2026-05-01
690,home_ranker_aug26,treatment,2026-05-01
691,home_ranker_aug26,control,2026-05-01
692,home_ranker_aug26,treatment,2026-05-01
693,home_ranker_aug26,control,2026-05-01
694,home_ranker_aug26,treatment,2026-05-01
695,home_ranker_aug26,control,2026-05-01
696,home_ranker_aug26,treatment,2026-05-01
697,home_ranker_aug26,control,2026-05-01
698,home_ranker_aug26,treatment,2026-05-01
699,home_ranker_aug26,control,2026-05-01
700,home_ranker_aug26,treatment,2026-05-01
701,home_ranker_aug26,control,2026-05-01
702,home_ranker_aug26,treatment,2026-05-01
703,home_ranker_aug26,control,2026-05-01
704,home_ranker_aug26,treatment,2026-05-01
705,home_ranker_aug26,control,2026-05-01
706,home_ranker_aug26,treatment,2026-05-01
707,home_ranker_aug26,control,2026-05-01
708,home_ranker_aug26,treatment,2026-05-01
709,home_ranker_aug26,control,2026-05-01
710,home_ranker_aug26,treatment,2026-05-01
711,home_ranker_aug26,control,2026-05-01
712,home_ranker_aug26,treatment,2026-05-01
713,home_ranker_aug26,control,2026-05-01
714,home_ranker_aug26,treatment,2026-05-01
715,home_ranker_aug26,control,2026-05-01
716,home_ranker_aug26,treatment,2026-05-01
717,home_ranker_aug26,control,2026-05-01
718,home_ranker_aug26,treatment,2026-05-01
719,home_ranker_aug26,control,2026-05-01
720,home_ranker_aug26,treatment,2026-05-01
721,home_ranker_aug26,control,2026-05-01
722,home_ranker_aug26,treatment,2026-05-01
723,home_ranker_aug26,control,2026-05-01
724,home_ranker_aug26,treatment,2026-05-01
725,home_ranker_aug26,control,2026-05-01
726,home_ranker_aug26,treatment,2026-05-01
727,home_ranker_aug26,control,2026-05-01
728,home_ranker_aug26,treatment,2026-05-01
729,home_ranker_aug26,control,2026-05-01
730,home_ranker_aug26,treatment,2026-05-01
731,home_ranker_aug26,control,2026-05-01
732,home_ranker_aug26,treatment,2026-05-01
733,home_ranker_aug26,control,2026-05-01
734,home_ranker_aug26,treatment,2026-05-01
735,home_ranker_aug26,control,2026-05-01
736,home_ranker_aug26,treatment,2026-05-01
737,home_ranker_aug26,control,2026-05-01
738,home_ranker_aug26,treatment,2026-05-01
739,home_ranker_aug26,control,2026-05-01
740,home_ranker_aug26,treatment,2026-05-01
741,home_ranker_aug26,control,2026-05-01
742,home_ranker_aug26,treatment,2026-05-01
743,home_ranker_aug26,control,2026-05-01
744,home_ranker_aug26,treatment,2026-05-01
745,home_ranker_aug26,control,2026-05-01
746,home_ranker_aug26,treatment,2026-05-01
747,home_ranker_aug26,control,2026-05-01
748,home_ranker_aug26,treatment,2026-05-01
749,home_ranker_aug26,control,2026-05-01
750,home_ranker_aug26,treatment,2026-05-01
751,home_ranker_aug26,control,2026-05-01
752,home_ranker_aug26,treatment,2026-05-01
753,home_ranker_aug26,control,2026-05-01
754,home_ranker_aug26,treatment,2026-05-01
755,home_ranker_aug26,control,2026-05-01
756,home_ranker_aug26,treatment,2026-05-01
757,home_ranker_aug26,control,2026-05-01
758,home_ranker_aug26,treatment,2026-05-01
759,home_ranker_aug26,control,2026-05-01
760,home_ranker_aug26,treatment,2026-05-01
761,home_ranker_aug26,control,2026-05-01
762,home_ranker_aug26,treatment,2026-05-01
763,home_ranker_aug26,control,2026-05-01
764,home_ranker_aug26,treatment,2026-05-01
765,home_ranker_aug26,control,2026-05-01
766,home_ranker_aug26,treatment,2026-05-01
767,home_ranker_aug26,control,2026-05-01
768,home_ranker_aug26,treatment,2026-05-01
769,home_ranker_aug26,control,2026-05-01
770,home_ranker_aug26,treatment,2026-05-01
771,home_ranker_aug26,control,2026-05-01
772,home_ranker_aug26,treatment,2026-05-01
773,home_ranker_aug26,control,2026-05-01
774,home_ranker_aug26,treatment,2026-05-01
775,home_ranker_aug26,control,2026-05-01
776,home_ranker_aug26,treatment,2026-05-01
777,home_ranker_aug26,control,2026-05-01
778,home_ranker_aug26,treatment,2026-05-01
779,home_ranker_aug26,control,2026-05-01
780,home_ranker_aug26,treatment,2026-05-01
781,home_ranker_aug26,control,2026-05-01
782,home_ranker_aug26,treatment,2026-05-01
783,home_ranker_aug26,control,2026-05-01
784,home_ranker_aug26,treatment,2026-05-01
785,home_ranker_aug26,control,2026-05-01
786,home_ranker_aug26,treatment,2026-05-01
787,home_ranker_aug26,control,2026-05-01
788,home_ranker_aug26,treatment,2026-05-01
789,home_ranker_aug26,control,2026-05-01
790,home_ranker_aug26,treatment,2026-05-01
791,home_ranker_aug26,control,2026-05-01
792,home_ranker_aug26,treatment,2026-05-01
793,home_ranker_aug26,control,2026-05-01
794,home_ranker_aug26,treatment,2026-05-01
795,home_ranker_aug26,control,2026-05-01
796,home_ranker_aug26,treatment,2026-05-01
797,home_ranker_aug26,control,2026-05-01
798,home_ranker_aug26,treatment,2026-05-01
799,home_ranker_aug26,control,2026-05-01
800,home_ranker_aug26,treatment,2026-05-01
801,home_ranker_aug26,control,2026-05-01
802,home_ranker_aug26,treatment,2026-05-01
803,home_ranker_aug26,control,2026-05-01
804,home_ranker_aug26,treatment,2026-05-01
805,home_ranker_aug26,control,2026-05-01
806,home_ranker_aug26,treatment,2026-05-01
807,home_ranker_aug26,control,2026-05-01
808,home_ranker_aug26,treatment,2026-05-01
809,home_ranker_aug26,control,2026-05-01
810,home_ranker_aug26,treatment,2026-05-01
811,home_ranker_aug26,control,2026-05-01
812,home_ranker_aug26,treatment,2026-05-01
813,home_ranker_aug26,control,2026-05-01
814,home_ranker_aug26,treatment,2026-05-01
815,home_ranker_aug26,control,2026-05-01
816,home_ranker_aug26,treatment,2026-05-01
817,home_ranker_aug26,control,2026-05-01
818,home_ranker_aug26,treatment,2026-05-01
819,home_ranker_aug26,control,2026-05-01
820,home_ranker_aug26,treatment,2026-05-01
821,home_ranker_aug26,control,2026-05-01
822,home_ranker_aug26,treatment,2026-05-01
823,home_ranker_aug26,control,2026-05-01
824,home_ranker_aug26,treatment,2026-05-01
825,home_ranker_aug26,control,2026-05-01
826,home_ranker_aug26,treatment,2026-05-01
827,home_ranker_aug26,control,2026-05-01
828,home_ranker_aug26,treatment,2026-05-01
829,home_ranker_aug26,control,2026-05-01
830,home_ranker_aug26,treatment,2026-05-01
831,home_ranker_aug26,control,2026-05-01
832,home_ranker_aug26,treatment,2026-05-01
833,home_ranker_aug26,control,2026-05-01
834,home_ranker_aug26,treatment,2026-05-01
835,home_ranker_aug26,control,2026-05-01
836,home_ranker_aug26,treatment,2026-05-01
837,home_ranker_aug26,control,2026-05-01
838,home_ranker_aug26,treatment,2026-05-01
839,home_ranker_aug26,control,2026-05-01
840,home_ranker_aug26,treatment,2026-05-01
841,home_ranker_aug26,control,2026-05-01
842,home_ranker_aug26,treatment,2026-05-01
843,home_ranker_aug26,control,2026-05-01
844,home_ranker_aug26,treatment,2026-05-01
845,home_ranker_aug26,control,2026-05-01
846,home_ranker_aug26,treatment,2026-05-01
847,home_ranker_aug26,control,2026-05-01
848,home_ranker_aug26,treatment,2026-05-01
849,home_ranker_aug26,control,2026-05-01
850,home_ranker_aug26,treatment,2026-05-01
851,home_ranker_aug26,control,2026-05-01
852,home_ranker_aug26,treatment,2026-05-01
853,home_ranker_aug26,control,2026-05-01
854,home_ranker_aug26,treatment,2026-05-01
855,home_ranker_aug26,control,2026-05-01
856,home_ranker_aug26,treatment,2026-05-01
857,home_ranker_aug26,control,2026-05-01
858,home_ranker_aug26,treatment,2026-05-01
859,home_ranker_aug26,control,2026-05-01
860,home_ranker_aug26,treatment,2026-05-01
861,home_ranker_aug26,control,2026-05-01
862,home_ranker_aug26,treatment,2026-05-01
863,home_ranker_aug26,control,2026-05-01
864,home_ranker_aug26,treatment,2026-05-01
865,home_ranker_aug26,control,2026-05-01
866,home_ranker_aug26,treatment,2026-05-01
867,home_ranker_aug26,control,2026-05-01
868,home_ranker_aug26,treatment,2026-05-01
869,home_ranker_aug26,control,2026-05-01
870,home_ranker_aug26,treatment,2026-05-01
871,home_ranker_aug26,control,2026-05-01
872,home_ranker_aug26,treatment,2026-05-01
873,home_ranker_aug26,control,2026-05-01
874,home_ranker_aug26,treatment,2026-05-01
875,home_ranker_aug26,control,2026-05-01
876,home_ranker_aug26,treatment,2026-05-01
877,home_ranker_aug26,control,2026-05-01
878,home_ranker_aug26,treatment,2026-05-01
879,home_ranker_aug26,control,2026-05-01
880,home_ranker_aug26,treatment,2026-05-01
881,home_ranker_aug26,control,2026-05-01
882,home_ranker_aug26,treatment,2026-05-01
883,home_ranker_aug26,control,2026-05-01
884,home_ranker_aug26,treatment,2026-05-01
885,home_ranker_aug26,control,2026-05-01
886,home_ranker_aug26,treatment,2026-05-01
887,home_ranker_aug26,control,2026-05-01
888,home_ranker_aug26,treatment,2026-05-01
889,home_ranker_aug26,control,2026-05-01
890,home_ranker_aug26,treatment,2026-05-01
891,home_ranker_aug26,control,2026-05-01
892,home_ranker_aug26,treatment,2026-05-01
893,home_ranker_aug26,control,2026-05-01
894,home_ranker_aug26,treatment,2026-05-01
895,home_ranker_aug26,control,2026-05-01
896,home_ranker_aug26,treatment,2026-05-01
897,home_ranker_aug26,control,2026-05-01
898,home_ranker_aug26,treatment,2026-05-01
899,home_ranker_aug26,control,2026-05-01
900,home_ranker_aug26,treatment,2026-05-01
901,home_ranker_aug26,control,2026-05-01
902,home_ranker_aug26,treatment,2026-05-01
903,home_ranker_aug26,control,2026-05-01
904,home_ranker_aug26,treatment,2026-05-01
905,home_ranker_aug26,control,2026-05-01
906,home_ranker_aug26,treatment,2026-05-01
907,home_ranker_aug26,control,2026-05-01
908,home_ranker_aug26,treatment,2026-05-01
909,home_ranker_aug26,control,2026-05-01
910,home_ranker_aug26,treatment,2026-05-01
911,home_ranker_aug26,control,2026-05-01
912,home_ranker_aug26,treatment,2026-05-01
913,home_ranker_aug26,control,2026-05-01
914,home_ranker_aug26,treatment,2026-05-01
915,home_ranker_aug26,control,2026-05-01
916,home_ranker_aug26,treatment,2026-05-01
917,home_ranker_aug26,control,2026-05-01
918,home_ranker_aug26,treatment,2026-05-01
919,home_ranker_aug26,control,2026-05-01
920,home_ranker_aug26,treatment,2026-05-01
921,home_ranker_aug26,control,2026-05-01
922,home_ranker_aug26,treatment,2026-05-01
923,home_ranker_aug26,control,2026-05-01
924,home_ranker_aug26,treatment,2026-05-01
925,home_ranker_aug26,control,2026-05-01
926,home_ranker_aug26,treatment,2026-05-01
927,home_ranker_aug26,control,2026-05-01
928,home_ranker_aug26,treatment,2026-05-01
929,home_ranker_aug26,control,2026-05-01
930,home_ranker_aug26,treatment,2026-05-01
931,home_ranker_aug26,control,2026-05-01
932,home_ranker_aug26,treatment,2026-05-01
933,home_ranker_aug26,control,2026-05-01
934,home_ranker_aug26,treatment,2026-05-01
935,home_ranker_aug26,control,2026-05-01
936,home_ranker_aug26,treatment,2026-05-01
937,home_ranker_aug26,control,2026-05-01
938,home_ranker_aug26,treatment,2026-05-01
939,home_ranker_aug26,control,2026-05-01
940,home_ranker_aug26,treatment,2026-05-01
941,home_ranker_aug26,control,2026-05-01
942,home_ranker_aug26,treatment,2026-05-01
943,home_ranker_aug26,control,2026-05-01
944,home_ranker_aug26,treatment,2026-05-01
945,home_ranker_aug26,control,2026-05-01
946,home_ranker_aug26,treatment,2026-05-01
947,home_ranker_aug26,control,2026-05-01
948,home_ranker_aug26,treatment,2026-05-01
949,home_ranker_aug26,control,2026-05-01
950,home_ranker_aug26,treatment,2026-05-01
951,home_ranker_aug26,control,2026-05-01
952,home_ranker_aug26,treatment,2026-05-01
953,home_ranker_aug26,control,2026-05-01
954,home_ranker_aug26,treatment,2026-05-01
955,home_ranker_aug26,control,2026-05-01
956,home_ranker_aug26,treatment,2026-05-01
957,home_ranker_aug26,control,2026-05-01
958,home_ranker_aug26,treatment,2026-05-01
959,home_ranker_aug26,control,2026-05-01
960,home_ranker_aug26,treatment,2026-05-01
961,home_ranker_aug26,control,2026-05-01
962,home_ranker_aug26,treatment,2026-05-01
963,home_ranker_aug26,control,2026-05-01
964,home_ranker_aug26,treatment,2026-05-01
965,home_ranker_aug26,control,2026-05-01
966,home_ranker_aug26,treatment,2026-05-01
967,home_ranker_aug26,control,2026-05-01
968,home_ranker_aug26,treatment,2026-05-01
969,home_ranker_aug26,control,2026-05-01
970,home_ranker_aug26,treatment,2026-05-01
971,home_ranker_aug26,control,2026-05-01
972,home_ranker_aug26,treatment,2026-05-01
973,home_ranker_aug26,control,2026-05-01
974,home_ranker_aug26,treatment,2026-05-01
975,home_ranker_aug26,control,2026-05-01
976,home_ranker_aug26,treatment,2026-05-01
977,home_ranker_aug26,control,2026-05-01
978,home_ranker_aug26,treatment,2026-05-01
979,home_ranker_aug26,control,2026-05-01
980,home_ranker_aug26,treatment,2026-05-01
981,home_ranker_aug26,control,2026-05-01
982,home_ranker_aug26,treatment,2026-05-01
983,home_ranker_aug26,control,2026-05-01
984,home_ranker_aug26,treatment,2026-05-01
985,home_ranker_aug26,control,2026-05-01
986,home_ranker_aug26,treatment,2026-05-01
987,home_ranker_aug26,control,2026-05-01
988,home_ranker_aug26,treatment,2026-05-01
989,home_ranker_aug26,control,2026-05-01
990,home_ranker_aug26,treatment,2026-05-01
991,home_ranker_aug26,control,2026-05-01
992,home_ranker_aug26,treatment,2026-05-01
993,home_ranker_aug26,control,2026-05-01
994,home_ranker_aug26,treatment,2026-05-01
995,home_ranker_aug26,control,2026-05-01
996,home_ranker_aug26,treatment,2026-05-01
997,home_ranker_aug26,control,2026-05-01
998,home_ranker_aug26,treatment,2026-05-01
999,home_ranker_aug26,control,2026-05-01
1000,home_ranker_aug26,treatment,2026-05-01
