user_id,country,plan_type,signup_date,age_group,is_active
631,IN,Student,2025-08-22,55+,1
632,US,"Channel Bundle",2025-12-27,18-24,1
633,GB,Standard,2025-11-05,18-24,1
634,IN,Standard,2026-05-01,35-44,1
635,IN,Standard,2025-08-03,18-24,1
636,DE,Standard,2026-02-18,25-34,1
637,US,"Channel Bundle",2025-08-08,45-54,1
638,GB,Standard,2026-03-19,45-54,0
639,US,Standard,2025-07-15,25-34,1
640,IN,"Channel Bundle",2025-12-19,45-54,1
641,US,Standard,2025-04-20,25-34,0
642,US,Student,2026-01-18,18-24,1
643,US,Standard,2026-02-06,18-24,1
644,IN,Standard,2024-12-24,45-54,1
645,US,Student,2026-03-01,35-44,1
646,GB,Standard,2025-05-10,35-44,1
647,US,Standard,2025-05-02,55+,0
648,US,"Channel Bundle",2025-11-29,18-24,1
649,CA,Standard,2025-02-18,25-34,1
650,IN,Standard,2026-03-10,18-24,0
651,IN,Standard,2025-03-28,45-54,1
652,IN,Standard,2025-06-13,55+,1
653,US,"Channel Bundle",2025-03-11,25-34,1
654,IN,Standard,2025-09-16,35-44,1
655,CA,Standard,2025-01-04,55+,1
656,US,Standard,2025-04-26,45-54,1
657,IN,Standard,2026-01-12,45-54,1
658,GB,Standard,2026-04-14,35-44,1
659,GB,Standard,2025-02-04,35-44,1
660,US,"Channel Bundle",2025-09-29,55+,1
661,GB,Standard,2025-03-17,45-54,1
662,CA,Student,2025-10-30,35-44,1
663,US,Standard,2025-08-17,18-24,1
664,US,Student,2026-01-09,35-44,0
665,CA,Student,2025-09-02,25-34,1
666,US,Standard,2026-03-11,55+,1
667,DE,Student,2025-01-17,25-34,1
668,US,"Channel Bundle",2025-03-19,25-34,1
669,US,Standard,2025-07-02,35-44,1
670,DE,Standard,2026-04-17,55+,1
671,IN,Student,2025-07-17,45-54,1
672,CA,Standard,2026-02-01,25-34,1
673,CA,Standard,2026-04-21,55+,1
674,US,Standard,2026-02-24,35-44,0
675,GB,"Channel Bundle",2026-02-15,18-24,1
676,US,Standard,2025-02-15,45-54,1
677,US,Standard,2025-11-10,25-34,1
678,IN,"Channel Bundle",2025-09-20,35-44,1
679,GB,"Channel Bundle",2024-12-22,55+,1
680,DE,Student,2026-01-07,45-54,1
681,US,Standard,2025-05-14,18-24,1
682,GB,"Channel Bundle",2025-01-01,55+,0
683,US,Student,2025-06-27,55+,1
684,US,Standard,2025-07-16,35-44,1
685,US,Standard,2025-12-31,18-24,1
686,GB,"Channel Bundle",2025-05-23,45-54,0
687,US,Standard,2026-01-14,35-44,1
688,US,Standard,2025-04-28,45-54,1
689,US,"Channel Bundle",2025-02-03,35-44,1
690,IN,Student,2026-03-11,55+,1
691,US,Standard,2025-05-15,18-24,1
692,US,Standard,2025-11-19,35-44,1
693,US,Standard,2025-10-21,18-24,1
694,IN,Standard,2025-06-21,45-54,1
695,GB,Standard,2026-02-06,18-24,1
696,IN,Standard,2026-01-16,55+,1
697,GB,Standard,2025-04-23,35-44,1
698,US,Standard,2026-04-06,45-54,1
699,US,Standard,2025-10-29,55+,1
700,US,Standard,2026-03-13,35-44,1
701,IN,Standard,2025-09-01,45-54,1
702,DE,Standard,2025-01-28,55+,1
703,IN,Standard,2025-10-24,45-54,0
704,CA,Standard,2025-09-18,35-44,1
705,IN,Standard,2026-02-13,18-24,1
706,GB,"Channel Bundle",2025-03-14,55+,1
707,IN,Student,2026-03-31,45-54,1
708,IN,Standard,2025-05-15,25-34,1
709,US,"Channel Bundle",2026-03-22,18-24,1
710,CA,Standard,2025-01-25,55+,1
711,IN,Standard,2024-12-31,25-34,1
712,US,Standard,2025-03-14,18-24,1
713,US,Student,2025-09-21,25-34,1
714,US,Standard,2025-12-20,18-24,1
715,US,Standard,2025-07-21,35-44,1
716,IN,Student,2025-01-17,55+,1
717,US,Standard,2025-03-27,25-34,1
718,IN,"Channel Bundle",2025-07-07,18-24,1
719,IN,"Channel Bundle",2026-03-11,35-44,1
720,US,Standard,2025-12-17,55+,1
721,US,Standard,2026-02-02,55+,1
722,US,"Channel Bundle",2025-10-08,35-44,1
723,DE,"Channel Bundle",2026-04-06,35-44,0
724,IN,Standard,2025-03-09,45-54,1
725,US,"Channel Bundle",2025-05-16,25-34,1
726,US,Student,2025-04-16,35-44,1
727,GB,Standard,2025-06-26,25-34,1
728,DE,Student,2025-10-05,35-44,1
729,IN,Standard,2025-08-11,55+,1
730,IN,"Channel Bundle",2025-03-28,18-24,1
731,IN,Student,2025-02-07,25-34,0
732,IN,Standard,2026-04-06,35-44,1
733,CA,Standard,2025-09-06,18-24,1
734,US,Standard,2025-12-29,25-34,1
735,GB,Standard,2025-09-01,25-34,1
736,DE,Standard,2025-12-20,35-44,0
737,US,Standard,2026-04-06,25-34,1
738,US,Standard,2025-06-04,45-54,1
739,IN,Student,2025-02-13,18-24,1
740,GB,Standard,2026-02-23,18-24,1
741,IN,Standard,2025-06-24,35-44,1
742,IN,Standard,2025-10-21,25-34,1
743,CA,Standard,2025-05-20,55+,1
744,IN,"Channel Bundle",2025-08-13,35-44,1
745,GB,Standard,2025-07-01,18-24,1
746,IN,Standard,2025-11-10,35-44,1
747,IN,Standard,2025-05-02,25-34,1
748,US,Standard,2025-04-05,55+,1
749,DE,Standard,2025-11-19,45-54,1
750,IN,Standard,2025-12-20,18-24,1
751,IN,Standard,2025-07-13,25-34,1
752,IN,"Channel Bundle",2025-06-09,35-44,1
753,US,Standard,2025-02-23,55+,1
754,CA,Standard,2026-03-13,55+,1
755,IN,"Channel Bundle",2026-01-28,18-24,1
756,DE,Standard,2026-01-07,35-44,1
757,US,"Channel Bundle",2025-07-06,45-54,0
758,GB,"Channel Bundle",2025-06-11,18-24,1
759,CA,"Channel Bundle",2026-01-22,45-54,1
760,US,"Channel Bundle",2025-10-02,25-34,1
761,US,Standard,2025-11-07,45-54,1
762,DE,Student,2025-02-14,45-54,1
763,US,Standard,2026-01-31,45-54,1
764,IN,Standard,2025-04-07,25-34,1
765,IN,Standard,2025-04-06,45-54,1
766,US,Standard,2025-10-07,18-24,0
767,DE,"Channel Bundle",2026-01-19,35-44,1
768,US,Standard,2025-08-03,25-34,1
769,US,Standard,2025-02-06,45-54,1
770,US,Student,2025-11-26,35-44,1
771,DE,Standard,2025-09-10,35-44,1
772,IN,Standard,2025-05-15,45-54,1
773,US,"Channel Bundle",2026-01-25,45-54,0
774,DE,Standard,2026-01-07,18-24,1
775,US,Standard,2026-02-04,18-24,1
776,US,Standard,2025-06-08,18-24,1
777,DE,Standard,2026-04-07,18-24,0
778,US,Standard,2026-03-03,55+,1
779,US,Standard,2025-05-07,18-24,1
780,US,Standard,2025-05-28,55+,1
781,US,"Channel Bundle",2026-02-20,55+,1
782,US,Student,2026-03-02,45-54,1
783,IN,Student,2026-01-19,25-34,1
784,US,Standard,2025-10-04,45-54,1
785,IN,Standard,2025-05-14,18-24,0
786,IN,Student,2026-03-17,45-54,1
787,IN,Standard,2026-03-16,18-24,1
788,US,"Channel Bundle",2025-06-06,35-44,1
789,US,Standard,2026-04-06,18-24,1
790,IN,Standard,2025-10-29,18-24,1
791,IN,Standard,2025-04-08,25-34,1
792,US,"Channel Bundle",2026-02-03,55+,1
793,US,Student,2025-04-21,25-34,1
794,IN,Standard,2025-10-09,45-54,1
795,IN,Standard,2025-08-30,25-34,1
796,DE,"Channel Bundle",2025-05-10,25-34,1
797,GB,Student,2025-01-20,45-54,1
798,IN,Standard,2025-10-19,25-34,1
799,US,Standard,2025-08-25,18-24,0
800,US,Standard,2025-05-31,55+,1
801,DE,Standard,2025-07-10,35-44,1
802,DE,Standard,2025-05-14,25-34,1
803,DE,Standard,2025-05-27,55+,1
804,US,Standard,2025-06-22,25-34,1
805,IN,"Channel Bundle",2025-09-03,18-24,1
806,US,"Channel Bundle",2025-11-18,18-24,1
807,GB,Standard,2025-07-24,25-34,0
808,IN,Standard,2025-09-16,45-54,1
809,IN,Standard,2026-03-02,18-24,1
810,US,Standard,2025-10-02,18-24,1
811,GB,Standard,2024-12-24,55+,1
812,DE,"Channel Bundle",2025-05-31,35-44,1
813,US,Standard,2025-03-09,55+,1
814,CA,Standard,2025-06-28,45-54,1
815,DE,Standard,2025-04-08,35-44,1
816,IN,Standard,2024-12-24,35-44,1
817,IN,Standard,2026-04-08,45-54,1
818,US,Standard,2025-06-23,45-54,1
819,IN,Standard,2025-03-05,18-24,1
820,IN,Student,2026-04-08,55+,1
821,CA,Standard,2025-01-30,55+,1
822,US,Standard,2025-08-19,55+,1
823,GB,"Channel Bundle",2025-02-26,25-34,1
824,DE,Standard,2026-02-02,45-54,1
825,IN,Standard,2025-06-25,45-54,1
826,IN,Student,2025-06-24,35-44,1
827,IN,Standard,2025-11-07,25-34,1
828,DE,Standard,2025-06-27,35-44,1
829,IN,Standard,2025-07-25,55+,1
830,US,Standard,2026-01-19,35-44,1
831,IN,Standard,2026-02-23,25-34,1
832,GB,Standard,2025-05-11,35-44,1
833,GB,Standard,2025-07-07,45-54,1
834,IN,Standard,2025-01-29,45-54,1
835,US,Standard,2025-08-07,18-24,1
836,US,Student,2026-01-19,35-44,1
837,IN,Standard,2026-02-16,35-44,1
838,US,Student,2025-07-28,18-24,1
839,DE,"Channel Bundle",2025-05-21,55+,1
840,IN,Student,2025-08-13,35-44,1
841,IN,Standard,2026-04-07,35-44,1
842,US,Standard,2026-04-04,55+,1
843,IN,Student,2025-02-15,35-44,1
844,DE,Standard,2025-07-26,25-34,1
845,IN,Standard,2026-01-31,25-34,1
846,US,Standard,2026-03-01,55+,1
847,GB,Standard,2026-02-08,35-44,1
848,US,Standard,2025-01-07,35-44,1
849,IN,Standard,2025-03-31,35-44,1
850,GB,Standard,2025-07-12,35-44,1
851,US,Standard,2024-12-28,55+,1
852,GB,Standard,2025-07-27,25-34,1
853,US,Standard,2025-05-27,25-34,1
854,GB,"Channel Bundle",2025-06-19,18-24,1
855,US,"Channel Bundle",2025-11-05,55+,1
856,IN,Standard,2025-12-28,35-44,1
857,IN,Standard,2025-03-20,55+,1
858,IN,Student,2026-04-19,35-44,1
859,US,Standard,2025-08-14,25-34,1
860,IN,Standard,2026-03-20,55+,1
861,US,Standard,2025-06-15,25-34,1
862,IN,Standard,2025-09-26,45-54,1
863,US,Standard,2025-01-05,18-24,1
864,US,Standard,2025-11-13,25-34,1
865,US,Student,2025-07-20,35-44,1
866,GB,Standard,2025-09-13,18-24,1
867,GB,Standard,2026-03-02,55+,0
868,GB,Standard,2025-04-15,18-24,1
869,US,Student,2025-08-17,35-44,1
870,IN,Standard,2025-12-08,45-54,1
871,CA,Standard,2026-04-16,25-34,1
872,IN,Standard,2025-03-20,25-34,1
873,IN,Student,2025-02-01,35-44,1
874,GB,Standard,2026-04-26,18-24,0
875,GB,Standard,2025-07-12,18-24,1
876,DE,Standard,2025-04-13,25-34,1
877,IN,Standard,2025-06-05,25-34,1
878,US,Standard,2025-02-28,55+,1
879,IN,"Channel Bundle",2025-02-20,55+,1
880,US,Standard,2025-07-24,35-44,1
881,GB,"Channel Bundle",2025-04-25,35-44,1
882,US,Standard,2025-05-31,18-24,1
883,CA,Standard,2025-11-20,35-44,1
884,GB,Standard,2026-02-12,35-44,1
885,US,Standard,2026-02-04,25-34,1
886,US,Student,2025-06-07,25-34,1
887,IN,Standard,2025-11-13,35-44,1
888,GB,Standard,2025-08-25,55+,1
889,IN,Standard,2025-12-09,55+,1
890,IN,Standard,2025-04-21,18-24,1
891,CA,Standard,2025-02-21,55+,1
892,GB,"Channel Bundle",2025-04-03,55+,1
893,IN,Standard,2025-01-29,25-34,1
894,IN,Standard,2026-01-07,35-44,1
895,CA,Standard,2025-08-18,55+,0
896,IN,Student,2025-12-30,55+,1
897,CA,Standard,2025-04-09,25-34,1
898,DE,"Channel Bundle",2025-07-16,45-54,1
899,US,Standard,2026-04-11,18-24,1
900,US,Standard,2026-01-02,35-44,1
901,CA,Standard,2025-01-17,35-44,1
902,CA,Student,2024-12-22,35-44,1
903,US,Standard,2025-07-14,35-44,1
904,IN,Standard,2025-01-27,45-54,1
905,CA,Standard,2026-01-07,35-44,1
906,IN,Standard,2025-08-28,25-34,1
907,US,Standard,2026-01-04,25-34,1
908,US,Standard,2026-02-10,18-24,1
909,IN,Standard,2025-10-01,45-54,1
910,US,Standard,2025-08-29,45-54,0
911,US,Standard,2026-04-09,25-34,1
912,IN,Standard,2026-04-11,25-34,1
913,CA,Standard,2026-01-29,55+,1
914,DE,Standard,2025-02-06,35-44,1
915,US,"Channel Bundle",2026-01-11,45-54,1
916,US,Standard,2025-03-02,55+,1
917,GB,Standard,2026-01-28,25-34,1
918,IN,Standard,2025-11-07,18-24,1
919,US,Standard,2025-10-16,55+,1
920,DE,Student,2025-08-16,55+,1
921,IN,Standard,2025-08-31,55+,1
922,US,Standard,2026-03-02,55+,1
923,IN,Student,2026-05-01,45-54,1
924,IN,Standard,2025-10-24,45-54,1
925,CA,Student,2025-03-17,35-44,1
926,IN,Student,2025-04-17,55+,1
927,US,Student,2026-02-22,18-24,1
928,GB,Standard,2025-02-07,18-24,1
929,US,Standard,2025-03-23,55+,0
930,US,Student,2025-05-31,45-54,1
931,US,Standard,2026-02-11,35-44,1
932,GB,Standard,2025-09-27,45-54,1
933,GB,Standard,2025-10-02,25-34,1
934,CA,"Channel Bundle",2025-07-21,55+,1
935,US,Standard,2025-05-05,18-24,1
936,IN,"Channel Bundle",2025-09-15,18-24,1
937,IN,Student,2025-10-08,55+,1
938,US,Standard,2025-05-05,18-24,1
939,US,"Channel Bundle",2025-03-06,45-54,1
940,US,Standard,2025-12-18,18-24,1
941,IN,Standard,2025-01-10,55+,1
942,GB,"Channel Bundle",2024-12-24,25-34,1
943,US,"Channel Bundle",2025-09-19,55+,1
944,IN,Standard,2026-04-14,25-34,1
945,US,Standard,2025-05-21,18-24,1
946,IN,Student,2026-03-18,35-44,1
947,GB,Standard,2025-10-06,18-24,1
948,US,Student,2025-07-24,55+,1
949,IN,Standard,2024-12-24,25-34,1
950,GB,Standard,2025-10-07,45-54,1
951,US,Standard,2025-07-19,18-24,1
952,US,Standard,2024-12-28,55+,1
953,IN,Standard,2025-09-17,25-34,1
954,IN,Standard,2024-12-25,55+,1
955,US,Standard,2025-08-28,25-34,1
956,IN,Standard,2026-01-04,35-44,1
957,DE,Standard,2026-04-27,35-44,1
958,DE,Standard,2025-05-22,55+,1
959,US,Standard,2025-08-31,55+,1
960,DE,"Channel Bundle",2025-01-02,25-34,1
961,US,Standard,2026-01-19,35-44,1
962,IN,Student,2026-01-18,35-44,1
963,US,Standard,2026-03-08,45-54,1
964,IN,"Channel Bundle",2025-04-05,45-54,1
965,CA,"Channel Bundle",2025-11-21,55+,1
966,US,Student,2025-08-23,55+,1
967,IN,Standard,2026-01-08,55+,1
968,IN,Standard,2025-08-30,35-44,1
969,IN,Standard,2025-05-15,18-24,1
970,US,Standard,2025-09-08,25-34,1
971,US,Standard,2026-03-11,35-44,1
972,US,Standard,2025-12-18,55+,1
973,CA,Standard,2026-01-27,35-44,1
974,US,Standard,2025-10-08,25-34,1
975,US,Standard,2025-05-15,35-44,1
976,US,Standard,2025-07-21,25-34,1
977,US,Student,2025-04-18,25-34,1
978,IN,Student,2026-02-22,55+,1
979,IN,Standard,2025-11-21,55+,1
980,US,Standard,2026-04-07,18-24,1
981,CA,Standard,2025-12-22,45-54,1
982,US,Standard,2025-12-19,35-44,1
983,US,"Channel Bundle",2025-10-03,55+,1
984,GB,Standard,2025-07-11,35-44,1
985,CA,Student,2025-05-22,45-54,1
986,GB,Standard,2025-10-18,25-34,1
987,IN,Standard,2025-06-08,55+,1
988,IN,Standard,2025-02-21,35-44,1
989,DE,Standard,2025-11-20,55+,1
990,IN,Student,2025-12-14,35-44,1
991,IN,Standard,2025-08-08,25-34,1
992,DE,Standard,2026-02-26,18-24,1
993,US,Standard,2025-10-10,45-54,1
994,IN,Standard,2026-04-18,18-24,1
995,US,Standard,2025-06-19,45-54,1
996,DE,Standard,2025-12-26,25-34,1
997,US,Standard,2025-02-26,35-44,1
998,IN,Standard,2025-11-16,55+,1
999,US,"Channel Bundle",2025-07-25,55+,1
1000,CA,Standard,2025-06-30,55+,1
