response_id,session_id,turn_number,model_version,created_at,latency_ms,is_safe,predicted_helpfulness,language,cost_usd
1329,1087,10,v1,2026-04-02T07:46,1988,1,0.85,en,0.0355
1330,613,8,v2,2026-07-17T14:18,368,1,0.94,en,0.0672
1331,794,2,v3,2026-04-25T19:40,1638,1,0.688,fr,0.019
1332,151,7,v1,2026-05-12T00:32,1563,1,0.698,es,0.0622
1333,1742,8,v2,2026-03-09T04:06,1713,1,0.736,en,0.0083
1334,323,4,v2,2026-07-25T07:28,1642,1,0.878,en,0.0675
1335,877,6,v2,2026-06-01T22:55,1002,1,0.702,en,0.0335
1336,647,2,v1,2026-06-21T10:59,1832,1,0.86,en,0.0571
1337,398,9,v1,2026-03-02T20:34,2043,1,0.786,es,0.0564
1338,194,8,v2,2026-06-02T17:27,1386,0,0.44,en,0.0713
1339,350,3,v3,2026-06-21T10:58,370,1,1.0,es,0.0637
1340,608,2,v2,2026-07-14T15:03,1130,1,0.476,fr,0.0618
1341,927,3,v2,2026-05-06T18:44,1469,0,0.719,he,0.0474
1342,515,4,v2,2026-04-18T06:53,1074,0,0.594,en,0.0297
1343,1757,3,v1,2026-06-29T01:18,1003,1,0.778,es,0.0472
1344,24,9,v3,2026-03-07T12:54,1449,1,0.507,he,0.0383
1345,1240,1,v1,2026-02-10T07:11,1478,1,0.72,ja,0.0063
1346,452,6,v2,2026-01-27T23:59,1676,1,0.822,es,0.0537
1347,1490,5,v1,2026-06-15T23:16,1875,1,0.771,en,0.0472
1348,606,3,v1,2026-01-03T16:04,805,1,1.0,en,0.0314
1349,98,7,v3,2026-06-16T12:16,1819,1,0.746,en,0.0426
1350,922,12,v2,2026-05-07T12:48,1290,1,0.665,en,0.0032
1351,1385,12,v2,2026-03-20T07:50,1211,1,0.501,es,0.0689
1352,300,2,v1,2026-03-15T03:54,1512,1,0.842,en,0.0424
1353,319,7,v3,2026-01-25T05:54,1108,1,0.852,fr,0.0459
1354,719,6,v2,2026-04-04T19:23,1135,1,0.832,en,0.0563
1355,350,2,v2,2026-06-21T10:58,718,1,0.782,es,0.064
1356,166,3,v1,2026-07-17T23:15,1085,1,0.777,en,0.0554
1357,686,4,v3,2026-02-05T11:54,996,1,0.827,en,0.0132
1358,611,7,v3,2026-04-27T10:26,941,0,0.733,ja,0.0406
1359,754,7,v3,2026-04-03T03:16,895,1,0.825,he,0.0585
1360,676,2,v3,2026-06-16T00:48,1445,1,0.868,en,0.0133
1361,1150,5,v3,2026-02-18T14:45,982,1,0.683,es,0.0514
1362,1632,11,v1,2026-01-14T02:20,1558,1,0.782,en,0.0349
1363,1069,10,v1,2026-05-29T04:35,1586,1,0.804,en,0.0759
1364,606,3,v3,2026-01-03T16:04,1592,1,0.821,en,0.0252
1365,74,7,v1,2026-02-01T16:57,1481,1,0.644,en,0.0054
1366,12,4,v3,2026-06-01T07:52,995,1,0.923,en,0.022
1367,73,7,v2,2026-05-02T01:37,1328,1,0.701,en,0.0645
1368,1275,1,v3,2026-06-20T07:35,1139,1,0.818,en,0.0299
1369,6,1,v2,2026-04-13T07:20,866,1,0.783,en,0.006
1370,868,12,v1,2026-03-12T21:25,2207,1,0.545,de,0.047
1371,876,10,v2,2026-03-14T03:30,1505,1,1.0,es,0.0201
1372,22,9,v3,2026-04-16T20:48,696,1,0.8,en,0.0562
1373,59,5,v3,2026-03-17T07:32,1576,1,0.743,ja,0.0397
1374,156,12,v1,2026-02-24T05:40,1544,1,0.635,en,0.0455
1375,1582,2,v2,2026-02-12T08:00,1051,1,0.713,de,0.0161
1376,1007,9,v2,2026-04-30T23:56,1030,1,0.544,de,0.0045
1377,1076,12,v2,2026-04-06T09:05,1426,1,0.785,en,0.046
1378,1036,3,v2,2026-04-21T16:52,1016,1,0.93,en,0.044
1379,834,11,v3,2026-02-15T14:07,1114,1,0.833,en,0.0733
1380,1666,11,v3,2026-05-20T16:19,532,1,0.952,en,0.0679
1381,1287,5,v1,2026-04-03T22:47,876,1,0.563,en,0.0085
1382,1748,4,v1,2026-06-20T08:20,812,1,0.641,es,0.0547
1383,1559,2,v1,2026-03-01T04:33,1074,1,0.78,he,0.0461
1384,134,12,v3,2026-06-07T01:31,568,1,0.755,en,0.005
1385,1417,6,v2,2026-06-05T23:50,1626,1,0.624,ja,0.0149
1386,1563,11,v3,2026-01-07T04:04,1634,1,0.853,de,0.0728
1387,1581,4,v2,2026-07-19T18:09,902,1,0.696,fr,0.0717
1388,1627,9,v2,2026-04-02T09:29,1326,1,0.6,ja,0.0502
1389,933,10,v3,2026-06-03T15:30,1105,1,0.69,he,0.0113
1390,916,10,v3,2026-06-22T12:16,1098,1,0.802,de,0.0776
1391,1585,12,v1,2026-07-12T14:47,1052,1,0.599,fr,0.0294
1392,969,8,v2,2026-04-27T13:11,1186,1,1.0,fr,0.0454
1393,370,5,v3,2026-04-24T15:41,1195,0,0.934,de,0.0069
1394,1535,7,v2,2026-03-27T00:29,842,1,0.487,en,0.0765
1395,843,4,v2,2026-05-22T15:26,1500,1,0.839,fr,0.0233
1396,1492,4,v3,2026-07-03T07:10,1129,1,0.836,de,0.0376
1397,445,10,v3,2026-01-11T06:57,1592,1,0.674,fr,0.0503
1398,209,8,v3,2026-05-18T09:56,514,1,0.771,en,0.0689
1399,312,4,v1,2026-06-15T08:13,1360,1,0.987,en,0.0756
1400,1363,7,v2,2026-04-19T16:18,1463,1,0.905,es,0.0323
1401,745,6,v3,2026-03-03T22:58,1118,1,0.657,en,0.0363
1402,153,3,v2,2026-01-27T12:43,780,1,0.465,en,0.0709
1403,669,8,v2,2026-07-12T12:48,1221,1,0.819,en,0.0231
1404,1,4,v2,2026-03-08T21:39,954,1,0.583,en,0.0164
1405,1741,8,v2,2026-04-17T07:44,1869,1,0.512,en,0.0203
1406,995,3,v2,2026-02-07T04:56,1237,1,0.719,fr,0.0748
1407,1092,2,v2,2026-02-16T20:29,1290,1,0.544,en,0.0401
1408,1236,7,v3,2026-01-31T09:42,770,1,0.771,en,0.0289
1409,1647,6,v1,2026-07-05T07:14,1713,1,0.627,ja,0.0137
1410,1366,4,v3,2026-02-28T08:16,1503,1,0.522,es,0.0348
1411,522,1,v2,2026-06-18T19:24,940,1,0.494,he,0.0523
1412,718,9,v3,2026-02-12T14:17,695,0,0.99,ja,0.0183
1413,1447,11,v2,2026-03-24T21:50,967,0,0.766,en,0.0021
1414,1746,7,v1,2026-04-02T10:57,448,0,0.539,en,0.0351
1415,1695,10,v1,2026-01-03T09:19,1838,1,0.775,fr,0.0181
1416,23,5,v2,2026-06-17T11:18,556,1,0.825,de,0.0317
1417,445,5,v2,2026-01-11T06:57,1216,0,0.625,fr,0.0139
1418,1123,3,v2,2026-04-24T02:46,889,1,0.694,es,0.0175
1419,221,11,v3,2026-06-08T15:39,1674,1,0.479,en,0.0379
1420,429,2,v3,2026-02-13T04:54,925,1,0.796,fr,0.0102
1421,1326,2,v3,2026-03-30T17:49,1604,1,0.699,es,0.0451
1422,849,7,v1,2026-02-04T18:13,1392,1,0.678,en,0.0728
1423,1622,12,v1,2026-04-10T03:55,1792,1,0.845,en,0.0275
1424,388,9,v2,2026-03-02T20:31,1102,0,0.82,en,0.0217
1425,819,6,v3,2026-06-13T11:56,1138,1,0.767,en,0.0393
1426,1672,1,v2,2026-04-28T15:56,602,0,0.694,en,0.0605
1427,1172,7,v2,2026-01-21T02:52,1580,1,0.728,es,0.014
1428,395,4,v2,2026-01-17T17:30,899,0,0.734,fr,0.0557
1429,286,7,v2,2026-07-22T19:10,732,1,0.952,de,0.0619
1430,706,9,v3,2026-03-12T21:47,842,1,0.553,en,0.0673
1431,1516,10,v3,2026-04-09T15:30,909,1,0.776,ja,0.0272
1432,328,6,v3,2026-06-07T22:08,755,1,1.0,fr,0.0795
1433,632,2,v3,2026-06-05T15:25,708,1,0.779,en,0.0264
1434,1598,7,v3,2026-05-19T03:28,1500,0,0.87,ja,0.0465
1435,148,5,v2,2026-01-11T03:24,1203,1,0.551,de,0.0139
1436,1187,4,v1,2026-01-01T21:35,889,1,0.771,ja,0.0555
1437,288,7,v1,2026-02-21T03:19,1650,1,0.883,en,0.0508
1438,962,9,v2,2026-03-23T13:52,736,1,0.265,de,0.0191
1439,1492,1,v2,2026-07-03T07:10,180,1,0.787,de,0.0073
1440,1504,1,v2,2026-05-02T03:44,626,1,0.861,en,0.036
1441,1698,1,v2,2026-04-20T20:44,1306,1,0.884,he,0.0411
1442,720,5,v3,2026-06-25T06:56,1803,0,0.726,en,0.0571
1443,1412,11,v3,2026-02-20T07:30,1087,1,0.779,en,0.0291
1444,1718,4,v1,2026-03-30T11:49,1106,1,0.97,en,0.0115
1445,1618,7,v3,2026-07-05T05:48,1594,1,0.765,en,0.0329
1446,639,4,v2,2026-04-16T00:49,1468,1,0.5,en,0.0261
1447,1660,4,v2,2026-04-29T05:55,1144,1,0.779,en,0.0501
1448,76,5,v2,2026-03-20T16:00,940,1,0.731,en,0.0177
1449,347,2,v1,2026-05-22T08:44,1085,1,0.987,en,0.0251
1450,163,10,v3,2026-07-27T12:43,1419,1,1.0,ja,0.0747
1451,158,10,v3,2026-03-27T04:56,1473,1,0.944,he,0.0235
1452,1121,4,v1,2026-05-05T15:12,1396,1,0.746,en,0.02
1453,1710,10,v1,2026-02-23T08:32,1163,1,0.649,es,0.0404
1454,942,2,v2,2026-04-07T16:40,1265,1,0.834,en,0.0138
1455,580,4,v3,2026-01-03T07:07,706,1,0.84,ja,0.0606
1456,1701,5,v3,2026-04-06T05:15,835,1,0.442,en,0.0469
1457,628,11,v3,2026-06-14T09:37,1734,0,0.558,he,0.0501
1458,1198,1,v1,2026-06-20T12:08,1571,1,0.792,es,0.0323
1459,1715,2,v2,2026-03-18T10:12,1642,1,0.624,ja,0.0721
1460,517,2,v2,2026-01-29T06:14,917,1,0.876,ja,0.023
1461,532,7,v2,2026-01-23T15:24,1218,1,0.799,en,0.0776
1462,979,8,v2,2026-03-20T19:40,1006,1,0.686,de,0.0457
1463,1625,7,v3,2026-04-01T06:01,832,1,0.584,de,0.0506
1464,1363,10,v1,2026-04-19T16:18,1191,1,0.562,es,0.0791
1465,377,6,v2,2026-07-03T13:42,818,1,0.734,de,0.0733
1466,1527,9,v2,2026-05-08T20:28,2286,0,0.289,de,0.0437
1467,1523,4,v2,2026-01-21T10:12,1629,1,0.858,en,0.0797
1468,120,4,v2,2026-05-20T14:08,1649,1,0.933,en,0.0102
1469,1436,2,v3,2026-06-03T03:55,1324,0,0.691,en,0.0608
1470,991,6,v1,2026-01-09T06:18,1450,1,0.401,de,0.0735
1471,365,9,v2,2026-02-24T01:17,440,1,0.951,ja,0.0335
1472,681,5,v1,2026-03-13T09:53,1215,1,0.729,ja,0.0415
1473,433,6,v2,2026-01-31T04:18,1721,1,0.977,en,0.02
1474,505,8,v2,2026-01-21T11:01,1004,1,0.976,en,0.0535
1475,797,2,v2,2026-04-14T02:44,594,1,1.0,en,0.027
1476,314,8,v1,2026-01-06T18:50,1442,1,0.902,de,0.0766
1477,1468,12,v3,2026-03-29T08:13,774,1,0.766,en,0.0603
1478,663,6,v3,2026-05-20T10:12,640,1,0.745,en,0.0575
1479,750,7,v1,2026-02-12T21:12,1905,1,0.774,fr,0.0421
1480,266,12,v3,2026-05-22T19:06,1007,1,0.901,fr,0.0324
1481,968,9,v2,2026-06-24T22:43,1223,1,0.962,en,0.0289
1482,490,8,v1,2026-02-13T03:06,866,1,0.732,es,0.0268
1483,140,3,v3,2026-07-16T19:51,1075,1,0.823,en,0.0557
1484,994,5,v3,2026-02-03T10:43,1038,1,0.516,en,0.0032
1485,1430,1,v1,2026-05-20T17:47,932,1,0.622,de,0.0653
1486,644,8,v2,2026-07-09T13:46,1676,1,0.879,en,0.0428
1487,602,10,v2,2026-05-04T11:07,1408,1,0.848,en,0.0744
1488,1428,5,v1,2026-02-01T23:46,544,1,0.638,de,0.0022
1489,400,5,v2,2026-06-30T01:00,301,1,0.749,en,0.0269
1490,1748,12,v1,2026-06-20T08:20,1590,1,0.653,es,0.0026
1491,471,9,v1,2026-01-01T06:14,412,1,0.689,es,0.0275
1492,622,3,v3,2026-04-09T19:08,886,1,0.629,de,0.0126
1493,930,10,v2,2026-01-03T19:57,1409,1,0.759,en,0.0222
1494,895,10,v1,2026-04-19T22:38,582,1,0.682,en,0.0348
1495,1178,8,v1,2026-01-16T23:09,965,1,0.609,en,0.0607
1496,805,4,v2,2026-03-17T10:26,528,0,0.812,de,0.0674
1497,518,5,v1,2026-03-14T02:43,1612,1,0.537,de,0.0283
1498,1017,8,v1,2026-04-07T13:31,1349,0,0.826,en,0.028
1499,1631,8,v1,2026-05-24T04:14,1740,1,0.314,en,0.0428
1500,1409,5,v1,2026-01-06T05:26,1318,0,0.747,en,0.0211
1501,89,4,v1,2026-06-08T12:57,2909,1,0.657,en,0.0362
1502,477,8,v2,2026-06-28T05:40,1237,1,0.788,en,0.0492
1503,895,3,v2,2026-04-19T22:38,1298,1,0.871,en,0.0302
1504,786,12,v2,2026-06-14T20:13,812,1,0.846,en,0.0525
1505,1091,6,v1,2026-03-08T19:02,1050,1,0.656,en,0.0585
1506,924,9,v3,2026-04-05T22:35,290,1,0.762,fr,0.0663
1507,357,4,v3,2026-07-02T04:21,1155,1,0.877,en,0.0154
1508,408,1,v2,2026-07-06T05:40,577,1,0.873,en,0.0209
1509,322,3,v1,2026-04-07T16:09,1073,1,0.868,de,0.0374
1510,1638,6,v2,2026-07-20T02:50,964,1,0.766,fr,0.0671
1511,357,4,v3,2026-07-02T04:21,2092,1,0.86,en,0.0364
1512,339,8,v1,2026-01-08T22:01,1899,1,0.616,en,0.064
1513,441,6,v1,2026-03-23T01:25,1126,1,0.876,he,0.0273
1514,1217,11,v1,2026-01-21T20:16,1399,0,0.7,en,0.009
1515,1073,10,v1,2026-07-06T23:54,1338,1,0.728,en,0.047
1516,1247,8,v2,2026-07-07T23:46,1416,1,0.757,es,0.0369
1517,1235,5,v3,2026-04-01T02:40,1607,1,0.562,ja,0.0727
1518,943,5,v1,2026-07-25T20:44,2429,1,0.596,en,0.0088
1519,401,5,v1,2026-05-05T03:40,1320,1,0.745,he,0.0323
1520,537,1,v3,2026-03-05T21:11,356,1,0.853,he,0.0737
1521,1541,3,v1,2026-03-02T04:09,1526,1,1.0,en,0.0431
1522,221,5,v2,2026-06-08T15:39,875,1,0.738,en,0.027
1523,1157,3,v3,2026-01-10T12:56,1478,1,0.903,en,0.0526
1524,1539,5,v2,2026-04-30T03:16,800,1,0.784,en,0.0063
1525,714,6,v3,2026-02-13T15:48,2045,1,0.801,he,0.0411
1526,1765,10,v3,2026-05-07T18:11,1280,1,0.797,de,0.0612
1527,539,8,v2,2026-07-09T00:53,566,1,0.751,ja,0.0441
1528,1518,11,v2,2026-04-28T03:08,939,1,0.754,es,0.0109
1529,1414,7,v3,2026-05-14T16:51,1383,1,0.766,en,0.0065
1530,1173,5,v1,2026-05-19T22:10,1431,1,0.568,es,0.0217
1531,86,2,v1,2026-06-16T15:23,969,1,0.445,he,0.0601
1532,488,4,v3,2026-04-11T10:09,1057,1,0.677,en,0.0271
1533,976,11,v1,2026-01-22T16:48,1267,1,0.758,es,0.054
1534,941,6,v3,2026-04-12T10:05,766,1,0.757,de,0.0112
1535,136,2,v3,2026-06-14T15:50,897,1,0.884,en,0.0401
1536,546,10,v1,2026-07-25T02:48,956,1,0.467,en,0.0402
1537,45,8,v1,2026-05-25T14:15,1850,1,0.675,ja,0.0666
1538,1082,3,v2,2026-07-14T14:27,1773,1,0.836,en,0.0666
1539,692,12,v2,2026-04-20T07:15,940,1,0.748,en,0.0233
1540,192,3,v2,2026-02-17T02:24,1236,1,0.839,en,0.0152
1541,1316,5,v2,2026-05-08T02:34,746,1,0.377,en,0.0673
1542,1435,11,v2,2026-03-11T13:23,829,1,0.58,de,0.0087
1543,929,11,v3,2026-01-26T19:26,1332,1,0.565,en,0.0357
1544,368,4,v1,2026-01-08T20:46,1758,1,0.688,en,0.0597
1545,510,9,v1,2026-06-15T06:36,1388,1,0.627,en,0.0559
1546,1655,10,v2,2026-07-04T11:17,2047,1,0.882,en,0.0654
1547,1064,12,v1,2026-05-09T17:05,1299,1,0.665,en,0.0645
1548,654,12,v3,2026-05-31T11:31,1572,1,0.573,en,0.0779
1549,1164,4,v2,2026-04-17T17:06,1067,1,0.43,es,0.0093
1550,71,3,v1,2026-05-10T03:42,1324,1,0.546,en,0.0261
1551,727,6,v2,2026-03-30T18:03,1698,0,0.755,de,0.042
1552,1263,3,v2,2026-06-15T07:56,1383,1,0.958,en,0.0057
1553,118,10,v2,2026-03-30T18:08,1328,1,0.778,de,0.0268
1554,292,2,v2,2026-07-14T15:44,922,1,0.621,he,0.0291
1555,266,7,v1,2026-05-22T19:06,1136,1,0.802,fr,0.0678
1556,1477,3,v2,2026-02-08T01:10,919,1,0.691,fr,0.0457
1557,1713,2,v1,2026-06-14T11:19,1707,1,0.694,de,0.0164
1558,1506,6,v2,2026-05-14T15:47,1911,1,0.617,en,0.0639
1559,2,12,v1,2026-02-10T14:20,1067,1,0.763,en,0.0255
1560,1405,11,v3,2026-03-25T07:26,1568,1,0.784,es,0.0134
1561,411,6,v3,2026-07-22T00:19,308,1,0.679,de,0.0536
1562,1697,8,v2,2026-06-22T11:39,1250,1,0.725,ja,0.0062
1563,1561,2,v2,2026-05-15T14:43,793,1,0.707,en,0.0335
1564,1064,2,v3,2026-05-09T17:05,1703,1,0.745,en,0.0758
1565,1472,9,v1,2026-07-07T02:29,1385,1,0.639,en,0.0456
1566,534,9,v1,2026-01-18T13:38,1566,1,0.914,en,0.0312
1567,633,7,v3,2026-07-08T07:08,855,1,0.885,ja,0.0711
1568,1755,2,v1,2026-04-13T12:23,2107,0,0.817,de,0.0358
1569,795,11,v2,2026-07-21T21:33,619,1,0.745,es,0.0692
1570,1211,8,v3,2026-03-04T02:31,770,1,0.678,en,0.0507
1571,1174,1,v1,2026-06-20T00:50,2228,1,1.0,es,0.032
1572,748,9,v3,2026-07-23T16:37,519,1,0.297,en,0.0476
1573,976,2,v2,2026-01-22T16:48,754,1,0.529,es,0.0239
1574,293,10,v3,2026-04-07T06:58,874,1,0.847,en,0.0234
1575,1196,4,v2,2026-03-18T03:32,1267,1,0.69,fr,0.0517
1576,81,9,v1,2026-02-02T15:47,1316,1,0.773,es,0.0496
1577,1784,2,v2,2026-05-18T02:05,1076,1,0.366,en,0.0162
1578,1775,3,v1,2026-06-04T18:18,1801,1,0.563,fr,0.0374
1579,211,2,v3,2026-01-14T06:42,1545,1,0.465,he,0.0457
1580,891,10,v3,2026-06-10T01:56,968,1,0.617,ja,0.0716
1581,1760,6,v2,2026-01-12T18:59,1012,0,0.709,de,0.0078
1582,405,8,v2,2026-01-05T21:23,401,1,0.571,en,0.0642
1583,1146,1,v3,2026-04-22T22:25,983,1,0.743,fr,0.0631
1584,1219,8,v3,2026-04-01T17:51,1236,1,0.962,en,0.0428
1585,546,5,v2,2026-07-25T02:48,1402,1,0.546,en,0.0033
1586,468,10,v1,2026-03-12T22:00,1967,1,0.532,en,0.0275
1587,588,5,v2,2026-06-12T16:59,1174,1,0.652,en,0.0428
1588,1239,9,v3,2026-02-22T12:19,1719,1,0.62,fr,0.0274
1589,218,11,v1,2026-05-27T06:01,2075,1,0.74,en,0.0399
1590,615,8,v3,2026-01-03T17:01,440,0,0.675,fr,0.0211
1591,1112,1,v1,2026-06-14T10:21,1180,1,0.583,he,0.0504
1592,370,9,v3,2026-04-24T15:41,1068,1,0.853,de,0.0375
1593,729,2,v1,2026-03-06T07:06,743,1,0.726,en,0.0436
1594,891,2,v3,2026-06-10T01:56,691,0,0.86,ja,0.0116
1595,582,4,v3,2026-01-18T13:44,1454,1,1.0,es,0.0076
1596,981,6,v1,2026-01-19T02:39,1522,1,0.837,fr,0.0302
1597,265,12,v2,2026-04-01T14:12,1293,1,0.524,en,0.0527
1598,1465,2,v1,2026-02-13T03:32,1397,0,0.994,en,0.0717
1599,1362,3,v2,2026-03-28T08:00,576,1,0.869,de,0.0314
1600,1339,3,v2,2026-05-08T03:17,184,1,0.724,en,0.0763
1601,314,5,v3,2026-01-06T18:50,657,1,0.601,de,0.05
1602,925,6,v1,2026-04-09T07:46,1682,1,0.817,en,0.0429
1603,397,4,v3,2026-01-10T12:23,1026,1,0.633,en,0.0409
1604,1547,9,v2,2026-06-01T09:18,773,1,0.886,he,0.0043
1605,243,8,v1,2026-01-16T13:42,1506,1,0.801,en,0.049
1606,312,12,v1,2026-06-15T08:13,1072,1,0.828,en,0.0452
1607,741,3,v1,2026-03-05T15:10,971,1,0.809,ja,0.0054
1608,864,6,v2,2026-04-06T01:41,1600,1,0.678,en,0.0092
1609,1451,12,v3,2026-02-02T13:13,1061,1,0.893,en,0.0776
1610,1480,9,v3,2026-04-21T15:36,1581,1,0.32,ja,0.0667
1611,406,10,v3,2026-06-08T18:05,1010,1,0.835,en,0.0385
1612,203,11,v2,2026-06-11T00:08,666,1,0.784,fr,0.0403
1613,785,6,v2,2026-02-07T21:24,1000,1,0.485,en,0.0301
1614,967,11,v2,2026-01-06T16:29,1377,0,0.853,en,0.0553
1615,1504,5,v2,2026-05-02T03:44,180,1,0.603,en,0.0305
1616,527,5,v1,2026-05-08T05:33,1787,1,0.653,de,0.0075
1617,56,6,v2,2026-03-26T18:21,1219,1,0.974,en,0.0769
1618,219,8,v2,2026-01-06T11:25,756,1,0.864,en,0.054
1619,653,8,v2,2026-01-12T04:04,966,1,0.742,es,0.0035
1620,909,12,v2,2026-05-10T14:30,714,1,0.447,en,0.0532
1621,26,1,v2,2026-06-18T10:16,934,1,0.784,ja,0.0318
1622,338,5,v2,2026-02-03T23:27,981,1,0.541,en,0.0238
1623,1140,7,v2,2026-02-28T12:38,1560,1,0.911,en,0.044
1624,1156,7,v1,2026-06-22T10:49,2376,1,0.996,es,0.026
1625,364,7,v2,2026-01-01T04:44,924,1,0.798,ja,0.0059
1626,1501,12,v2,2026-06-23T07:59,507,1,0.681,en,0.012
1627,930,12,v1,2026-01-03T19:57,1765,1,0.977,en,0.0783
1628,1329,6,v2,2026-05-04T02:24,671,1,0.523,de,0.0717
1629,1768,1,v2,2026-02-18T03:18,1344,1,0.743,es,0.0584
1630,1419,10,v1,2026-03-27T08:25,1311,1,0.543,en,0.0457
1631,1180,3,v1,2026-05-16T18:38,2209,1,0.696,de,0.0505
1632,1294,7,v3,2026-01-08T04:58,1130,1,0.688,ja,0.038
1633,311,1,v1,2026-06-14T05:44,1412,1,0.559,de,0.0146
1634,550,10,v3,2026-06-23T06:39,1560,1,0.942,en,0.0475
1635,69,4,v2,2026-04-13T06:05,918,0,0.734,es,0.0695
1636,440,12,v1,2026-02-04T20:38,1579,0,0.789,ja,0.0242
1637,1015,10,v3,2026-01-15T07:12,1284,1,0.915,es,0.021
1638,251,11,v2,2026-01-13T15:08,1390,1,0.47,he,0.0338
1639,107,4,v2,2026-03-30T20:09,876,0,0.872,en,0.0374
1640,693,11,v1,2026-04-16T01:20,1293,1,0.517,en,0.0599
1641,715,4,v3,2026-04-07T20:32,1412,1,0.885,en,0.0058
1642,447,9,v2,2026-06-27T00:56,1342,1,0.957,es,0.0578
1643,287,2,v2,2026-07-08T16:36,904,1,0.732,he,0.0739
1644,1784,11,v1,2026-05-18T02:05,1600,1,0.541,en,0.0598
1645,1598,3,v2,2026-05-19T03:28,735,1,0.91,ja,0.0688
1646,677,11,v2,2026-07-21T18:09,993,1,0.76,en,0.0685
1647,1222,6,v3,2026-05-10T05:47,1368,1,0.718,en,0.074
1648,1387,10,v1,2026-02-25T05:02,1014,0,0.624,en,0.0323
1649,1425,9,v2,2026-05-11T21:51,1022,1,0.68,en,0.022
1650,1586,4,v1,2026-01-15T11:14,911,1,0.601,en,0.0228
1651,493,2,v3,2026-01-27T19:39,1175,1,0.896,he,0.0146
1652,1573,2,v2,2026-07-25T06:27,1081,1,0.597,en,0.0601
1653,585,4,v1,2026-02-20T16:39,1798,1,0.866,de,0.0166
1654,1603,8,v1,2026-03-19T08:56,1367,1,0.754,en,0.0329
1655,880,9,v1,2026-02-02T20:25,1876,1,0.795,en,0.0556
1656,1410,7,v1,2026-04-13T02:47,1621,1,0.737,en,0.0522
1657,1238,3,v2,2026-03-12T16:41,1837,1,0.786,ja,0.0125
1658,336,2,v3,2026-07-24T17:19,1034,0,0.532,fr,0.0703
1659,1645,8,v1,2026-02-05T17:51,1358,1,0.583,es,0.0331
1660,1021,10,v1,2026-03-20T15:10,1634,1,0.653,en,0.0274
1661,371,1,v1,2026-05-27T15:39,1958,1,0.9,es,0.0272
1662,1210,3,v2,2026-07-07T13:45,944,1,0.997,en,0.042
1663,565,11,v2,2026-06-04T17:54,1235,1,0.662,he,0.0152
1664,1232,6,v1,2026-03-14T11:16,1049,1,0.538,de,0.0639
1665,1192,9,v1,2026-04-14T00:38,955,1,0.826,ja,0.0688
1666,791,10,v3,2026-02-26T18:02,1488,0,0.877,ja,0.0307
1667,205,11,v2,2026-03-21T09:27,1433,1,0.428,en,0.0366
1668,1286,5,v2,2026-03-15T05:26,903,1,0.438,en,0.0755
1669,190,6,v1,2026-04-25T20:59,2107,0,1.0,en,0.0413
1670,1677,1,v2,2026-02-17T06:53,1016,1,0.757,en,0.0155
1671,919,12,v1,2026-02-24T07:47,1785,1,0.643,he,0.0699
1672,281,4,v2,2026-07-17T21:13,1300,1,0.88,en,0.0352
1673,583,4,v1,2026-03-29T20:02,1816,1,0.657,en,0.0778
1674,129,6,v3,2026-05-09T05:59,1909,1,0.751,en,0.0062
1675,1750,11,v2,2026-06-20T22:26,2192,0,0.647,fr,0.0402
1676,651,11,v1,2026-06-11T13:16,2875,1,0.482,en,0.0333
1677,471,4,v3,2026-01-01T06:14,1550,1,0.822,es,0.0338
1678,338,8,v1,2026-02-03T23:27,1597,1,0.996,en,0.018
1679,106,1,v3,2026-06-08T12:49,1464,1,0.634,es,0.0484
1680,659,8,v1,2026-07-11T09:05,2013,1,0.833,en,0.0689
1681,690,11,v1,2026-03-18T19:43,1399,1,0.796,de,0.0178
1682,431,6,v2,2026-05-02T15:32,1370,1,0.638,en,0.0261
1683,1324,10,v3,2026-01-03T14:08,1448,1,0.927,he,0.0231
1684,1109,11,v3,2026-05-26T08:13,489,1,0.755,es,0.0627
1685,185,8,v2,2026-02-15T21:16,1216,1,0.757,de,0.0787
1686,377,3,v2,2026-07-03T13:42,1614,1,0.437,de,0.0077
1687,377,6,v2,2026-07-03T13:42,1817,1,0.775,de,0.0162
1688,1467,7,v1,2026-02-28T16:45,2143,1,0.628,en,0.0063
1689,237,1,v2,2026-07-12T11:09,1373,1,0.815,de,0.023
1690,215,9,v2,2026-07-03T23:47,1102,1,0.592,fr,0.0192
1691,350,1,v2,2026-06-21T10:58,662,0,0.562,es,0.0244
1692,1057,1,v2,2026-07-15T22:40,1322,1,0.938,ja,0.0526
1693,543,9,v3,2026-07-24T16:05,698,1,0.717,en,0.0764
1694,1015,6,v1,2026-01-15T07:12,2157,1,0.664,es,0.0106
1695,1129,1,v2,2026-02-03T04:49,1024,1,0.745,fr,0.0629
1696,1643,6,v2,2026-02-16T07:15,1849,1,0.725,es,0.06
1697,794,5,v2,2026-04-25T19:40,1327,1,0.622,fr,0.0562
1698,102,5,v3,2026-04-15T16:38,919,1,0.594,de,0.0069
1699,432,7,v1,2026-02-02T05:39,479,1,1.0,en,0.0285
1700,1086,7,v3,2026-01-09T09:48,1310,1,0.68,ja,0.0567
1701,12,10,v1,2026-06-01T07:52,1298,1,0.651,en,0.0221
1702,389,7,v2,2026-04-09T10:10,1739,1,0.683,en,0.0449
1703,688,5,v3,2026-04-26T23:48,1177,0,0.758,de,0.0752
