query_id,document_id,rank,retrieval_score,is_relevant,retriever_version
147,180,1,0.479,1,dense_v1
147,18,2,0.532,0,dense_v1
147,8,3,0.73,1,hybrid_v2
147,253,4,0.935,1,dense_v1
147,478,5,0.737,0,hybrid_v2
148,410,1,0.712,1,dense_v1
148,182,2,0.927,1,hybrid_v2
148,263,3,0.487,0,hybrid_v2
148,292,4,0.673,0,dense_v1
148,183,5,0.889,0,dense_v1
149,76,1,0.876,1,dense_v1
149,293,2,0.809,1,hybrid_v2
149,15,3,0.747,1,hybrid_v2
149,407,4,0.484,0,hybrid_v2
149,395,5,0.738,0,dense_v1
150,133,1,0.897,0,hybrid_v2
150,141,2,0.741,1,hybrid_v2
150,470,3,0.846,1,hybrid_v2
150,34,4,0.67,0,hybrid_v2
150,71,5,0.554,1,hybrid_v2
151,92,1,0.813,1,dense_v1
151,471,2,0.946,1,dense_v1
151,337,3,0.819,0,hybrid_v2
151,96,4,0.632,1,dense_v1
151,263,5,0.953,0,dense_v1
152,462,1,0.865,0,dense_v1
152,425,2,0.501,0,hybrid_v2
152,202,3,0.768,1,dense_v1
152,23,4,0.608,0,dense_v1
152,216,5,0.56,0,dense_v1
153,377,1,0.351,1,dense_v1
153,204,2,0.617,1,dense_v1
153,115,3,0.867,1,dense_v1
153,410,4,0.44,1,dense_v1
153,365,5,0.789,1,hybrid_v2
154,113,1,0.503,1,hybrid_v2
154,174,2,0.68,1,dense_v1
154,338,3,0.777,0,dense_v1
154,286,4,0.676,1,dense_v1
154,367,5,0.509,1,hybrid_v2
155,458,1,0.817,0,dense_v1
155,411,2,0.453,1,hybrid_v2
155,12,3,0.356,1,dense_v1
155,435,4,0.842,1,dense_v1
155,491,5,0.426,1,hybrid_v2
156,263,1,0.975,1,dense_v1
156,499,2,0.526,1,hybrid_v2
156,150,3,0.902,1,dense_v1
156,208,4,0.968,0,hybrid_v2
156,123,5,0.757,0,dense_v1
157,263,1,0.96,0,dense_v1
157,299,2,0.503,1,dense_v1
157,186,3,0.602,0,dense_v1
157,3,4,0.741,0,dense_v1
157,290,5,0.618,1,hybrid_v2
158,328,1,0.405,1,hybrid_v2
158,446,2,0.584,0,dense_v1
158,499,3,0.445,0,hybrid_v2
158,433,4,0.466,0,hybrid_v2
158,271,5,0.901,1,dense_v1
159,278,1,0.67,1,dense_v1
159,113,2,0.484,1,hybrid_v2
159,370,3,0.852,1,dense_v1
159,15,4,0.511,0,dense_v1
159,421,5,0.398,0,hybrid_v2
160,85,1,0.421,1,dense_v1
160,304,2,0.498,0,dense_v1
160,316,3,0.748,0,dense_v1
160,486,4,0.768,0,dense_v1
160,397,5,0.751,1,dense_v1
161,399,1,0.836,0,hybrid_v2
161,237,2,0.441,1,dense_v1
161,360,3,0.667,0,hybrid_v2
161,401,4,0.558,1,dense_v1
161,370,5,0.754,1,hybrid_v2
162,418,1,0.404,1,hybrid_v2
162,212,2,0.704,0,hybrid_v2
162,488,3,0.629,1,dense_v1
162,230,4,0.693,0,hybrid_v2
162,108,5,0.493,0,dense_v1
163,293,1,0.602,0,hybrid_v2
163,404,2,0.52,0,dense_v1
163,359,3,0.512,1,hybrid_v2
163,265,4,0.795,0,dense_v1
163,117,5,0.78,1,dense_v1
164,481,1,0.567,1,dense_v1
164,38,2,0.401,0,dense_v1
164,492,3,0.468,1,hybrid_v2
164,372,4,0.482,0,dense_v1
164,146,5,0.375,1,hybrid_v2
165,396,1,0.416,0,hybrid_v2
165,207,2,0.646,0,hybrid_v2
165,464,3,0.618,0,dense_v1
165,486,4,0.978,0,dense_v1
165,374,5,0.64,0,dense_v1
166,362,1,0.694,1,dense_v1
166,461,2,0.801,1,hybrid_v2
166,389,3,0.717,1,hybrid_v2
166,438,4,0.357,1,dense_v1
166,463,5,0.861,0,dense_v1
167,484,1,0.494,1,dense_v1
167,323,2,0.838,1,hybrid_v2
167,365,3,0.947,0,dense_v1
167,455,4,0.378,1,dense_v1
167,274,5,0.628,1,hybrid_v2
168,300,1,0.93,1,hybrid_v2
168,3,2,0.761,1,hybrid_v2
168,246,3,0.588,1,hybrid_v2
168,16,4,0.505,0,hybrid_v2
168,326,5,0.52,0,hybrid_v2
169,409,1,0.644,1,dense_v1
169,453,2,0.65,1,dense_v1
169,213,3,0.68,1,hybrid_v2
169,336,4,0.704,0,hybrid_v2
169,248,5,0.755,0,hybrid_v2
170,158,1,0.694,1,hybrid_v2
170,59,2,0.869,1,hybrid_v2
170,153,3,0.849,1,dense_v1
170,270,4,0.821,0,hybrid_v2
170,494,5,0.724,0,hybrid_v2
171,379,1,0.651,0,hybrid_v2
171,281,2,0.555,1,hybrid_v2
171,480,3,0.524,1,dense_v1
171,224,4,0.363,1,dense_v1
171,203,5,0.439,1,dense_v1
172,312,1,0.745,0,hybrid_v2
172,400,2,0.933,0,hybrid_v2
172,349,3,0.427,1,dense_v1
172,151,4,0.546,0,hybrid_v2
172,433,5,0.641,0,dense_v1
173,382,1,0.934,1,hybrid_v2
173,402,2,0.606,1,dense_v1
173,499,3,0.373,1,dense_v1
173,101,4,0.925,1,dense_v1
173,303,5,0.883,1,hybrid_v2
174,64,1,0.686,0,hybrid_v2
174,192,2,0.522,0,dense_v1
174,306,3,0.505,1,dense_v1
174,121,4,0.413,0,dense_v1
174,487,5,0.442,0,dense_v1
175,71,1,0.416,1,dense_v1
175,210,2,0.772,0,dense_v1
175,279,3,0.959,1,hybrid_v2
175,130,4,0.438,1,hybrid_v2
175,111,5,0.829,0,hybrid_v2
176,390,1,0.583,1,dense_v1
176,489,2,0.571,1,dense_v1
176,161,3,0.853,0,hybrid_v2
176,203,4,0.361,0,dense_v1
176,349,5,0.428,1,dense_v1
177,183,1,0.766,1,hybrid_v2
177,436,2,0.511,1,dense_v1
177,75,3,0.424,0,dense_v1
177,425,4,0.58,1,dense_v1
177,115,5,0.829,0,hybrid_v2
178,264,1,0.909,1,dense_v1
178,409,2,0.431,1,hybrid_v2
178,228,3,0.941,1,dense_v1
178,31,4,0.6,1,dense_v1
178,271,5,0.64,0,dense_v1
179,205,1,0.926,1,dense_v1
179,355,2,0.524,0,dense_v1
179,207,3,0.831,0,hybrid_v2
179,311,4,0.677,0,dense_v1
179,47,5,0.658,0,dense_v1
180,322,1,0.55,0,dense_v1
180,241,2,0.701,1,hybrid_v2
180,342,3,0.835,1,hybrid_v2
180,140,4,0.847,0,hybrid_v2
180,201,5,0.45,1,dense_v1
181,108,1,0.676,1,hybrid_v2
181,271,2,0.816,1,dense_v1
181,198,3,0.87,0,dense_v1
181,435,4,0.808,1,dense_v1
181,443,5,0.686,0,hybrid_v2
182,314,1,0.615,1,hybrid_v2
182,196,2,0.79,1,dense_v1
182,393,3,0.848,0,hybrid_v2
182,169,4,0.888,0,dense_v1
182,116,5,0.872,0,dense_v1
183,180,1,0.375,0,dense_v1
183,89,2,0.48,0,hybrid_v2
183,8,3,0.586,0,dense_v1
183,240,4,0.456,0,dense_v1
183,251,5,0.941,0,dense_v1
184,410,1,0.562,0,hybrid_v2
184,491,2,0.803,1,dense_v1
184,382,3,0.906,0,hybrid_v2
184,450,4,0.36,0,hybrid_v2
184,367,5,0.426,1,hybrid_v2
185,117,1,0.429,1,hybrid_v2
185,165,2,0.633,1,hybrid_v2
185,342,3,0.645,1,dense_v1
185,340,4,0.861,1,dense_v1
185,492,5,0.519,1,hybrid_v2
186,33,1,0.907,1,dense_v1
186,209,2,0.676,1,dense_v1
186,268,3,0.97,1,dense_v1
186,401,4,0.849,0,hybrid_v2
186,212,5,0.769,1,dense_v1
187,76,1,0.637,1,hybrid_v2
187,320,2,0.573,1,dense_v1
187,164,3,0.744,0,dense_v1
187,405,4,0.563,1,dense_v1
187,279,5,0.686,1,hybrid_v2
188,181,1,0.784,0,dense_v1
188,98,2,0.373,1,hybrid_v2
188,127,3,0.596,1,hybrid_v2
188,39,4,0.805,0,dense_v1
188,255,5,0.76,1,hybrid_v2
189,223,1,0.883,1,hybrid_v2
189,32,2,0.77,0,hybrid_v2
189,146,3,0.763,0,hybrid_v2
189,349,4,0.496,0,dense_v1
189,268,5,0.697,1,hybrid_v2
190,142,1,0.551,1,hybrid_v2
190,44,2,0.676,0,hybrid_v2
190,294,3,0.757,1,hybrid_v2
190,120,4,0.735,0,hybrid_v2
190,122,5,0.78,0,hybrid_v2
191,349,1,0.967,1,dense_v1
191,313,2,0.644,0,dense_v1
191,442,3,0.483,1,dense_v1
191,117,4,0.74,1,dense_v1
191,431,5,0.519,0,hybrid_v2
192,236,1,0.56,1,dense_v1
192,408,2,0.406,0,hybrid_v2
192,237,3,0.715,1,dense_v1
192,94,4,0.487,1,hybrid_v2
192,21,5,0.881,0,dense_v1
193,123,1,0.71,1,hybrid_v2
193,132,2,0.446,0,hybrid_v2
193,154,3,0.58,0,hybrid_v2
193,229,4,0.56,1,hybrid_v2
193,146,5,0.669,0,hybrid_v2
194,332,1,0.71,1,dense_v1
194,156,2,0.614,1,dense_v1
194,491,3,0.615,1,dense_v1
194,75,4,0.853,0,dense_v1
194,276,5,0.977,1,hybrid_v2
195,269,1,0.724,1,hybrid_v2
195,364,2,0.423,1,hybrid_v2
195,363,3,0.913,1,dense_v1
195,101,4,0.457,0,hybrid_v2
195,141,5,0.934,0,hybrid_v2
196,2,1,0.68,1,dense_v1
196,231,2,0.946,1,dense_v1
196,434,3,0.708,1,dense_v1
196,45,4,0.795,1,dense_v1
196,25,5,0.798,0,hybrid_v2
197,399,1,0.872,1,dense_v1
197,435,2,0.907,0,hybrid_v2
197,28,3,0.783,1,hybrid_v2
197,94,4,0.768,1,dense_v1
197,147,5,0.899,1,hybrid_v2
198,59,1,0.528,1,hybrid_v2
198,284,2,0.882,0,hybrid_v2
198,81,3,0.87,0,dense_v1
198,457,4,0.858,1,hybrid_v2
198,9,5,0.825,1,dense_v1
199,100,1,0.89,1,hybrid_v2
199,490,2,0.537,0,dense_v1
199,362,3,0.76,0,dense_v1
199,1,4,0.801,1,hybrid_v2
199,127,5,0.408,0,dense_v1
200,457,1,0.922,1,hybrid_v2
200,475,2,0.515,1,dense_v1
200,194,3,0.54,1,dense_v1
200,186,4,0.564,1,hybrid_v2
200,122,5,0.963,0,hybrid_v2
201,153,1,0.726,1,dense_v1
201,338,2,0.903,1,dense_v1
201,470,3,0.609,0,hybrid_v2
201,273,4,0.831,0,hybrid_v2
201,91,5,0.817,0,hybrid_v2
202,377,1,0.784,0,dense_v1
202,414,2,0.888,1,hybrid_v2
202,312,3,0.694,1,dense_v1
202,25,4,0.669,1,hybrid_v2
202,274,5,0.598,0,dense_v1
203,496,1,0.886,1,dense_v1
203,489,2,0.358,1,hybrid_v2
203,97,3,0.86,1,hybrid_v2
203,168,4,0.392,0,hybrid_v2
203,46,5,0.876,1,dense_v1
204,115,1,0.782,1,hybrid_v2
204,201,2,0.817,1,dense_v1
204,146,3,0.884,1,hybrid_v2
204,494,4,0.509,0,hybrid_v2
204,345,5,0.501,0,hybrid_v2
205,398,1,0.872,0,dense_v1
205,118,2,0.639,1,hybrid_v2
205,390,3,0.572,1,hybrid_v2
205,290,4,0.865,1,dense_v1
205,423,5,0.547,0,hybrid_v2
206,382,1,0.788,1,hybrid_v2
206,404,2,0.859,1,hybrid_v2
206,111,3,0.784,0,dense_v1
206,56,4,0.87,0,hybrid_v2
206,114,5,0.727,0,hybrid_v2
207,322,1,0.569,1,dense_v1
207,186,2,0.63,0,hybrid_v2
207,127,3,0.352,0,hybrid_v2
207,500,4,0.74,0,hybrid_v2
207,144,5,0.507,1,dense_v1
208,444,1,0.792,1,hybrid_v2
208,19,2,0.427,1,hybrid_v2
208,279,3,0.687,0,hybrid_v2
208,220,4,0.655,0,hybrid_v2
208,322,5,0.69,1,dense_v1
209,358,1,0.751,1,dense_v1
209,340,2,0.846,1,hybrid_v2
209,301,3,0.754,1,hybrid_v2
209,326,4,0.517,1,dense_v1
209,275,5,0.684,1,hybrid_v2
210,296,1,0.859,1,dense_v1
210,451,2,0.545,1,dense_v1
210,439,3,0.753,1,dense_v1
210,230,4,0.908,1,hybrid_v2
210,461,5,0.416,0,dense_v1
211,307,1,0.815,1,hybrid_v2
211,488,2,0.536,1,dense_v1
211,115,3,0.553,1,dense_v1
211,352,4,0.376,0,hybrid_v2
211,273,5,0.808,0,hybrid_v2
212,29,1,0.454,1,dense_v1
212,192,2,0.515,1,dense_v1
212,206,3,0.806,0,hybrid_v2
212,368,4,0.643,1,hybrid_v2
212,141,5,0.917,0,dense_v1
213,302,1,0.744,1,hybrid_v2
213,237,2,0.879,1,dense_v1
213,73,3,0.388,0,dense_v1
213,425,4,0.624,0,hybrid_v2
213,445,5,0.379,0,dense_v1
214,307,1,0.842,1,dense_v1
214,245,2,0.958,1,hybrid_v2
214,210,3,0.684,1,dense_v1
214,365,4,0.373,1,hybrid_v2
214,200,5,0.436,1,dense_v1
215,151,1,0.8,0,dense_v1
215,198,2,0.784,1,dense_v1
215,304,3,0.478,1,dense_v1
215,367,4,0.458,1,dense_v1
215,313,5,0.911,0,dense_v1
216,88,1,0.508,1,dense_v1
216,493,2,0.643,0,hybrid_v2
216,266,3,0.736,1,dense_v1
216,359,4,0.572,0,dense_v1
216,206,5,0.884,0,dense_v1
217,276,1,0.516,1,dense_v1
217,432,2,0.858,1,hybrid_v2
217,147,3,0.391,1,hybrid_v2
217,203,4,0.873,1,dense_v1
217,150,5,0.69,0,dense_v1
218,52,1,0.956,1,dense_v1
218,406,2,0.728,1,dense_v1
218,416,3,0.687,0,dense_v1
218,315,4,0.417,0,hybrid_v2
218,367,5,0.674,0,dense_v1
219,319,1,0.922,1,dense_v1
219,170,2,0.358,1,hybrid_v2
219,133,3,0.742,0,dense_v1
219,128,4,0.864,1,dense_v1
219,18,5,0.634,0,hybrid_v2
220,107,1,0.714,1,dense_v1
220,330,2,0.944,1,dense_v1
220,388,3,0.48,0,dense_v1
220,19,4,0.491,1,dense_v1
220,474,5,0.921,1,dense_v1
221,254,1,0.526,0,hybrid_v2
221,446,2,0.883,0,hybrid_v2
221,408,3,0.659,1,dense_v1
221,18,4,0.856,0,dense_v1
221,24,5,0.394,0,dense_v1
222,112,1,0.4,0,hybrid_v2
222,491,2,0.916,1,dense_v1
222,325,3,0.708,0,dense_v1
222,340,4,0.669,0,hybrid_v2
222,432,5,0.527,0,hybrid_v2
223,33,1,0.762,1,hybrid_v2
223,235,2,0.506,0,hybrid_v2
223,134,3,0.482,0,hybrid_v2
223,110,4,0.849,0,dense_v1
223,272,5,0.641,0,hybrid_v2
224,410,1,0.897,1,dense_v1
224,380,2,0.472,1,hybrid_v2
224,483,3,0.366,1,dense_v1
224,270,4,0.589,1,hybrid_v2
224,139,5,0.372,0,dense_v1
225,3,1,0.417,1,hybrid_v2
225,402,2,0.862,1,hybrid_v2
225,401,3,0.474,1,hybrid_v2
225,259,4,0.966,0,hybrid_v2
225,320,5,0.514,0,dense_v1
226,302,1,0.936,1,hybrid_v2
226,144,2,0.716,1,dense_v1
226,182,3,0.813,1,hybrid_v2
226,111,4,0.561,0,hybrid_v2
226,400,5,0.789,1,hybrid_v2
227,420,1,0.527,0,hybrid_v2
227,499,2,0.38,1,dense_v1
227,258,3,0.835,1,hybrid_v2
227,148,4,0.772,1,hybrid_v2
227,75,5,0.594,1,dense_v1
228,266,1,0.625,0,dense_v1
228,369,2,0.935,1,dense_v1
228,332,3,0.925,0,hybrid_v2
228,323,4,0.469,0,hybrid_v2
228,326,5,0.809,0,hybrid_v2
229,80,1,0.45,0,hybrid_v2
229,306,2,0.767,1,hybrid_v2
229,306,3,0.912,0,hybrid_v2
229,298,4,0.383,1,hybrid_v2
229,428,5,0.563,0,dense_v1
230,467,1,0.625,1,hybrid_v2
230,382,2,0.374,1,dense_v1
230,119,3,0.452,0,dense_v1
230,63,4,0.671,1,dense_v1
230,296,5,0.907,1,dense_v1
231,260,1,0.823,1,hybrid_v2
231,9,2,0.73,1,hybrid_v2
231,409,3,0.496,0,dense_v1
231,79,4,0.466,1,hybrid_v2
231,342,5,0.836,0,dense_v1
232,298,1,0.962,1,dense_v1
232,484,2,0.974,1,hybrid_v2
232,454,3,0.4,1,dense_v1
232,227,4,0.515,1,hybrid_v2
232,309,5,0.797,1,dense_v1
233,154,1,0.456,1,dense_v1
233,85,2,0.575,1,hybrid_v2
233,497,3,0.696,0,hybrid_v2
233,233,4,0.435,1,dense_v1
233,407,5,0.413,0,dense_v1
234,111,1,0.361,1,dense_v1
234,365,2,0.971,1,hybrid_v2
234,102,3,0.582,0,hybrid_v2
234,71,4,0.57,0,hybrid_v2
234,349,5,0.723,0,dense_v1
235,284,1,0.622,1,hybrid_v2
235,432,2,0.363,1,dense_v1
235,28,3,0.822,1,dense_v1
235,452,4,0.763,1,hybrid_v2
235,210,5,0.697,0,dense_v1
236,366,1,0.655,0,hybrid_v2
236,369,2,0.696,1,hybrid_v2
236,24,3,0.932,1,hybrid_v2
236,478,4,0.827,1,hybrid_v2
236,246,5,0.406,1,dense_v1
237,339,1,0.431,1,hybrid_v2
237,411,2,0.404,1,hybrid_v2
237,282,3,0.363,0,hybrid_v2
237,478,4,0.973,0,dense_v1
237,274,5,0.577,0,hybrid_v2
238,434,1,0.969,1,dense_v1
238,53,2,0.464,1,dense_v1
238,74,3,0.689,0,dense_v1
238,208,4,0.713,1,hybrid_v2
238,361,5,0.542,0,hybrid_v2
239,78,1,0.373,1,dense_v1
239,144,2,0.488,1,hybrid_v2
239,172,3,0.905,1,hybrid_v2
239,172,4,0.683,1,hybrid_v2
239,315,5,0.773,0,hybrid_v2
240,378,1,0.93,1,dense_v1
240,421,2,0.673,0,hybrid_v2
240,443,3,0.388,0,dense_v1
240,174,4,0.385,1,hybrid_v2
240,224,5,0.861,0,dense_v1
241,355,1,0.717,1,dense_v1
241,241,2,0.768,1,hybrid_v2
241,282,3,0.452,0,hybrid_v2
241,466,4,0.775,0,hybrid_v2
241,139,5,0.71,0,dense_v1
242,142,1,0.514,1,dense_v1
242,119,2,0.661,1,hybrid_v2
242,474,3,0.545,0,hybrid_v2
242,498,4,0.769,1,hybrid_v2
242,489,5,0.507,0,hybrid_v2
243,209,1,0.682,1,dense_v1
243,462,2,0.352,1,hybrid_v2
243,18,3,0.713,0,dense_v1
243,185,4,0.683,0,dense_v1
243,52,5,0.439,0,hybrid_v2
244,181,1,0.422,1,dense_v1
244,256,2,0.704,1,hybrid_v2
244,88,3,0.746,1,hybrid_v2
244,355,4,0.383,0,hybrid_v2
244,416,5,0.8,0,hybrid_v2
245,8,1,0.658,1,dense_v1
245,224,2,0.753,1,hybrid_v2
245,260,3,0.836,0,dense_v1
245,350,4,0.908,0,hybrid_v2
245,150,5,0.911,1,dense_v1
246,157,1,0.658,1,dense_v1
246,223,2,0.431,1,dense_v1
246,113,3,0.557,1,hybrid_v2
246,316,4,0.804,1,dense_v1
246,298,5,0.882,1,hybrid_v2
247,458,1,0.622,1,dense_v1
247,405,2,0.584,0,hybrid_v2
247,48,3,0.828,0,dense_v1
247,245,4,0.649,0,dense_v1
247,175,5,0.656,0,hybrid_v2
248,424,1,0.881,1,dense_v1
248,468,2,0.53,0,hybrid_v2
248,372,3,0.946,1,hybrid_v2
248,103,4,0.461,1,hybrid_v2
248,251,5,0.599,1,hybrid_v2
249,439,1,0.747,0,hybrid_v2
249,498,2,0.659,1,hybrid_v2
249,103,3,0.813,0,dense_v1
249,299,4,0.652,0,hybrid_v2
249,21,5,0.689,0,hybrid_v2
250,107,1,0.751,1,dense_v1
250,179,2,0.519,1,hybrid_v2
250,103,3,0.383,1,hybrid_v2
250,316,4,0.414,0,hybrid_v2
250,270,5,0.835,1,hybrid_v2
251,406,1,0.415,1,hybrid_v2
251,327,2,0.617,1,hybrid_v2
251,204,3,0.601,1,hybrid_v2
251,215,4,0.921,0,dense_v1
251,420,5,0.818,0,dense_v1
252,468,1,0.455,1,dense_v1
252,205,2,0.801,1,dense_v1
252,322,3,0.49,1,hybrid_v2
252,472,4,0.532,0,dense_v1
252,100,5,0.839,0,dense_v1
253,254,1,0.396,0,hybrid_v2
253,209,2,0.569,1,dense_v1
253,364,3,0.957,0,hybrid_v2
253,310,4,0.409,1,dense_v1
253,67,5,0.797,0,dense_v1
254,334,1,0.786,1,dense_v1
254,440,2,0.717,1,dense_v1
254,104,3,0.523,1,dense_v1
254,307,4,0.831,0,hybrid_v2
254,124,5,0.924,0,dense_v1
255,360,1,0.743,0,dense_v1
255,387,2,0.738,1,dense_v1
255,492,3,0.91,0,hybrid_v2
255,248,4,0.691,0,hybrid_v2
255,448,5,0.467,0,hybrid_v2
256,113,1,0.958,1,dense_v1
256,60,2,0.973,0,hybrid_v2
256,459,3,0.893,0,dense_v1
256,83,4,0.408,1,dense_v1
256,425,5,0.915,0,dense_v1
257,109,1,0.731,1,dense_v1
257,330,2,0.703,1,hybrid_v2
257,63,3,0.487,1,hybrid_v2
257,90,4,0.583,0,hybrid_v2
257,263,5,0.38,1,hybrid_v2
258,131,1,0.585,1,hybrid_v2
258,471,2,0.895,1,hybrid_v2
258,175,3,0.7,1,dense_v1
258,93,4,0.616,0,hybrid_v2
258,441,5,0.648,1,dense_v1
259,279,1,0.393,0,dense_v1
259,471,2,0.666,0,dense_v1
259,1,3,0.592,0,hybrid_v2
259,454,4,0.391,1,dense_v1
259,305,5,0.655,0,hybrid_v2
260,159,1,0.49,1,hybrid_v2
260,315,2,0.627,1,dense_v1
260,328,3,0.7,1,dense_v1
260,85,4,0.709,0,dense_v1
260,273,5,0.924,0,dense_v1
261,218,1,0.574,1,dense_v1
261,101,2,0.805,0,hybrid_v2
261,269,3,0.666,1,hybrid_v2
261,320,4,0.788,1,hybrid_v2
261,187,5,0.749,0,dense_v1
262,113,1,0.73,1,dense_v1
262,389,2,0.955,1,dense_v1
262,403,3,0.548,0,hybrid_v2
262,436,4,0.526,0,hybrid_v2
262,277,5,0.514,0,hybrid_v2
263,316,1,0.96,1,dense_v1
263,144,2,0.756,1,dense_v1
263,11,3,0.863,0,hybrid_v2
263,88,4,0.497,0,hybrid_v2
263,296,5,0.888,0,hybrid_v2
264,409,1,0.786,1,hybrid_v2
264,468,2,0.802,0,dense_v1
264,490,3,0.974,0,dense_v1
264,91,4,0.591,0,hybrid_v2
264,286,5,0.414,1,hybrid_v2
265,193,1,0.426,0,dense_v1
265,160,2,0.657,1,dense_v1
265,78,3,0.544,1,dense_v1
265,365,4,0.558,0,hybrid_v2
265,67,5,0.689,0,hybrid_v2
266,35,1,0.96,1,dense_v1
266,303,2,0.46,1,hybrid_v2
266,303,3,0.824,1,dense_v1
266,339,4,0.604,0,hybrid_v2
266,243,5,0.578,0,dense_v1
267,324,1,0.833,1,hybrid_v2
267,194,2,0.441,1,hybrid_v2
267,400,3,0.625,1,hybrid_v2
267,497,4,0.364,0,hybrid_v2
267,318,5,0.52,1,hybrid_v2
268,122,1,0.547,1,dense_v1
268,439,2,0.55,1,dense_v1
268,458,3,0.661,1,hybrid_v2
268,300,4,0.53,0,hybrid_v2
268,116,5,0.727,1,dense_v1
269,195,1,0.42,1,hybrid_v2
269,378,2,0.848,0,hybrid_v2
269,350,3,0.415,1,hybrid_v2
269,87,4,0.63,0,dense_v1
269,246,5,0.889,0,dense_v1
270,190,1,0.918,0,hybrid_v2
270,365,2,0.493,0,dense_v1
270,400,3,0.871,1,dense_v1
270,40,4,0.844,0,dense_v1
270,181,5,0.945,0,hybrid_v2
271,328,1,0.842,1,dense_v1
271,427,2,0.361,1,dense_v1
271,308,3,0.4,1,hybrid_v2
271,412,4,0.472,0,dense_v1
271,298,5,0.765,1,dense_v1
272,362,1,0.947,1,dense_v1
272,395,2,0.391,1,hybrid_v2
272,275,3,0.935,0,hybrid_v2
272,418,4,0.939,0,dense_v1
272,146,5,0.71,0,dense_v1
273,238,1,0.52,1,dense_v1
273,294,2,0.6,0,hybrid_v2
273,467,3,0.452,0,dense_v1
273,356,4,0.751,1,dense_v1
273,283,5,0.635,0,hybrid_v2
274,160,1,0.52,1,dense_v1
274,480,2,0.66,0,hybrid_v2
274,459,3,0.407,1,hybrid_v2
274,393,4,0.733,0,hybrid_v2
274,256,5,0.381,1,hybrid_v2
275,57,1,0.647,1,dense_v1
275,488,2,0.403,0,dense_v1
275,138,3,0.609,1,hybrid_v2
275,240,4,0.364,1,dense_v1
275,114,5,0.486,1,hybrid_v2
276,23,1,0.962,1,dense_v1
276,392,2,0.495,1,dense_v1
276,28,3,0.917,1,dense_v1
276,276,4,0.376,0,dense_v1
276,361,5,0.364,1,hybrid_v2
277,251,1,0.415,1,hybrid_v2
277,246,2,0.403,1,hybrid_v2
277,397,3,0.882,1,hybrid_v2
277,377,4,0.723,1,dense_v1
277,27,5,0.798,1,hybrid_v2
278,491,1,0.969,1,hybrid_v2
278,353,2,0.694,1,hybrid_v2
278,96,3,0.52,0,hybrid_v2
278,269,4,0.499,0,hybrid_v2
278,24,5,0.765,0,hybrid_v2
279,126,1,0.825,1,dense_v1
279,294,2,0.43,1,hybrid_v2
279,61,3,0.356,0,dense_v1
279,395,4,0.856,0,hybrid_v2
279,456,5,0.977,0,hybrid_v2
280,337,1,0.42,1,hybrid_v2
280,181,2,0.493,0,dense_v1
280,145,3,0.657,0,dense_v1
280,339,4,0.792,1,dense_v1
280,1,5,0.558,0,dense_v1
281,368,1,0.865,1,hybrid_v2
281,210,2,0.726,1,dense_v1
281,362,3,0.879,1,hybrid_v2
281,412,4,0.872,0,hybrid_v2
281,89,5,0.868,0,dense_v1
282,385,1,0.574,1,dense_v1
282,250,2,0.53,0,hybrid_v2
282,19,3,0.742,1,dense_v1
282,452,4,0.899,1,hybrid_v2
282,371,5,0.847,0,dense_v1
283,334,1,0.364,1,hybrid_v2
283,120,2,0.845,1,dense_v1
283,289,3,0.885,0,hybrid_v2
283,153,4,0.92,0,dense_v1
283,331,5,0.975,0,hybrid_v2
284,444,1,0.751,0,dense_v1
284,361,2,0.494,0,dense_v1
284,323,3,0.541,1,dense_v1
284,221,4,0.63,0,hybrid_v2
284,498,5,0.927,1,hybrid_v2
285,150,1,0.604,1,hybrid_v2
285,467,2,0.602,1,hybrid_v2
285,410,3,0.957,0,dense_v1
285,437,4,0.69,0,hybrid_v2
285,192,5,0.69,1,hybrid_v2
286,104,1,0.637,1,hybrid_v2
286,213,2,0.358,1,hybrid_v2
286,324,3,0.665,1,hybrid_v2
286,109,4,0.711,0,hybrid_v2
286,121,5,0.921,1,dense_v1
287,108,1,0.9,1,hybrid_v2
287,437,2,0.409,1,hybrid_v2
287,411,3,0.47,0,dense_v1
287,289,4,0.657,0,dense_v1
287,483,5,0.972,1,dense_v1
288,5,1,0.586,1,dense_v1
288,84,2,0.98,0,hybrid_v2
288,270,3,0.54,0,dense_v1
288,132,4,0.383,0,hybrid_v2
288,204,5,0.704,0,hybrid_v2
289,264,1,0.391,0,hybrid_v2
289,231,2,0.813,1,hybrid_v2
289,384,3,0.508,0,dense_v1
289,106,4,0.373,1,dense_v1
289,333,5,0.862,1,dense_v1
290,86,1,0.51,1,dense_v1
290,487,2,0.724,0,hybrid_v2
290,97,3,0.78,0,hybrid_v2
290,457,4,0.496,1,hybrid_v2
290,311,5,0.426,1,dense_v1
291,19,1,0.402,1,hybrid_v2
291,69,2,0.505,1,dense_v1
291,26,3,0.842,0,hybrid_v2
291,18,4,0.588,1,dense_v1
291,331,5,0.482,0,hybrid_v2
292,38,1,0.699,0,hybrid_v2
292,253,2,0.831,1,dense_v1
292,10,3,0.442,1,hybrid_v2
292,174,4,0.47,1,dense_v1
292,24,5,0.358,0,dense_v1
293,325,1,0.548,1,dense_v1
293,251,2,0.669,1,dense_v1
293,451,3,0.478,0,dense_v1
293,111,4,0.462,1,hybrid_v2
293,368,5,0.85,0,dense_v1
