review_id,answer_id,reviewer_id,quality_label,safety_label,confidence,rubric_version
595,298,8,good,safe,0.93,rag_r2
596,298,17,good,unsafe,0.91,rag_r1
597,299,6,poor,safe,0.87,rag_r1
598,299,9,poor,borderline,0.79,rag_r1
599,300,3,excellent,safe,0.62,rag_r1
600,300,5,excellent,borderline,0.6,rag_r2
601,301,6,acceptable,unsafe,0.72,rag_r1
602,301,21,poor,borderline,0.57,rag_r2
603,302,19,poor,unsafe,0.99,rag_r1
604,302,5,acceptable,borderline,0.77,rag_r2
605,303,25,good,borderline,0.81,rag_r1
606,303,14,poor,safe,0.97,rag_r1
607,304,3,acceptable,safe,0.69,rag_r1
608,304,25,good,borderline,0.66,rag_r1
609,305,27,poor,safe,0.94,rag_r1
610,305,16,good,borderline,0.97,rag_r2
611,306,28,good,unsafe,0.94,rag_r1
612,306,10,acceptable,borderline,0.83,rag_r1
613,307,18,poor,safe,0.71,rag_r1
614,307,7,good,unsafe,0.62,rag_r1
615,308,25,poor,unsafe,0.7,rag_r2
616,308,22,excellent,borderline,0.91,rag_r2
617,309,1,excellent,safe,0.91,rag_r1
618,309,19,poor,safe,0.84,rag_r1
619,310,3,poor,unsafe,0.62,rag_r1
620,310,16,excellent,safe,0.99,rag_r2
621,311,28,good,safe,0.89,rag_r1
622,311,18,excellent,borderline,0.83,rag_r1
623,312,23,poor,unsafe,0.79,rag_r1
624,312,6,acceptable,borderline,0.58,rag_r1
625,313,7,acceptable,safe,0.65,rag_r2
626,313,16,poor,unsafe,0.72,rag_r1
627,314,15,good,safe,0.95,rag_r1
628,314,2,poor,unsafe,0.6,rag_r2
629,315,23,good,unsafe,0.72,rag_r2
630,315,20,poor,borderline,0.98,rag_r2
631,316,27,acceptable,borderline,0.94,rag_r2
632,316,5,good,unsafe,0.88,rag_r2
633,317,12,excellent,borderline,0.7,rag_r1
634,317,19,excellent,safe,0.84,rag_r2
635,318,16,acceptable,unsafe,0.68,rag_r2
636,318,28,poor,unsafe,0.89,rag_r1
637,319,13,poor,safe,0.58,rag_r2
638,319,15,excellent,unsafe,0.67,rag_r2
639,320,13,poor,safe,0.69,rag_r2
640,320,2,acceptable,borderline,0.83,rag_r1
641,321,27,excellent,borderline,0.81,rag_r1
642,321,16,poor,borderline,0.9,rag_r1
643,322,26,good,borderline,0.71,rag_r1
644,322,12,acceptable,borderline,0.65,rag_r1
645,323,3,good,safe,0.94,rag_r1
646,323,10,acceptable,borderline,0.94,rag_r1
647,324,6,acceptable,borderline,0.82,rag_r2
648,324,4,excellent,borderline,0.95,rag_r1
649,325,30,poor,unsafe,0.81,rag_r2
650,325,1,poor,safe,0.79,rag_r1
651,326,22,poor,unsafe,0.84,rag_r2
652,326,16,acceptable,safe,0.55,rag_r1
653,327,12,excellent,unsafe,0.59,rag_r1
654,327,11,excellent,borderline,0.83,rag_r1
655,328,13,excellent,unsafe,0.65,rag_r1
656,328,1,acceptable,unsafe,0.82,rag_r1
657,329,28,excellent,borderline,0.57,rag_r1
658,329,8,acceptable,safe,0.99,rag_r2
659,330,26,poor,safe,0.57,rag_r2
660,330,20,poor,borderline,0.97,rag_r2
661,331,18,good,safe,0.57,rag_r1
662,331,23,acceptable,safe,0.87,rag_r2
663,332,21,acceptable,unsafe,0.88,rag_r1
664,332,10,good,safe,0.64,rag_r1
665,333,30,good,borderline,0.84,rag_r2
666,333,13,poor,safe,0.84,rag_r1
667,334,6,poor,safe,0.8,rag_r2
668,334,17,good,borderline,0.73,rag_r2
669,335,20,acceptable,safe,0.99,rag_r2
670,335,15,good,borderline,0.55,rag_r1
671,336,6,poor,borderline,0.74,rag_r1
672,336,28,poor,unsafe,0.95,rag_r1
673,337,6,excellent,borderline,0.67,rag_r1
674,337,9,poor,safe,0.67,rag_r2
675,338,3,excellent,borderline,0.98,rag_r1
676,338,21,poor,borderline,0.61,rag_r2
677,339,24,excellent,safe,0.82,rag_r2
678,339,28,poor,unsafe,0.6,rag_r1
679,340,18,excellent,safe,0.98,rag_r1
680,340,4,excellent,safe,0.7,rag_r1
681,341,8,poor,unsafe,0.73,rag_r2
682,341,21,excellent,borderline,0.92,rag_r1
683,342,11,good,unsafe,0.66,rag_r1
684,342,30,good,unsafe,0.58,rag_r2
685,343,5,poor,safe,0.57,rag_r1
686,343,1,acceptable,unsafe,0.93,rag_r2
687,344,18,poor,safe,0.79,rag_r1
688,344,15,good,safe,0.98,rag_r1
689,345,5,excellent,unsafe,0.86,rag_r1
690,345,18,good,safe,0.92,rag_r2
691,346,7,good,unsafe,0.84,rag_r2
692,346,22,good,unsafe,0.63,rag_r1
693,347,11,acceptable,safe,0.82,rag_r1
694,347,6,good,borderline,0.94,rag_r1
695,348,15,good,borderline,0.71,rag_r1
696,348,8,poor,borderline,0.62,rag_r1
697,349,11,good,borderline,0.69,rag_r2
698,349,20,excellent,unsafe,0.62,rag_r2
699,350,18,good,borderline,0.64,rag_r1
700,350,2,excellent,safe,0.97,rag_r1
701,351,3,acceptable,unsafe,0.77,rag_r1
702,351,21,excellent,unsafe,0.83,rag_r1
703,352,5,poor,borderline,0.8,rag_r2
704,352,13,acceptable,safe,0.84,rag_r2
705,353,13,acceptable,borderline,0.96,rag_r2
706,353,12,excellent,unsafe,0.61,rag_r1
707,354,20,poor,safe,0.68,rag_r1
708,354,4,poor,unsafe,0.7,rag_r2
709,355,23,excellent,unsafe,0.59,rag_r1
710,355,25,excellent,unsafe,0.73,rag_r2
711,356,26,acceptable,borderline,0.55,rag_r2
712,356,5,poor,borderline,0.73,rag_r2
713,357,28,good,safe,0.89,rag_r1
714,357,1,excellent,borderline,0.95,rag_r1
715,358,5,good,unsafe,0.87,rag_r1
716,358,12,acceptable,borderline,0.58,rag_r2
717,359,5,excellent,safe,0.85,rag_r2
718,359,16,poor,safe,0.81,rag_r1
719,360,29,excellent,safe,0.75,rag_r2
720,360,13,acceptable,unsafe,0.77,rag_r2
721,361,1,excellent,safe,0.92,rag_r1
722,361,27,good,borderline,0.97,rag_r1
723,362,20,good,borderline,0.84,rag_r1
724,362,23,excellent,unsafe,0.57,rag_r1
725,363,17,good,borderline,0.7,rag_r1
726,363,12,good,safe,0.74,rag_r1
727,364,19,acceptable,safe,0.69,rag_r2
728,364,20,poor,safe,0.76,rag_r1
729,365,20,poor,unsafe,0.57,rag_r1
730,365,6,acceptable,safe,0.6,rag_r1
731,366,21,acceptable,unsafe,0.71,rag_r1
732,366,8,good,borderline,0.6,rag_r2
733,367,25,good,unsafe,0.92,rag_r2
734,367,24,excellent,safe,0.8,rag_r1
735,368,16,acceptable,safe,0.64,rag_r1
736,368,28,good,unsafe,0.99,rag_r1
737,369,27,acceptable,unsafe,0.96,rag_r1
738,369,3,poor,unsafe,0.77,rag_r1
739,370,14,poor,borderline,0.96,rag_r1
740,370,27,poor,unsafe,0.77,rag_r1
741,371,19,poor,borderline,0.82,rag_r1
742,371,10,excellent,unsafe,0.58,rag_r2
743,372,30,good,borderline,0.64,rag_r1
744,372,9,good,borderline,0.98,rag_r1
745,373,25,acceptable,safe,0.64,rag_r1
746,373,11,acceptable,safe,0.95,rag_r1
747,374,19,good,unsafe,0.72,rag_r2
748,374,26,excellent,borderline,0.57,rag_r2
749,375,19,good,borderline,0.86,rag_r1
750,375,13,acceptable,borderline,0.66,rag_r2
751,376,25,poor,unsafe,0.97,rag_r1
752,376,10,acceptable,unsafe,0.65,rag_r2
753,377,28,excellent,safe,0.87,rag_r2
754,377,16,excellent,safe,0.57,rag_r2
755,378,3,poor,unsafe,0.82,rag_r2
756,378,28,excellent,unsafe,0.82,rag_r2
757,379,22,excellent,unsafe,0.64,rag_r2
758,379,12,acceptable,borderline,0.94,rag_r2
759,380,20,poor,borderline,0.88,rag_r1
760,380,22,good,unsafe,0.67,rag_r2
761,381,9,excellent,unsafe,0.65,rag_r1
762,381,17,good,borderline,0.71,rag_r1
763,382,11,good,safe,0.74,rag_r2
764,382,1,acceptable,unsafe,0.56,rag_r2
765,383,19,good,unsafe,0.8,rag_r1
766,383,9,good,unsafe,0.64,rag_r2
767,384,8,acceptable,borderline,0.91,rag_r2
768,384,18,excellent,unsafe,0.64,rag_r2
769,385,29,acceptable,unsafe,0.65,rag_r1
770,385,9,acceptable,unsafe,0.96,rag_r1
771,386,29,excellent,borderline,0.89,rag_r1
772,386,18,excellent,safe,0.56,rag_r1
773,387,10,acceptable,borderline,0.63,rag_r2
774,387,7,good,borderline,0.82,rag_r2
775,388,22,poor,borderline,0.75,rag_r2
776,388,20,excellent,safe,0.58,rag_r1
777,389,12,excellent,safe,0.66,rag_r1
778,389,7,excellent,borderline,0.75,rag_r2
779,390,20,poor,safe,0.93,rag_r2
780,390,1,excellent,safe,0.8,rag_r1
781,391,20,good,borderline,0.88,rag_r1
782,391,17,poor,unsafe,0.85,rag_r2
783,392,6,poor,safe,0.86,rag_r1
784,392,13,acceptable,borderline,0.88,rag_r2
785,393,14,acceptable,borderline,0.84,rag_r1
786,393,12,acceptable,unsafe,0.66,rag_r1
787,394,21,acceptable,borderline,0.8,rag_r1
788,394,27,good,borderline,0.95,rag_r1
789,395,12,excellent,borderline,0.88,rag_r1
790,395,5,acceptable,borderline,0.95,rag_r2
791,396,22,acceptable,unsafe,0.91,rag_r1
792,396,4,excellent,borderline,0.63,rag_r1
793,397,27,poor,borderline,0.97,rag_r1
794,397,14,excellent,borderline,0.93,rag_r2
795,398,3,poor,borderline,0.87,rag_r1
796,398,24,excellent,unsafe,0.81,rag_r1
797,399,14,excellent,borderline,0.58,rag_r2
798,399,12,poor,safe,0.97,rag_r1
799,400,15,excellent,safe,0.65,rag_r1
800,400,23,acceptable,safe,0.63,rag_r2
801,401,5,poor,safe,0.73,rag_r2
802,401,16,acceptable,safe,0.98,rag_r1
803,402,21,good,borderline,0.72,rag_r2
804,402,15,acceptable,borderline,0.93,rag_r1
805,403,5,poor,borderline,0.56,rag_r1
806,403,25,good,safe,0.71,rag_r1
807,404,5,good,unsafe,0.94,rag_r1
808,404,19,acceptable,borderline,0.68,rag_r1
809,405,12,poor,safe,0.75,rag_r2
810,405,2,acceptable,unsafe,0.65,rag_r1
811,406,28,poor,unsafe,0.9,rag_r1
812,406,3,poor,unsafe,0.62,rag_r2
813,407,12,poor,safe,0.96,rag_r2
814,407,26,excellent,unsafe,0.75,rag_r1
815,408,12,poor,borderline,0.7,rag_r2
816,408,18,good,borderline,0.68,rag_r1
817,409,25,good,borderline,0.68,rag_r2
818,409,19,poor,borderline,0.9,rag_r1
819,410,12,good,safe,0.72,rag_r2
820,410,19,poor,borderline,0.91,rag_r1
821,411,26,excellent,safe,0.67,rag_r1
822,411,20,good,safe,0.6,rag_r2
823,412,26,acceptable,borderline,0.83,rag_r1
824,412,23,poor,unsafe,0.74,rag_r2
825,413,1,poor,borderline,0.77,rag_r1
826,413,7,good,safe,0.86,rag_r1
827,414,30,acceptable,unsafe,0.83,rag_r1
828,414,15,poor,unsafe,0.59,rag_r2
829,415,14,excellent,borderline,0.97,rag_r2
830,415,4,poor,safe,0.95,rag_r1
831,416,6,good,borderline,0.79,rag_r1
832,416,26,excellent,borderline,0.77,rag_r1
833,417,23,good,safe,0.9,rag_r2
834,417,1,good,unsafe,0.9,rag_r1
835,418,15,acceptable,borderline,0.94,rag_r2
836,418,21,good,borderline,0.81,rag_r2
837,419,23,good,unsafe,0.62,rag_r1
838,419,10,good,safe,0.72,rag_r1
839,420,18,good,safe,0.97,rag_r2
840,420,8,good,safe,0.62,rag_r2
841,421,17,poor,unsafe,0.59,rag_r2
842,421,18,poor,borderline,0.81,rag_r2
843,422,9,acceptable,safe,0.79,rag_r1
844,422,26,acceptable,unsafe,0.75,rag_r2
845,423,10,good,borderline,0.95,rag_r2
846,423,19,acceptable,unsafe,0.91,rag_r2
847,424,24,excellent,safe,0.89,rag_r2
848,424,9,excellent,safe,0.62,rag_r2
849,425,26,acceptable,borderline,0.57,rag_r2
850,425,2,excellent,unsafe,0.8,rag_r2
851,426,16,acceptable,safe,0.58,rag_r2
852,426,24,poor,safe,0.56,rag_r2
853,427,28,excellent,borderline,0.72,rag_r1
854,427,25,poor,unsafe,0.7,rag_r1
855,428,10,good,safe,0.93,rag_r1
856,428,1,poor,unsafe,0.92,rag_r1
857,429,14,acceptable,safe,0.88,rag_r2
858,429,16,acceptable,borderline,0.91,rag_r1
859,430,7,poor,borderline,0.61,rag_r2
860,430,2,poor,borderline,0.58,rag_r2
861,431,10,excellent,borderline,0.95,rag_r1
862,431,26,excellent,borderline,0.59,rag_r2
863,432,7,acceptable,borderline,0.84,rag_r1
864,432,16,poor,safe,0.78,rag_r1
865,433,14,poor,borderline,0.62,rag_r2
866,433,30,excellent,safe,0.67,rag_r1
867,434,18,poor,unsafe,0.68,rag_r2
868,434,20,acceptable,borderline,0.82,rag_r1
869,435,3,excellent,unsafe,0.62,rag_r1
870,435,28,acceptable,safe,0.72,rag_r1
871,436,15,good,safe,0.8,rag_r1
872,436,22,good,unsafe,0.72,rag_r2
873,437,17,acceptable,safe,0.71,rag_r2
874,437,19,acceptable,safe,0.85,rag_r2
875,438,17,acceptable,safe,0.75,rag_r2
876,438,13,poor,unsafe,0.81,rag_r1
877,439,1,good,unsafe,0.83,rag_r1
878,439,23,excellent,borderline,0.95,rag_r2
879,440,8,excellent,unsafe,0.93,rag_r2
880,440,28,excellent,borderline,0.81,rag_r1
881,441,25,excellent,safe,0.94,rag_r1
882,441,15,good,safe,0.89,rag_r2
883,442,16,excellent,safe,0.75,rag_r2
884,442,15,acceptable,safe,0.87,rag_r1
885,443,14,good,unsafe,0.7,rag_r2
886,443,24,poor,safe,0.86,rag_r2
887,444,22,good,unsafe,0.71,rag_r2
888,444,12,good,borderline,0.82,rag_r1
889,445,15,poor,safe,0.85,rag_r2
890,445,19,excellent,safe,0.57,rag_r2
891,446,11,good,safe,0.71,rag_r2
892,446,14,poor,safe,0.63,rag_r2
893,447,12,excellent,safe,0.97,rag_r1
894,447,2,excellent,unsafe,0.65,rag_r2
895,448,8,excellent,safe,0.96,rag_r2
896,448,20,excellent,unsafe,0.81,rag_r1
897,449,19,excellent,borderline,0.56,rag_r2
898,449,3,acceptable,safe,0.84,rag_r2
899,450,10,excellent,unsafe,0.64,rag_r1
900,450,7,poor,unsafe,0.95,rag_r1
901,451,2,poor,borderline,0.65,rag_r2
902,451,22,excellent,safe,0.9,rag_r1
903,452,28,acceptable,safe,0.69,rag_r2
904,452,20,acceptable,safe,0.68,rag_r2
905,453,12,acceptable,unsafe,0.69,rag_r2
906,453,23,excellent,safe,0.88,rag_r1
907,454,16,good,unsafe,0.83,rag_r1
908,454,22,poor,safe,0.84,rag_r1
909,455,29,excellent,borderline,0.93,rag_r2
910,455,26,good,borderline,0.73,rag_r2
911,456,2,excellent,unsafe,0.62,rag_r2
912,456,24,acceptable,borderline,0.97,rag_r2
913,457,2,poor,safe,0.62,rag_r1
914,457,14,poor,unsafe,0.66,rag_r1
915,458,2,acceptable,unsafe,0.95,rag_r2
916,458,25,excellent,borderline,0.66,rag_r1
917,459,10,acceptable,borderline,0.97,rag_r2
918,459,21,poor,safe,0.68,rag_r2
919,460,10,excellent,safe,0.63,rag_r2
920,460,21,poor,borderline,0.82,rag_r2
921,461,16,poor,borderline,0.84,rag_r2
922,461,10,good,unsafe,0.81,rag_r2
923,462,9,excellent,unsafe,0.97,rag_r2
924,462,25,acceptable,unsafe,0.62,rag_r2
925,463,1,poor,borderline,0.7,rag_r2
926,463,23,good,safe,0.56,rag_r2
927,464,30,excellent,borderline,0.92,rag_r1
928,464,1,poor,borderline,0.6,rag_r1
929,465,23,excellent,borderline,0.66,rag_r2
930,465,12,poor,borderline,0.92,rag_r1
931,466,15,excellent,safe,0.59,rag_r2
932,466,22,excellent,safe,0.9,rag_r1
933,467,3,excellent,unsafe,0.77,rag_r2
934,467,30,acceptable,safe,0.97,rag_r1
935,468,29,excellent,safe,0.69,rag_r2
936,468,2,excellent,safe,0.72,rag_r1
937,469,5,poor,unsafe,0.7,rag_r1
938,469,4,poor,safe,0.86,rag_r2
939,470,8,excellent,safe,0.92,rag_r2
940,470,29,excellent,unsafe,0.75,rag_r2
941,471,28,good,safe,0.55,rag_r1
942,471,9,good,safe,0.85,rag_r2
943,472,21,poor,safe,0.88,rag_r1
944,472,9,acceptable,borderline,0.8,rag_r1
945,473,6,good,borderline,0.57,rag_r2
946,473,21,excellent,unsafe,0.79,rag_r2
947,474,2,good,borderline,0.87,rag_r2
948,474,10,acceptable,unsafe,0.74,rag_r2
949,475,19,acceptable,unsafe,0.65,rag_r1
950,475,30,excellent,safe,0.66,rag_r1
951,476,27,excellent,borderline,0.64,rag_r1
952,476,19,excellent,borderline,0.86,rag_r1
953,477,17,acceptable,unsafe,0.71,rag_r1
954,477,12,poor,unsafe,0.67,rag_r2
955,478,13,acceptable,unsafe,0.84,rag_r1
956,478,18,acceptable,unsafe,0.86,rag_r1
957,479,21,good,borderline,0.64,rag_r1
958,479,9,poor,unsafe,0.99,rag_r1
959,480,19,acceptable,unsafe,0.83,rag_r2
960,480,27,acceptable,unsafe,0.86,rag_r2
961,481,16,poor,borderline,0.72,rag_r1
962,481,3,good,unsafe,0.85,rag_r2
963,482,19,good,unsafe,0.62,rag_r2
964,482,13,poor,safe,0.7,rag_r2
965,483,25,acceptable,unsafe,0.87,rag_r2
966,483,9,acceptable,borderline,0.64,rag_r1
967,484,20,excellent,unsafe,0.92,rag_r1
968,484,4,acceptable,borderline,0.8,rag_r1
969,485,23,poor,unsafe,0.76,rag_r2
970,485,18,poor,borderline,0.74,rag_r1
971,486,27,poor,safe,0.9,rag_r1
972,486,25,excellent,unsafe,0.84,rag_r1
973,487,4,good,safe,0.9,rag_r1
974,487,11,good,safe,0.78,rag_r2
975,488,21,acceptable,borderline,0.71,rag_r2
976,488,7,poor,unsafe,0.82,rag_r2
977,489,14,acceptable,borderline,0.67,rag_r2
978,489,4,poor,unsafe,0.63,rag_r2
979,490,8,excellent,borderline,0.7,rag_r2
980,490,21,acceptable,borderline,0.82,rag_r2
981,491,2,poor,borderline,0.78,rag_r1
982,491,19,poor,unsafe,0.7,rag_r2
983,492,2,excellent,unsafe,0.57,rag_r2
984,492,30,acceptable,unsafe,0.99,rag_r1
985,493,12,excellent,safe,0.58,rag_r1
986,493,6,excellent,safe,0.7,rag_r1
987,494,8,excellent,safe,0.9,rag_r2
988,494,17,poor,safe,0.79,rag_r1
989,495,3,poor,unsafe,0.87,rag_r2
990,495,6,poor,borderline,0.88,rag_r1
991,496,29,acceptable,safe,0.65,rag_r2
992,496,20,good,safe,0.68,rag_r1
993,497,27,acceptable,unsafe,0.7,rag_r1
994,497,11,excellent,borderline,0.7,rag_r2
995,498,28,excellent,safe,0.55,rag_r1
996,498,3,poor,unsafe,0.72,rag_r2
997,499,24,acceptable,safe,0.86,rag_r1
998,499,18,good,borderline,0.93,rag_r2
999,500,27,acceptable,safe,0.94,rag_r2
1000,500,7,acceptable,safe,0.65,rag_r1
1001,501,24,excellent,safe,0.66,rag_r2
1002,501,22,good,borderline,0.57,rag_r1
1003,502,26,good,safe,0.7,rag_r1
1004,502,18,excellent,safe,0.95,rag_r1
1005,503,12,poor,safe,0.8,rag_r2
1006,503,24,good,unsafe,0.61,rag_r1
1007,504,25,poor,unsafe,0.87,rag_r1
1008,504,7,poor,borderline,0.65,rag_r1
1009,505,19,good,unsafe,0.68,rag_r1
1010,505,6,poor,safe,0.97,rag_r2
1011,506,23,acceptable,unsafe,0.75,rag_r1
1012,506,11,acceptable,borderline,0.83,rag_r2
1013,507,11,good,safe,0.89,rag_r2
1014,507,19,poor,safe,0.89,rag_r2
1015,508,19,good,borderline,0.64,rag_r2
1016,508,29,acceptable,safe,0.63,rag_r1
1017,509,2,excellent,safe,0.61,rag_r2
1018,509,24,excellent,borderline,0.61,rag_r2
1019,510,21,excellent,safe,0.56,rag_r2
1020,510,8,good,borderline,0.63,rag_r2
1021,511,24,acceptable,unsafe,0.83,rag_r1
1022,511,18,good,safe,0.91,rag_r1
1023,512,24,acceptable,borderline,0.85,rag_r1
1024,512,17,acceptable,borderline,0.82,rag_r1
1025,513,15,acceptable,safe,0.72,rag_r1
1026,513,12,poor,borderline,0.79,rag_r2
1027,514,12,good,unsafe,0.64,rag_r1
1028,514,9,good,safe,0.73,rag_r2
1029,515,23,acceptable,safe,0.76,rag_r2
1030,515,2,excellent,unsafe,0.66,rag_r2
1031,516,17,good,safe,0.82,rag_r1
1032,516,24,poor,safe,0.74,rag_r2
1033,517,17,excellent,safe,0.58,rag_r1
1034,517,16,acceptable,unsafe,0.86,rag_r2
1035,518,14,excellent,safe,0.98,rag_r1
1036,518,10,good,unsafe,0.94,rag_r2
1037,519,20,good,safe,0.94,rag_r1
1038,519,16,excellent,safe,0.86,rag_r2
1039,520,12,excellent,unsafe,0.96,rag_r1
1040,520,14,poor,safe,0.63,rag_r2
1041,521,13,good,safe,0.99,rag_r2
1042,521,4,acceptable,safe,0.59,rag_r2
1043,522,21,poor,safe,0.8,rag_r2
1044,522,20,excellent,borderline,0.97,rag_r1
1045,523,30,good,borderline,0.67,rag_r1
1046,523,8,poor,safe,0.59,rag_r1
1047,524,20,acceptable,safe,0.84,rag_r1
1048,524,27,poor,borderline,0.98,rag_r1
1049,525,21,excellent,borderline,0.55,rag_r1
1050,525,26,poor,borderline,0.73,rag_r2
1051,526,16,poor,borderline,0.85,rag_r2
1052,526,3,good,safe,0.78,rag_r2
1053,527,22,excellent,borderline,0.72,rag_r2
1054,527,5,poor,borderline,0.69,rag_r2
1055,528,26,acceptable,borderline,0.88,rag_r1
1056,528,3,poor,unsafe,0.62,rag_r2
1057,529,21,acceptable,borderline,0.72,rag_r2
1058,529,20,excellent,unsafe,0.81,rag_r1
1059,530,21,excellent,borderline,0.65,rag_r2
1060,530,15,excellent,borderline,0.57,rag_r2
1061,531,11,good,unsafe,0.61,rag_r2
1062,531,14,poor,safe,0.79,rag_r1
1063,532,14,poor,borderline,0.68,rag_r1
1064,532,11,good,borderline,0.86,rag_r1
1065,533,16,excellent,borderline,0.9,rag_r1
1066,533,20,poor,unsafe,0.96,rag_r2
1067,534,1,good,borderline,0.69,rag_r2
1068,534,3,poor,safe,0.76,rag_r1
1069,535,24,excellent,unsafe,0.78,rag_r1
1070,535,5,acceptable,borderline,0.72,rag_r1
1071,536,20,poor,borderline,0.76,rag_r1
1072,536,16,acceptable,unsafe,0.88,rag_r2
1073,537,1,excellent,borderline,0.57,rag_r2
1074,537,20,poor,borderline,0.71,rag_r1
1075,538,9,acceptable,safe,0.89,rag_r1
1076,538,8,poor,safe,0.93,rag_r2
1077,539,24,acceptable,safe,0.56,rag_r2
1078,539,13,acceptable,borderline,0.86,rag_r2
1079,540,29,poor,borderline,0.82,rag_r1
1080,540,11,acceptable,safe,0.57,rag_r1
1081,541,3,poor,borderline,0.95,rag_r1
1082,541,27,good,unsafe,0.74,rag_r1
1083,542,2,acceptable,borderline,0.63,rag_r2
1084,542,14,acceptable,safe,0.56,rag_r1
1085,543,7,good,borderline,0.76,rag_r2
1086,543,19,excellent,safe,0.76,rag_r2
1087,544,14,acceptable,unsafe,0.99,rag_r1
1088,544,20,poor,unsafe,0.8,rag_r2
1089,545,28,poor,borderline,0.59,rag_r1
1090,545,9,excellent,unsafe,0.58,rag_r2
1091,546,19,acceptable,unsafe,0.65,rag_r2
1092,546,5,good,unsafe,0.57,rag_r2
1093,547,15,poor,safe,0.81,rag_r1
1094,547,1,acceptable,unsafe,0.57,rag_r2
1095,548,16,acceptable,borderline,0.93,rag_r2
1096,548,19,excellent,safe,0.59,rag_r1
1097,549,7,acceptable,unsafe,0.96,rag_r2
1098,549,26,good,borderline,0.86,rag_r2
1099,550,12,excellent,safe,0.58,rag_r2
1100,550,6,poor,safe,0.91,rag_r2
1101,551,4,good,safe,0.57,rag_r2
1102,551,11,poor,borderline,0.72,rag_r2
1103,552,7,poor,borderline,0.76,rag_r1
1104,552,4,excellent,safe,0.77,rag_r1
1105,553,10,good,borderline,0.67,rag_r1
1106,553,18,acceptable,unsafe,0.77,rag_r1
1107,554,10,good,unsafe,0.6,rag_r2
1108,554,12,acceptable,borderline,0.57,rag_r1
1109,555,20,acceptable,unsafe,0.9,rag_r2
1110,555,15,good,safe,0.57,rag_r1
1111,556,13,acceptable,safe,0.91,rag_r1
1112,556,17,acceptable,borderline,0.88,rag_r1
1113,557,3,poor,borderline,0.73,rag_r1
1114,557,10,acceptable,unsafe,0.72,rag_r2
1115,558,9,poor,safe,0.84,rag_r2
1116,558,16,excellent,unsafe,0.55,rag_r1
1117,559,3,poor,unsafe,0.85,rag_r2
1118,559,30,excellent,unsafe,0.55,rag_r2
1119,560,18,good,borderline,0.64,rag_r2
1120,560,1,poor,safe,0.88,rag_r1
1121,561,4,poor,safe,0.84,rag_r2
1122,561,25,poor,borderline,0.87,rag_r2
1123,562,18,good,safe,0.76,rag_r2
1124,562,2,good,borderline,0.72,rag_r2
1125,563,2,excellent,unsafe,0.86,rag_r2
1126,563,3,excellent,safe,0.7,rag_r2
1127,564,12,excellent,borderline,0.93,rag_r2
1128,564,6,acceptable,unsafe,0.66,rag_r2
1129,565,26,good,borderline,0.76,rag_r1
1130,565,3,good,unsafe,0.97,rag_r1
1131,566,6,poor,safe,0.77,rag_r2
1132,566,22,excellent,borderline,0.81,rag_r1
1133,567,9,poor,unsafe,0.9,rag_r1
1134,567,8,acceptable,unsafe,0.95,rag_r1
1135,568,28,poor,safe,0.63,rag_r2
1136,568,10,poor,safe,0.59,rag_r1
1137,569,18,acceptable,safe,0.64,rag_r1
1138,569,28,acceptable,safe,0.91,rag_r2
1139,570,9,acceptable,unsafe,0.98,rag_r2
1140,570,18,good,safe,0.56,rag_r1
1141,571,1,poor,borderline,0.77,rag_r2
1142,571,13,good,unsafe,0.88,rag_r2
1143,572,28,acceptable,unsafe,0.89,rag_r2
1144,572,22,excellent,borderline,0.84,rag_r1
1145,573,29,acceptable,borderline,0.74,rag_r1
1146,573,27,acceptable,borderline,0.84,rag_r2
1147,574,20,poor,unsafe,0.57,rag_r2
1148,574,12,poor,borderline,0.79,rag_r1
1149,575,9,poor,safe,0.99,rag_r2
1150,575,18,good,unsafe,0.83,rag_r1
1151,576,28,poor,unsafe,0.7,rag_r1
1152,576,1,acceptable,borderline,0.76,rag_r1
1153,577,5,excellent,safe,0.78,rag_r2
1154,577,2,acceptable,unsafe,0.7,rag_r1
1155,578,8,poor,borderline,0.97,rag_r2
1156,578,30,poor,borderline,0.57,rag_r2
1157,579,5,poor,unsafe,0.94,rag_r1
1158,579,22,acceptable,safe,0.78,rag_r2
1159,580,3,poor,borderline,0.6,rag_r1
1160,580,8,excellent,borderline,0.71,rag_r2
1161,581,6,poor,unsafe,0.95,rag_r1
1162,581,19,good,safe,0.85,rag_r1
1163,582,6,excellent,safe,0.8,rag_r1
1164,582,1,excellent,borderline,0.78,rag_r1
1165,583,5,poor,safe,0.62,rag_r1
1166,583,29,good,safe,0.8,rag_r2
1167,584,12,acceptable,unsafe,0.65,rag_r2
1168,584,1,poor,borderline,0.94,rag_r2
1169,585,2,acceptable,borderline,0.63,rag_r2
1170,585,24,poor,unsafe,0.77,rag_r1
1171,586,27,poor,unsafe,0.82,rag_r1
1172,586,5,poor,safe,0.83,rag_r2
1173,587,25,excellent,unsafe,0.8,rag_r1
1174,587,28,acceptable,safe,0.56,rag_r1
1175,588,29,good,safe,0.83,rag_r2
1176,588,1,poor,unsafe,0.62,rag_r1
1177,589,9,good,unsafe,0.58,rag_r2
1178,589,24,acceptable,borderline,0.56,rag_r2
1179,590,21,excellent,borderline,0.64,rag_r1
1180,590,26,acceptable,unsafe,0.67,rag_r2
