query_id,language,query_type,gold_doc_id,difficulty,created_at
579,de,long_tail,144,hard,2026-04-15T05:09
580,he,safety,105,medium,2026-05-19T00:12
581,de,long_tail,65,hard,2026-04-01T00:51
582,he,comparison,273,easy,2026-04-04T05:19
583,fr,safety,22,easy,2026-05-28T21:01
584,he,long_tail,51,medium,2026-05-26T11:12
585,es,safety,336,easy,2026-05-17T06:40
586,en,fact,152,easy,2026-05-09T15:11
587,fr,comparison,365,medium,2026-04-11T05:22
588,fr,safety,446,hard,2026-05-11T17:10
589,ja,fact,248,easy,2026-04-09T21:15
590,es,fact,467,medium,2026-05-20T19:03
591,es,comparison,346,medium,2026-05-04T00:58
592,he,safety,208,medium,2026-04-16T02:22
593,ja,comparison,152,easy,2026-05-10T09:33
594,ja,long_tail,8,easy,2026-05-16T16:15
595,de,safety,355,medium,2026-04-16T00:54
596,de,safety,7,hard,2026-06-07T05:49
597,de,comparison,345,easy,2026-04-09T14:10
598,en,fact,444,hard,2026-06-01T09:41
599,he,comparison,376,medium,2026-04-08T15:38
600,he,comparison,348,easy,2026-04-04T01:58
601,he,fact,402,medium,2026-06-05T16:18
602,de,long_tail,165,easy,2026-04-18T05:48
603,he,procedure,331,medium,2026-06-05T08:44
604,en,fact,138,hard,2026-04-28T21:55
605,ja,procedure,258,easy,2026-06-01T17:12
606,es,comparison,206,medium,2026-06-01T14:56
607,he,safety,230,medium,2026-04-24T04:31
608,de,safety,260,hard,2026-06-03T00:31
609,fr,procedure,130,hard,2026-04-12T13:53
610,he,long_tail,424,medium,2026-04-29T14:55
611,he,long_tail,234,easy,2026-06-09T09:07
612,en,procedure,125,hard,2026-05-03T10:17
613,ja,comparison,445,medium,2026-04-09T05:43
614,es,safety,36,hard,2026-05-16T18:17
615,es,safety,220,medium,2026-04-02T05:31
616,de,comparison,139,easy,2026-04-02T12:05
617,fr,safety,185,easy,2026-05-24T04:05
618,fr,procedure,273,easy,2026-05-21T16:06
619,es,fact,79,easy,2026-04-29T04:30
620,fr,procedure,97,medium,2026-05-15T23:49
621,es,comparison,104,hard,2026-04-11T12:55
622,de,procedure,89,hard,2026-04-27T04:15
623,ja,fact,486,hard,2026-05-14T18:20
624,de,fact,428,medium,2026-06-03T10:56
625,fr,comparison,344,medium,2026-05-03T21:50
626,fr,fact,203,hard,2026-04-16T05:12
627,de,procedure,389,medium,2026-04-23T01:25
628,ja,procedure,375,medium,2026-05-29T10:30
629,en,safety,354,easy,2026-04-18T13:19
630,ja,procedure,92,medium,2026-05-28T06:18
631,fr,fact,444,easy,2026-05-11T13:20
632,fr,long_tail,468,hard,2026-05-02T15:21
633,he,long_tail,178,hard,2026-05-12T22:54
634,ja,fact,192,medium,2026-06-01T16:26
635,es,comparison,455,easy,2026-04-09T00:25
636,de,comparison,500,hard,2026-04-25T16:23
637,de,fact,58,hard,2026-06-06T08:18
638,fr,comparison,298,medium,2026-04-14T13:32
639,he,comparison,151,hard,2026-06-05T17:32
640,de,long_tail,294,easy,2026-04-21T04:29
641,he,fact,394,hard,2026-05-12T22:37
642,es,safety,166,medium,2026-04-03T15:54
643,fr,long_tail,325,medium,2026-06-08T15:39
644,ja,comparison,143,medium,2026-05-28T10:23
645,ja,fact,218,hard,2026-05-01T11:52
646,en,safety,382,hard,2026-05-13T00:14
647,he,fact,237,easy,2026-06-04T18:11
648,fr,long_tail,60,easy,2026-05-01T12:42
649,de,fact,305,medium,2026-04-16T09:47
650,he,fact,181,easy,2026-05-29T06:17
651,he,safety,386,medium,2026-06-08T07:36
652,en,fact,138,easy,2026-05-01T09:54
653,de,long_tail,122,hard,2026-04-03T17:01
654,en,long_tail,199,medium,2026-04-09T20:47
655,he,long_tail,49,hard,2026-06-03T09:18
656,en,fact,333,hard,2026-05-13T02:04
657,en,comparison,205,medium,2026-05-19T18:23
658,es,long_tail,433,hard,2026-05-01T23:31
659,ja,safety,220,medium,2026-06-07T01:28
660,ja,long_tail,74,easy,2026-04-30T21:18
661,de,long_tail,74,easy,2026-05-31T17:45
662,fr,procedure,183,medium,2026-05-18T15:36
663,fr,fact,151,hard,2026-05-12T14:27
664,de,safety,329,hard,2026-05-20T15:13
665,he,safety,208,hard,2026-04-24T04:01
666,he,safety,53,medium,2026-04-07T03:58
667,fr,safety,413,easy,2026-04-06T20:35
668,fr,long_tail,414,hard,2026-05-25T01:38
669,en,safety,163,hard,2026-05-04T00:02
670,es,fact,77,hard,2026-05-13T07:35
671,he,fact,309,easy,2026-05-24T23:04
672,de,procedure,315,medium,2026-05-26T23:28
673,he,long_tail,60,easy,2026-05-20T06:27
674,he,fact,418,hard,2026-05-30T15:30
675,en,procedure,6,medium,2026-06-02T11:51
676,en,safety,276,medium,2026-04-11T01:10
677,es,long_tail,329,hard,2026-05-14T01:22
678,he,fact,395,easy,2026-04-25T03:56
679,de,long_tail,290,hard,2026-05-24T11:02
680,en,procedure,54,hard,2026-05-14T15:22
681,fr,comparison,320,medium,2026-04-15T20:45
682,ja,safety,38,easy,2026-04-16T10:54
683,fr,comparison,26,medium,2026-04-26T10:21
684,de,fact,91,hard,2026-05-03T18:37
685,es,procedure,258,easy,2026-05-28T05:45
686,ja,procedure,369,easy,2026-05-15T13:00
687,es,long_tail,1,easy,2026-05-03T01:20
688,en,comparison,239,easy,2026-04-09T06:46
689,de,comparison,292,hard,2026-04-03T21:50
690,ja,safety,46,easy,2026-05-15T07:14
691,fr,safety,122,medium,2026-05-27T14:33
692,en,comparison,215,hard,2026-05-05T18:41
693,en,safety,172,hard,2026-05-23T13:57
694,ja,comparison,445,hard,2026-04-15T11:18
695,de,long_tail,191,hard,2026-04-01T10:52
696,he,safety,408,medium,2026-05-14T01:46
697,de,fact,495,hard,2026-04-06T19:57
698,de,fact,427,medium,2026-05-29T22:32
699,en,fact,176,medium,2026-05-14T17:22
700,de,safety,103,medium,2026-06-08T04:18
701,es,comparison,3,hard,2026-04-27T11:39
702,es,fact,77,medium,2026-05-23T11:49
703,ja,safety,169,medium,2026-04-17T18:20
704,ja,comparison,47,medium,2026-06-01T19:19
705,de,long_tail,63,medium,2026-05-14T14:56
706,en,fact,18,easy,2026-04-23T23:28
707,es,fact,475,hard,2026-04-08T17:04
708,he,long_tail,336,easy,2026-05-01T07:36
709,de,procedure,79,medium,2026-05-11T19:19
710,he,long_tail,355,hard,2026-05-11T04:58
711,de,comparison,366,hard,2026-05-01T07:45
712,fr,comparison,59,hard,2026-04-08T04:02
713,ja,comparison,393,hard,2026-04-27T09:36
714,es,safety,344,hard,2026-04-30T18:24
715,ja,fact,214,hard,2026-04-14T23:08
716,es,comparison,62,hard,2026-04-10T05:49
717,he,procedure,417,easy,2026-05-01T20:39
718,he,procedure,443,medium,2026-05-08T15:27
719,de,safety,72,hard,2026-05-13T02:10
720,fr,safety,407,medium,2026-05-04T12:57
721,de,procedure,20,easy,2026-05-24T07:10
722,fr,comparison,469,easy,2026-06-01T06:31
723,ja,comparison,212,medium,2026-04-08T21:52
724,en,comparison,123,easy,2026-05-31T06:53
725,he,comparison,109,hard,2026-05-29T21:04
726,he,safety,229,easy,2026-04-22T01:10
727,ja,fact,430,medium,2026-04-29T18:16
728,de,safety,442,medium,2026-04-03T09:13
729,es,long_tail,279,hard,2026-05-16T04:31
730,ja,long_tail,225,easy,2026-05-04T18:13
731,ja,comparison,69,hard,2026-04-17T10:44
732,es,long_tail,74,medium,2026-04-18T16:08
733,en,safety,363,easy,2026-06-01T22:58
734,es,fact,351,easy,2026-05-04T06:29
735,en,safety,277,easy,2026-05-29T14:09
736,ja,procedure,310,easy,2026-06-08T01:49
737,ja,fact,37,hard,2026-06-02T08:25
738,ja,long_tail,240,hard,2026-05-05T18:28
739,de,fact,285,easy,2026-05-14T16:25
740,ja,fact,19,hard,2026-04-18T04:31
741,he,comparison,37,easy,2026-04-10T18:57
742,en,long_tail,312,medium,2026-04-03T06:08
743,en,comparison,42,easy,2026-05-24T23:24
744,de,comparison,213,hard,2026-04-25T04:49
745,en,long_tail,464,easy,2026-05-28T01:34
746,en,fact,145,medium,2026-05-28T05:44
747,fr,long_tail,360,hard,2026-05-24T08:06
748,ja,comparison,170,medium,2026-06-07T08:20
749,en,procedure,273,medium,2026-06-09T03:50
750,fr,safety,457,easy,2026-06-04T04:39
751,es,procedure,8,hard,2026-04-16T10:18
752,en,safety,34,easy,2026-05-11T10:53
753,ja,procedure,266,medium,2026-06-05T11:12
754,ja,comparison,451,medium,2026-06-04T06:01
755,en,long_tail,195,hard,2026-04-20T05:32
756,fr,procedure,474,hard,2026-05-12T08:44
757,ja,fact,28,hard,2026-05-09T12:20
758,he,comparison,181,medium,2026-05-23T07:15
759,es,comparison,127,medium,2026-05-07T02:16
760,fr,safety,87,medium,2026-05-30T08:44
761,es,comparison,4,easy,2026-04-26T23:19
762,en,fact,41,medium,2026-05-02T06:32
763,en,safety,18,medium,2026-05-08T03:52
764,fr,long_tail,212,medium,2026-05-10T07:37
765,he,safety,409,easy,2026-05-09T02:40
766,en,safety,476,medium,2026-05-28T13:34
767,ja,safety,233,hard,2026-05-16T02:52
768,en,procedure,198,easy,2026-06-03T17:34
769,he,safety,30,medium,2026-05-27T22:17
770,fr,long_tail,243,medium,2026-05-11T03:07
771,fr,safety,177,medium,2026-05-13T10:31
772,fr,procedure,3,hard,2026-04-14T23:04
773,ja,procedure,3,easy,2026-04-20T01:52
774,en,safety,313,medium,2026-05-24T02:17
775,es,safety,257,hard,2026-04-19T22:31
776,ja,safety,464,easy,2026-04-17T11:51
777,ja,fact,474,hard,2026-04-19T19:17
778,he,long_tail,204,easy,2026-06-07T00:51
779,en,comparison,126,hard,2026-06-05T21:27
780,he,comparison,209,hard,2026-04-11T21:38
781,es,safety,484,medium,2026-04-27T20:50
782,de,procedure,155,medium,2026-05-21T06:16
783,he,safety,61,medium,2026-06-03T23:50
784,ja,fact,349,medium,2026-05-03T04:50
785,en,comparison,253,hard,2026-06-08T05:05
786,es,comparison,274,easy,2026-06-03T15:33
787,de,safety,24,medium,2026-04-11T12:31
788,en,long_tail,161,easy,2026-04-09T10:56
789,en,fact,254,medium,2026-05-30T09:46
790,es,comparison,115,easy,2026-06-03T10:18
791,he,procedure,381,medium,2026-05-13T19:47
792,en,safety,392,easy,2026-04-14T23:25
793,he,long_tail,465,hard,2026-05-16T10:19
794,de,procedure,252,easy,2026-06-08T07:37
795,en,procedure,363,medium,2026-06-06T06:24
796,fr,safety,358,hard,2026-05-22T07:52
797,en,long_tail,22,hard,2026-05-26T08:40
798,ja,comparison,282,easy,2026-04-01T05:47
799,en,procedure,33,easy,2026-05-11T08:35
800,es,fact,264,medium,2026-06-06T07:08
801,de,safety,390,medium,2026-05-30T22:09
802,fr,long_tail,457,hard,2026-04-24T07:36
803,ja,safety,162,medium,2026-04-08T07:35
804,en,long_tail,489,easy,2026-05-01T03:15
805,en,fact,333,easy,2026-05-19T22:23
806,fr,fact,189,hard,2026-05-12T06:26
807,en,safety,160,medium,2026-05-24T08:21
808,de,long_tail,322,easy,2026-06-04T19:59
809,ja,safety,107,easy,2026-04-21T12:07
810,ja,fact,393,medium,2026-04-26T13:09
811,ja,fact,185,hard,2026-06-07T14:18
812,ja,procedure,57,medium,2026-04-10T00:32
813,he,comparison,256,easy,2026-05-02T17:06
814,en,long_tail,138,easy,2026-04-06T13:46
815,he,safety,93,hard,2026-05-24T18:54
816,en,long_tail,241,medium,2026-04-05T20:16
817,he,safety,500,easy,2026-06-04T02:31
818,ja,comparison,482,easy,2026-05-17T19:13
819,he,procedure,470,easy,2026-04-08T09:35
820,fr,procedure,255,easy,2026-05-31T16:23
821,he,procedure,16,medium,2026-05-29T15:59
822,fr,long_tail,314,easy,2026-06-07T18:00
823,es,comparison,380,easy,2026-05-17T15:05
824,fr,procedure,6,medium,2026-05-04T05:17
825,en,fact,414,hard,2026-04-27T00:39
826,en,fact,37,medium,2026-04-08T01:35
827,es,fact,304,easy,2026-04-01T11:48
828,he,comparison,110,easy,2026-04-27T06:24
829,he,procedure,19,hard,2026-05-25T08:03
830,fr,procedure,29,hard,2026-04-26T22:53
831,ja,comparison,356,medium,2026-05-07T18:28
832,fr,safety,177,medium,2026-04-30T03:54
833,fr,fact,290,medium,2026-05-10T17:33
834,he,safety,224,medium,2026-04-08T00:28
835,fr,safety,181,easy,2026-06-05T10:05
836,fr,safety,236,hard,2026-05-09T15:50
837,de,safety,112,hard,2026-04-23T13:38
838,ja,safety,305,medium,2026-05-08T16:28
839,he,long_tail,325,medium,2026-05-29T23:07
840,es,fact,71,easy,2026-04-30T08:27
841,fr,fact,160,hard,2026-04-11T01:07
842,fr,comparison,416,medium,2026-05-15T09:03
843,ja,safety,310,easy,2026-04-27T06:31
844,de,procedure,305,easy,2026-05-11T19:10
845,he,long_tail,482,hard,2026-04-05T16:09
846,en,safety,415,hard,2026-06-05T19:30
847,he,safety,56,medium,2026-04-21T12:29
848,en,fact,384,hard,2026-05-14T04:09
849,de,safety,162,medium,2026-04-03T23:32
850,he,fact,15,easy,2026-05-14T12:42
851,ja,procedure,78,easy,2026-05-29T22:01
852,he,long_tail,11,easy,2026-04-10T13:32
853,fr,procedure,21,easy,2026-05-14T09:26
854,en,comparison,371,medium,2026-05-10T06:33
855,de,fact,313,hard,2026-04-06T12:40
856,en,long_tail,119,hard,2026-04-08T17:47
857,he,long_tail,294,medium,2026-04-11T09:58
858,fr,procedure,363,hard,2026-05-13T15:10
859,de,long_tail,385,hard,2026-05-12T10:31
860,de,fact,397,hard,2026-04-18T22:43
861,en,fact,148,hard,2026-05-05T07:21
862,he,long_tail,211,easy,2026-05-19T03:52
863,fr,long_tail,290,medium,2026-05-31T20:34
864,ja,safety,21,medium,2026-05-13T11:51
865,de,long_tail,195,easy,2026-04-11T00:48
866,he,procedure,305,hard,2026-05-28T00:46
867,es,comparison,366,hard,2026-04-22T19:39
868,en,fact,318,medium,2026-04-03T11:20
869,en,comparison,370,easy,2026-04-01T02:47
870,de,procedure,157,easy,2026-05-04T06:03
871,es,comparison,269,easy,2026-05-06T00:00
872,es,comparison,25,easy,2026-05-24T20:59
873,de,fact,86,easy,2026-04-20T03:58
874,en,fact,193,hard,2026-05-22T12:39
875,he,comparison,371,medium,2026-06-06T19:46
876,he,safety,375,hard,2026-04-20T01:02
877,en,comparison,229,medium,2026-05-06T12:10
878,ja,comparison,273,hard,2026-04-27T06:11
879,es,safety,44,hard,2026-04-04T06:09
880,he,long_tail,334,medium,2026-05-01T03:38
881,ja,fact,130,hard,2026-05-04T09:35
882,he,safety,177,hard,2026-06-01T08:40
883,en,comparison,87,medium,2026-04-24T03:34
884,en,safety,316,medium,2026-04-17T08:26
885,he,safety,23,medium,2026-04-15T20:29
886,fr,fact,337,hard,2026-05-08T15:47
887,ja,procedure,155,hard,2026-04-30T12:34
888,de,procedure,445,hard,2026-04-07T12:49
889,he,procedure,3,easy,2026-04-03T04:22
890,en,comparison,425,hard,2026-04-26T18:53
891,he,safety,200,hard,2026-04-25T00:42
892,fr,safety,177,medium,2026-04-11T16:30
893,ja,fact,404,hard,2026-04-03T09:43
894,ja,long_tail,352,medium,2026-04-28T11:02
895,ja,long_tail,414,easy,2026-04-18T21:23
896,es,fact,5,hard,2026-04-10T11:14
897,fr,long_tail,465,hard,2026-04-22T06:20
898,en,procedure,267,medium,2026-05-02T17:00
899,en,comparison,123,medium,2026-06-07T16:02
900,en,long_tail,122,medium,2026-04-17T08:38
901,de,fact,144,medium,2026-05-31T01:49
902,fr,long_tail,154,hard,2026-04-23T21:27
903,es,long_tail,21,hard,2026-05-11T18:19
904,ja,fact,32,hard,2026-05-16T10:53
905,en,procedure,459,easy,2026-05-21T06:42
906,ja,safety,63,medium,2026-04-23T20:11
907,ja,safety,189,easy,2026-04-21T20:39
908,es,procedure,81,easy,2026-05-27T23:09
909,en,fact,45,hard,2026-05-26T12:57
910,fr,comparison,35,medium,2026-04-02T18:06
911,he,comparison,445,medium,2026-04-24T22:32
912,fr,long_tail,112,hard,2026-04-06T09:48
913,es,long_tail,224,medium,2026-05-22T04:09
914,ja,procedure,123,easy,2026-05-18T12:17
915,fr,comparison,42,easy,2026-04-18T05:00
916,fr,procedure,187,medium,2026-04-28T08:45
917,de,comparison,64,easy,2026-04-17T18:53
918,es,comparison,37,medium,2026-06-03T23:00
919,fr,comparison,205,hard,2026-04-29T20:48
920,he,safety,46,medium,2026-05-30T12:44
921,en,fact,57,medium,2026-05-26T09:55
922,en,procedure,36,easy,2026-04-07T11:52
923,de,comparison,169,hard,2026-04-11T05:04
924,es,long_tail,458,medium,2026-05-06T23:31
925,es,fact,299,easy,2026-04-23T19:18
926,es,safety,10,medium,2026-05-06T03:14
927,he,safety,232,hard,2026-04-25T19:27
928,de,comparison,184,medium,2026-04-02T02:27
929,fr,comparison,55,medium,2026-04-12T08:56
930,fr,procedure,138,easy,2026-05-10T02:41
931,es,procedure,361,hard,2026-05-01T05:15
932,es,safety,252,hard,2026-05-23T09:57
933,he,long_tail,310,easy,2026-05-23T05:01
934,de,safety,122,medium,2026-05-20T12:44
935,ja,comparison,408,medium,2026-04-25T10:17
936,es,fact,288,hard,2026-04-29T01:06
937,he,procedure,93,medium,2026-05-29T13:25
938,es,long_tail,449,hard,2026-04-02T16:30
939,fr,fact,242,hard,2026-05-15T19:34
940,es,fact,430,medium,2026-05-10T07:59
941,de,comparison,208,hard,2026-05-21T03:39
942,he,fact,354,hard,2026-04-16T14:35
943,ja,procedure,72,medium,2026-04-14T00:37
944,en,comparison,300,easy,2026-05-02T05:34
945,fr,procedure,237,easy,2026-05-19T05:51
946,es,fact,430,easy,2026-04-22T04:08
947,fr,long_tail,215,easy,2026-04-20T13:09
948,en,fact,284,medium,2026-05-31T20:22
949,es,long_tail,370,medium,2026-04-15T01:28
950,ja,fact,44,hard,2026-04-25T07:32
951,en,fact,224,hard,2026-04-18T16:35
952,en,comparison,446,easy,2026-05-21T11:38
953,fr,safety,216,hard,2026-04-04T16:49
954,es,long_tail,466,medium,2026-04-26T16:37
955,es,fact,90,hard,2026-04-13T21:02
956,ja,comparison,115,hard,2026-05-22T16:21
957,en,long_tail,215,easy,2026-05-30T01:26
958,he,safety,162,easy,2026-05-30T13:45
959,de,procedure,423,hard,2026-04-25T05:48
960,fr,procedure,494,medium,2026-04-06T06:00
961,he,safety,284,medium,2026-05-29T17:24
962,ja,fact,490,medium,2026-04-28T13:46
963,ja,long_tail,10,medium,2026-06-06T20:58
964,en,comparison,372,hard,2026-05-21T13:02
965,he,procedure,51,easy,2026-04-17T11:02
966,es,long_tail,186,medium,2026-05-22T15:14
967,es,long_tail,156,medium,2026-04-21T15:58
968,de,fact,172,medium,2026-04-08T01:27
969,en,fact,408,medium,2026-04-10T05:41
970,de,comparison,186,easy,2026-04-29T05:53
971,en,comparison,106,hard,2026-04-03T05:15
972,es,long_tail,348,medium,2026-04-27T06:20
973,he,procedure,12,hard,2026-04-08T05:07
974,en,procedure,296,medium,2026-05-24T20:14
975,he,long_tail,365,hard,2026-06-06T01:45
976,de,long_tail,235,medium,2026-05-01T04:36
977,en,long_tail,74,hard,2026-05-25T21:59
978,es,fact,481,easy,2026-05-21T03:52
979,ja,long_tail,246,easy,2026-04-14T00:32
980,de,safety,200,hard,2026-05-28T12:23
981,ja,safety,33,easy,2026-04-06T18:01
982,es,fact,427,easy,2026-05-24T03:45
983,he,long_tail,445,medium,2026-05-08T04:13
984,he,safety,212,hard,2026-05-16T20:49
985,en,procedure,24,hard,2026-04-25T15:07
986,fr,comparison,337,easy,2026-05-26T06:50
987,en,fact,36,medium,2026-05-12T15:08
988,fr,comparison,173,hard,2026-05-17T01:52
989,de,procedure,210,hard,2026-05-29T21:11
990,en,comparison,149,easy,2026-04-15T01:04
991,es,fact,95,hard,2026-05-24T15:57
992,ja,fact,213,medium,2026-04-25T08:19
993,he,procedure,355,easy,2026-05-13T02:51
994,de,procedure,428,medium,2026-04-24T17:57
995,en,fact,17,easy,2026-05-14T18:15
996,fr,long_tail,92,hard,2026-04-13T17:15
997,es,comparison,4,easy,2026-05-14T19:13
998,fr,safety,105,medium,2026-05-20T01:23
999,en,procedure,484,hard,2026-05-16T23:50
1000,fr,safety,79,easy,2026-05-10T19:00
1001,ja,comparison,272,hard,2026-05-28T04:15
1002,fr,safety,253,medium,2026-05-03T17:26
1003,de,fact,135,medium,2026-04-18T06:07
1004,fr,fact,90,medium,2026-05-10T22:58
1005,es,comparison,207,hard,2026-04-17T16:08
1006,de,safety,469,easy,2026-05-09T07:55
1007,he,fact,408,medium,2026-06-07T06:25
1008,de,comparison,146,medium,2026-06-08T06:07
1009,ja,fact,300,medium,2026-04-24T02:47
1010,de,comparison,292,hard,2026-05-23T06:08
1011,ja,long_tail,432,easy,2026-04-08T11:47
1012,de,comparison,366,easy,2026-04-01T18:54
1013,fr,comparison,391,hard,2026-04-21T04:36
1014,en,comparison,363,medium,2026-04-25T19:48
1015,fr,safety,305,easy,2026-04-27T19:27
1016,ja,procedure,434,hard,2026-05-24T18:02
1017,he,comparison,373,hard,2026-06-09T01:58
1018,en,procedure,45,hard,2026-04-28T11:35
1019,ja,safety,432,easy,2026-05-30T22:06
1020,he,comparison,83,hard,2026-04-13T11:21
1021,en,long_tail,353,easy,2026-05-14T22:59
1022,fr,fact,249,medium,2026-05-30T04:20
1023,en,long_tail,234,medium,2026-06-04T03:26
1024,ja,safety,465,medium,2026-04-01T05:27
1025,es,fact,470,easy,2026-05-31T12:19
1026,de,safety,434,hard,2026-04-14T04:18
1027,en,comparison,47,hard,2026-04-11T19:55
1028,es,procedure,219,easy,2026-04-18T20:21
1029,es,procedure,280,easy,2026-04-07T18:45
1030,ja,long_tail,120,easy,2026-05-04T20:04
1031,he,procedure,74,easy,2026-05-04T12:02
1032,de,procedure,159,hard,2026-05-30T22:02
1033,fr,safety,37,medium,2026-05-06T03:30
1034,fr,procedure,15,hard,2026-04-23T12:40
1035,es,long_tail,192,medium,2026-05-23T19:01
1036,he,procedure,175,medium,2026-06-04T04:26
1037,he,long_tail,274,medium,2026-04-19T12:16
1038,he,procedure,298,medium,2026-05-20T04:42
1039,de,safety,122,medium,2026-06-03T11:18
1040,ja,procedure,67,medium,2026-05-19T15:23
1041,es,procedure,194,medium,2026-04-04T02:42
1042,en,comparison,324,medium,2026-06-03T19:44
1043,ja,long_tail,98,medium,2026-04-26T19:47
1044,de,safety,281,medium,2026-05-12T06:19
1045,en,fact,225,medium,2026-04-16T04:33
1046,de,procedure,157,hard,2026-04-13T23:30
1047,he,fact,32,medium,2026-04-13T12:24
1048,fr,comparison,421,medium,2026-04-15T18:48
1049,ja,procedure,371,hard,2026-04-14T18:56
1050,he,long_tail,115,medium,2026-04-22T12:14
1051,he,fact,166,easy,2026-05-07T00:16
1052,fr,comparison,99,hard,2026-05-21T10:26
1053,es,procedure,169,easy,2026-04-23T18:11
1054,es,safety,156,hard,2026-04-24T11:42
1055,de,procedure,88,medium,2026-06-06T05:00
1056,ja,procedure,60,easy,2026-04-18T01:15
1057,he,comparison,362,hard,2026-05-06T18:36
1058,de,comparison,185,easy,2026-05-08T21:53
1059,en,comparison,489,hard,2026-06-07T22:02
1060,en,procedure,18,easy,2026-04-18T13:38
1061,ja,comparison,336,hard,2026-05-30T03:16
1062,ja,fact,49,easy,2026-04-22T09:55
1063,fr,safety,53,easy,2026-04-12T14:22
1064,he,long_tail,331,easy,2026-05-26T07:01
1065,en,fact,296,medium,2026-04-03T11:23
1066,ja,procedure,410,medium,2026-05-14T21:54
1067,he,safety,391,easy,2026-04-15T19:34
1068,fr,comparison,202,hard,2026-06-01T21:50
1069,ja,safety,387,medium,2026-05-13T00:35
1070,de,procedure,231,easy,2026-05-29T09:24
1071,en,long_tail,468,medium,2026-05-29T09:00
1072,es,safety,11,easy,2026-05-20T03:47
1073,he,procedure,472,hard,2026-04-06T17:08
1074,de,comparison,328,easy,2026-06-03T17:24
1075,de,long_tail,373,hard,2026-05-27T14:39
1076,es,long_tail,122,medium,2026-05-06T22:52
1077,es,safety,285,hard,2026-05-29T19:37
1078,he,safety,486,medium,2026-05-14T11:59
1079,en,comparison,290,medium,2026-04-21T02:44
1080,de,procedure,306,hard,2026-04-04T23:39
1081,he,procedure,86,easy,2026-05-10T02:34
1082,fr,procedure,474,hard,2026-05-13T17:39
1083,he,comparison,244,medium,2026-05-18T22:23
1084,ja,long_tail,120,easy,2026-05-26T11:42
1085,ja,procedure,64,hard,2026-05-13T00:15
1086,es,safety,335,hard,2026-05-30T20:01
1087,fr,comparison,321,easy,2026-04-16T04:26
1088,es,comparison,196,hard,2026-04-07T06:54
1089,de,long_tail,200,medium,2026-04-26T23:46
1090,es,long_tail,463,medium,2026-05-30T14:12
1091,he,procedure,325,medium,2026-04-15T13:36
1092,es,procedure,453,easy,2026-05-29T00:44
1093,fr,comparison,298,medium,2026-04-19T03:07
1094,en,fact,119,medium,2026-05-16T10:37
1095,ja,fact,309,easy,2026-05-18T06:03
1096,fr,procedure,113,medium,2026-04-17T03:34
1097,de,fact,165,hard,2026-05-14T23:59
1098,es,fact,266,hard,2026-04-06T18:39
1099,en,safety,417,medium,2026-04-07T20:56
1100,es,comparison,211,hard,2026-05-25T10:23
1101,fr,fact,37,medium,2026-04-05T00:29
1102,he,comparison,123,hard,2026-05-14T08:50
1103,fr,fact,288,medium,2026-04-14T12:52
1104,de,comparison,106,easy,2026-05-14T21:02
1105,es,fact,107,medium,2026-05-21T12:45
1106,es,safety,8,easy,2026-04-05T13:20
1107,de,fact,229,hard,2026-06-05T22:47
1108,fr,long_tail,326,medium,2026-04-09T13:35
1109,ja,procedure,218,medium,2026-05-15T21:51
1110,he,fact,210,hard,2026-05-16T06:59
1111,en,fact,370,easy,2026-06-03T22:08
1112,he,comparison,50,hard,2026-04-18T02:24
1113,de,fact,415,medium,2026-04-25T10:50
1114,ja,fact,468,medium,2026-04-08T03:29
1115,fr,safety,389,hard,2026-05-26T03:32
1116,en,safety,423,hard,2026-04-15T05:34
1117,en,safety,64,medium,2026-05-17T22:12
1118,fr,comparison,334,medium,2026-04-12T09:46
1119,he,procedure,183,medium,2026-05-16T19:56
1120,ja,comparison,377,easy,2026-05-23T11:32
1121,fr,fact,494,medium,2026-06-05T23:23
1122,ja,procedure,358,medium,2026-04-06T16:12
1123,he,safety,366,easy,2026-05-03T15:40
1124,de,long_tail,490,medium,2026-04-30T13:56
1125,ja,fact,350,easy,2026-05-05T00:39
1126,fr,long_tail,120,easy,2026-04-07T03:08
1127,es,procedure,360,medium,2026-04-26T05:23
1128,he,comparison,214,easy,2026-04-09T05:44
1129,fr,procedure,136,hard,2026-04-28T03:28
1130,ja,long_tail,55,hard,2026-04-15T22:37
1131,de,long_tail,33,easy,2026-04-29T22:26
1132,es,fact,345,medium,2026-04-16T09:32
1133,ja,long_tail,30,easy,2026-04-09T17:04
1134,ja,comparison,339,hard,2026-04-26T02:32
1135,he,procedure,138,medium,2026-05-26T13:18
1136,fr,procedure,172,medium,2026-04-01T15:09
1137,ja,safety,400,medium,2026-04-29T15:27
1138,es,safety,456,medium,2026-04-24T05:06
1139,de,comparison,98,hard,2026-05-25T21:50
1140,en,procedure,156,hard,2026-05-28T13:25
1141,fr,fact,277,easy,2026-04-27T21:47
1142,fr,comparison,188,hard,2026-04-12T18:57
1143,fr,fact,123,easy,2026-06-03T08:49
1144,fr,fact,46,easy,2026-04-22T19:03
1145,en,comparison,205,easy,2026-06-01T05:25
1146,de,procedure,258,hard,2026-05-03T13:31
1147,es,fact,250,medium,2026-05-22T04:10
1148,en,long_tail,75,hard,2026-05-17T19:45
1149,fr,long_tail,189,easy,2026-05-22T04:19
1150,he,safety,394,medium,2026-06-04T15:23
1151,es,fact,141,medium,2026-05-01T07:46
