answer_id,query_id,model_version,faithful,answer_quality,abstained,citation_count,latency_ms,cost_usd
562,562,v2,1,4.36,0,1,816,0.1149
563,563,v2,1,2.48,0,2,3402,0.1075
564,564,v2,1,3.27,0,3,2405,0.0312
565,565,v2,1,3.92,0,0,957,0.0898
566,566,v3,1,5.0,0,3,3225,0.1487
567,567,v3,1,3.91,0,4,3067,0.0811
568,568,v3,1,4.14,0,3,714,0.0627
569,569,v3,1,3.83,1,1,825,0.1126
570,570,v3,1,4.36,0,0,2180,0.0237
571,571,v3,1,3.37,0,1,802,0.0148
572,572,v3,1,4.62,0,3,1491,0.1226
573,573,v3,1,4.8,0,3,969,0.0103
574,574,v3,0,2.34,0,2,2640,0.055
575,575,v2,1,3.76,1,4,3044,0.0103
576,576,v3,1,4.99,0,1,1033,0.0806
577,577,v2,1,3.7,0,0,2294,0.1223
578,578,v3,1,3.2,0,2,2579,0.0137
579,579,v3,0,1.14,0,2,820,0.0244
580,580,v3,1,3.55,0,3,969,0.0386
581,581,v3,0,2.97,0,0,1018,0.0311
582,582,v3,1,4.5,0,1,2306,0.1017
583,583,v2,1,4.57,0,4,3286,0.0162
584,584,v2,1,3.99,0,2,778,0.0132
585,585,v3,0,2.99,1,4,3060,0.1056
586,586,v3,1,2.19,0,0,3179,0.0367
587,587,v2,1,3.9,0,1,2937,0.0609
588,588,v2,1,5.0,0,4,2097,0.1358
589,589,v2,1,3.56,0,1,3226,0.1248
590,590,v2,1,3.44,0,1,1761,0.0949
591,591,v3,1,3.97,1,0,2265,0.0676
592,592,v2,0,2.21,0,0,2790,0.1369
593,593,v2,1,2.8,0,3,3322,0.0695
594,594,v3,0,2.2,0,3,3310,0.0767
595,595,v2,1,4.63,0,3,3148,0.0759
596,596,v2,1,2.56,0,0,1446,0.1229
597,597,v2,1,3.6,0,1,1580,0.081
598,598,v2,1,4.01,0,4,3508,0.145
599,599,v2,1,5.0,0,2,2006,0.0359
600,600,v2,1,5.0,0,3,2835,0.0856
601,601,v3,1,3.27,0,3,3193,0.1147
602,602,v2,1,3.39,1,2,2353,0.0887
603,603,v3,1,3.28,0,2,2164,0.0852
604,604,v3,1,4.43,0,2,3080,0.1236
605,605,v3,1,5.0,1,3,1843,0.0779
606,606,v3,1,4.76,0,3,2166,0.1252
607,607,v2,0,2.18,0,2,2994,0.1129
608,608,v3,1,4.77,0,3,1778,0.1398
609,609,v2,1,3.76,0,0,924,0.1123
610,610,v3,1,3.74,0,3,1628,0.1325
611,611,v2,0,1.85,0,4,3181,0.1347
612,612,v3,1,4.65,0,0,2549,0.032
613,613,v2,1,3.28,0,0,3437,0.0599
614,614,v2,1,4.31,0,1,1456,0.0226
615,615,v3,1,4.18,0,4,1115,0.1189
616,616,v2,1,5.0,1,2,999,0.0963
617,617,v3,1,4.81,0,2,3105,0.1142
618,618,v3,1,3.82,0,4,2167,0.0144
619,619,v3,1,5.0,0,2,618,0.0505
620,620,v3,1,4.81,1,0,2614,0.116
621,621,v2,1,3.53,0,0,930,0.1174
622,622,v2,1,4.73,0,4,3117,0.0399
623,623,v3,1,4.9,0,4,1060,0.0136
624,624,v2,1,4.12,0,4,1544,0.017
625,625,v2,0,2.85,0,2,3600,0.0117
626,626,v2,0,2.34,0,1,2817,0.1401
627,627,v2,1,4.19,0,0,1215,0.0209
628,628,v2,1,2.77,0,3,693,0.1349
629,629,v2,1,4.88,0,0,2156,0.1282
630,630,v2,1,5.0,0,4,1351,0.0211
631,631,v2,1,3.6,0,0,3148,0.1156
632,632,v2,0,2.49,0,2,2142,0.0194
633,633,v3,0,2.6,0,0,1438,0.0452
634,634,v3,1,3.01,0,2,2810,0.0165
635,635,v3,1,3.84,0,1,2326,0.0621
636,636,v3,1,4.9,0,0,3095,0.1306
637,637,v3,1,3.24,0,1,2434,0.1498
638,638,v2,1,2.56,0,4,912,0.1269
639,639,v3,1,3.62,0,1,2279,0.1041
640,640,v3,1,3.8,1,2,2773,0.0672
641,641,v2,1,5.0,0,4,3523,0.0736
642,642,v3,1,4.55,0,3,1504,0.0574
643,643,v3,0,3.31,1,0,3561,0.078
644,644,v3,1,4.1,0,2,1092,0.0178
645,645,v2,1,3.34,0,4,1531,0.1099
646,646,v2,1,4.45,0,4,2323,0.1179
647,647,v3,0,1.41,0,0,3463,0.0706
648,648,v3,0,2.9,0,4,1002,0.0123
649,649,v2,1,4.22,0,0,3047,0.1197
650,650,v3,1,5.0,0,3,767,0.0462
651,651,v2,1,4.27,0,4,1857,0.0503
652,652,v3,1,4.46,0,2,1336,0.0701
653,653,v2,1,3.69,0,2,1595,0.0876
654,654,v3,1,4.7,0,1,3328,0.1414
655,655,v2,1,4.28,1,0,3507,0.1183
656,656,v2,0,3.85,0,2,628,0.0693
657,657,v2,1,4.62,0,3,1322,0.0465
658,658,v2,1,4.47,0,4,2645,0.0951
659,659,v3,1,4.06,0,4,2868,0.1229
660,660,v3,1,3.15,0,3,917,0.1059
661,661,v3,1,4.23,0,4,1770,0.0927
662,662,v2,1,3.89,0,1,2376,0.0235
663,663,v2,1,4.42,0,2,1058,0.1387
664,664,v3,1,4.32,0,3,1922,0.042
665,665,v3,1,3.67,0,4,3596,0.1088
666,666,v2,1,4.5,0,1,1323,0.1112
667,667,v3,1,3.95,0,3,2581,0.1446
668,668,v3,1,3.46,0,1,1024,0.0733
669,669,v2,1,3.82,0,0,2553,0.0542
670,670,v2,1,3.27,0,2,1677,0.0602
671,671,v2,1,3.94,1,3,1465,0.1402
672,672,v3,1,3.76,0,4,2784,0.1177
673,673,v3,0,2.48,0,0,3022,0.0607
674,674,v2,1,4.61,0,4,1859,0.0853
675,675,v3,1,4.52,0,4,2942,0.0375
676,676,v3,1,3.11,0,1,1463,0.0377
677,677,v3,1,3.24,0,2,2249,0.1174
678,678,v3,1,5.0,0,0,2899,0.0265
679,679,v3,0,2.08,0,1,1035,0.0246
680,680,v2,1,3.32,0,0,1744,0.0205
681,681,v3,1,3.31,0,0,3435,0.0788
682,682,v2,1,4.0,0,0,1153,0.0921
683,683,v3,1,4.31,0,4,1349,0.1251
684,684,v2,1,4.34,0,4,2027,0.1261
685,685,v3,1,5.0,0,4,3214,0.0665
686,686,v2,1,4.6,0,4,2215,0.0208
687,687,v2,0,2.4,0,2,1596,0.0965
688,688,v3,1,3.16,0,4,1546,0.1343
689,689,v3,1,4.31,0,0,3516,0.0583
690,690,v2,1,3.8,0,2,969,0.0787
691,691,v3,0,2.18,0,2,2940,0.0975
692,692,v3,1,3.85,0,4,2374,0.054
693,693,v3,1,4.59,0,2,3490,0.0732
694,694,v2,1,4.25,0,0,1803,0.0586
695,695,v2,1,3.77,1,2,3385,0.0892
696,696,v3,1,3.83,0,1,2431,0.1345
697,697,v3,1,3.29,0,1,3520,0.1259
698,698,v2,1,3.58,0,4,1302,0.1481
699,699,v2,1,4.0,0,3,2251,0.1007
700,700,v2,0,1.0,0,3,1366,0.0839
701,701,v2,0,3.47,0,2,1193,0.0478
702,702,v2,1,4.27,0,1,3248,0.0143
703,703,v2,1,4.25,0,0,2057,0.049
704,704,v3,1,3.92,0,4,2454,0.0128
705,705,v2,1,3.91,0,3,2145,0.0954
706,706,v3,1,3.5,1,0,1746,0.0595
707,707,v2,1,2.97,0,2,1580,0.1299
708,708,v3,1,4.84,0,0,1399,0.0996
709,709,v3,0,3.48,0,0,2244,0.034
710,710,v2,1,2.62,0,3,3022,0.0896
711,711,v3,1,2.61,0,1,3560,0.1029
712,712,v3,1,4.67,0,1,3104,0.0361
713,713,v2,0,2.61,0,4,2525,0.1231
714,714,v2,0,2.18,0,1,3182,0.0431
715,715,v3,1,3.97,0,4,2811,0.0263
716,716,v2,1,4.61,0,3,2538,0.1101
717,717,v3,1,4.09,0,3,2892,0.1238
718,718,v2,1,3.88,0,1,1176,0.0491
719,719,v2,1,4.7,0,4,1127,0.1202
720,720,v3,1,5.0,0,0,2711,0.0871
721,721,v3,1,3.97,0,1,1864,0.0569
722,722,v3,1,3.75,0,1,1316,0.0724
723,723,v2,1,3.86,0,2,1119,0.1413
724,724,v2,1,2.74,0,4,2091,0.022
725,725,v3,1,4.79,0,0,3205,0.1196
726,726,v3,1,3.72,0,0,1273,0.0371
727,727,v2,1,4.14,0,4,661,0.0598
728,728,v3,0,2.83,0,4,635,0.1077
729,729,v3,1,4.84,0,3,1346,0.1393
730,730,v3,0,1.67,0,0,2373,0.1021
731,731,v2,1,4.46,0,1,3073,0.1407
732,732,v2,0,2.67,0,2,3542,0.0515
733,733,v3,1,5.0,0,2,1498,0.0642
734,734,v2,1,5.0,0,0,1990,0.022
735,735,v2,1,4.0,0,3,1062,0.1305
736,736,v2,0,1.96,0,3,2112,0.065
737,737,v3,1,3.0,0,1,2552,0.1373
738,738,v2,1,3.67,0,4,2751,0.048
739,739,v2,1,3.61,1,0,2768,0.0316
740,740,v2,1,4.32,0,0,1608,0.1388
741,741,v2,1,4.66,0,3,855,0.105
742,742,v3,0,2.4,0,2,1579,0.1283
743,743,v3,1,3.17,0,3,1375,0.0299
744,744,v2,1,5.0,0,3,2046,0.0764
745,745,v3,1,5.0,0,4,1249,0.1124
746,746,v3,1,4.64,0,2,2536,0.0155
747,747,v3,0,2.03,0,2,2220,0.0539
748,748,v3,1,4.5,0,4,1131,0.0811
749,749,v3,1,3.88,0,0,3345,0.0401
750,750,v2,1,4.24,0,2,1031,0.0202
751,751,v2,0,2.41,0,3,2284,0.1163
752,752,v3,0,2.67,0,3,3330,0.1163
753,753,v2,1,4.47,0,1,647,0.1272
754,754,v2,1,4.2,0,3,2992,0.1311
755,755,v3,1,2.56,0,4,1457,0.0494
756,756,v2,1,3.13,0,1,1383,0.1191
757,757,v3,1,4.02,0,0,2060,0.0625
758,758,v2,1,4.95,0,3,1095,0.0732
759,759,v2,1,4.8,0,3,2194,0.1338
760,760,v3,1,4.54,0,2,2463,0.0148
761,761,v2,0,1.77,0,3,1758,0.1478
762,762,v2,1,3.23,0,3,3417,0.1109
763,763,v3,1,3.83,1,4,836,0.0301
764,764,v2,1,3.43,0,2,2437,0.0435
765,765,v2,1,4.7,0,1,1300,0.0305
766,766,v2,1,4.01,0,0,2303,0.1241
767,767,v3,1,3.08,0,0,2787,0.0942
768,768,v3,1,3.1,0,0,2788,0.0468
769,769,v2,1,4.57,0,3,2439,0.0768
770,770,v2,1,4.11,0,1,932,0.1328
771,771,v3,1,4.4,0,2,1576,0.0425
772,772,v3,1,4.06,1,2,1183,0.0881
773,773,v2,1,4.26,0,4,3125,0.0749
774,774,v3,0,2.6,0,1,3271,0.0268
775,775,v3,1,2.85,0,0,1475,0.1208
776,776,v3,1,4.14,0,0,3531,0.0584
777,777,v2,1,4.49,0,1,2605,0.1147
778,778,v3,1,3.22,0,0,1927,0.0953
779,779,v3,1,3.97,0,2,2228,0.0132
780,780,v2,1,4.17,0,1,1609,0.0179
781,781,v2,1,5.0,0,4,655,0.1158
782,782,v3,1,4.13,0,0,1326,0.0604
783,783,v2,1,4.26,1,1,796,0.0786
784,784,v3,1,4.1,0,0,2459,0.124
785,785,v3,1,3.3,0,3,2086,0.0472
786,786,v2,1,5.0,1,4,3579,0.0932
787,787,v3,1,3.78,1,3,1122,0.0614
788,788,v2,1,4.36,0,0,1351,0.013
789,789,v2,1,4.31,0,2,1918,0.0907
790,790,v2,0,2.86,0,1,1510,0.0747
791,791,v3,1,4.42,0,0,1157,0.1361
792,792,v2,1,3.73,0,4,1805,0.0673
793,793,v2,1,4.1,0,4,3510,0.108
794,794,v3,1,3.0,0,1,2287,0.1352
795,795,v3,1,4.37,0,0,1424,0.1393
796,796,v3,1,4.06,0,4,2937,0.0855
797,797,v2,1,3.18,0,1,3565,0.1205
798,798,v3,1,3.65,0,2,759,0.1018
799,799,v2,1,4.68,0,1,2805,0.0661
800,800,v3,1,3.8,0,2,2514,0.1383
801,801,v2,1,5.0,0,1,2278,0.1281
802,802,v2,1,4.39,0,3,1789,0.1266
803,803,v3,1,3.12,0,2,1012,0.0348
804,804,v3,1,3.61,0,1,2243,0.0855
805,805,v2,1,3.99,0,2,1012,0.0298
806,806,v3,1,4.52,1,4,1542,0.117
807,807,v2,1,3.49,0,0,1189,0.1385
808,808,v3,0,2.0,0,0,608,0.1247
809,809,v2,1,2.98,0,0,761,0.0207
810,810,v2,0,2.24,0,4,908,0.1355
811,811,v2,1,2.8,0,1,605,0.0505
812,812,v3,1,4.11,1,2,2060,0.0578
813,813,v2,1,2.6,0,0,3141,0.0876
814,814,v3,0,2.71,0,0,2390,0.0315
815,815,v2,1,4.55,0,4,1163,0.1002
816,816,v3,1,3.34,0,0,1489,0.0884
817,817,v2,1,4.58,0,2,868,0.0864
818,818,v3,1,5.0,0,2,1969,0.1499
819,819,v3,1,3.3,0,0,985,0.1035
820,820,v3,1,5.0,0,4,2102,0.0872
821,821,v3,1,3.97,0,2,1501,0.0253
822,822,v3,1,4.1,0,2,1542,0.0889
823,823,v2,1,4.71,0,2,2795,0.079
824,824,v3,1,2.74,0,4,3114,0.0856
825,825,v3,1,3.62,0,4,2515,0.0343
826,826,v2,0,2.25,0,4,976,0.1132
827,827,v3,1,3.36,0,0,679,0.07
828,828,v2,1,3.65,0,0,2165,0.0464
829,829,v3,1,4.19,0,2,1022,0.0283
830,830,v3,1,3.7,0,1,1981,0.1296
831,831,v2,1,3.57,0,2,1942,0.0875
832,832,v3,1,4.38,0,4,2320,0.1064
833,833,v2,1,3.43,0,0,1779,0.0398
834,834,v2,1,3.93,1,3,2119,0.0809
835,835,v2,1,2.3,0,3,640,0.0192
836,836,v2,1,4.02,0,2,2939,0.0232
837,837,v2,1,3.76,0,1,2784,0.113
838,838,v2,0,2.96,0,1,3383,0.1357
839,839,v2,0,2.39,0,1,648,0.1322
840,840,v3,0,1.92,0,0,1709,0.089
841,841,v3,1,4.25,0,1,2332,0.0558
842,842,v2,1,4.1,0,4,2913,0.0139
843,843,v3,1,3.71,0,3,3301,0.0796
844,844,v2,1,3.23,1,4,3104,0.1375
845,845,v2,0,2.16,1,3,3554,0.1012
846,846,v3,1,2.5,0,0,2670,0.1283
847,847,v3,1,4.11,0,2,828,0.0973
848,848,v2,1,3.63,0,4,2624,0.1369
849,849,v2,1,3.93,0,2,2987,0.0997
850,850,v2,1,3.69,1,4,1954,0.0271
851,851,v3,1,2.93,0,3,1244,0.0836
852,852,v2,0,1.62,0,2,2744,0.111
853,853,v2,1,2.98,1,1,651,0.0687
854,854,v2,1,4.34,0,2,1742,0.0976
855,855,v2,1,3.87,0,0,2020,0.1237
856,856,v2,0,2.36,0,2,3391,0.0854
857,857,v3,0,2.23,0,3,3030,0.1256
858,858,v3,1,3.71,0,4,2805,0.0453
859,859,v2,1,4.23,0,2,927,0.1351
860,860,v2,1,4.97,0,1,2245,0.0472
861,861,v3,0,1.99,0,4,2350,0.1409
862,862,v3,0,2.54,1,1,2251,0.0379
863,863,v2,1,5.0,0,0,3025,0.0866
864,864,v2,0,2.63,0,2,1428,0.0988
865,865,v3,0,2.4,0,2,3474,0.0991
866,866,v3,1,4.18,0,2,1469,0.0878
867,867,v3,1,4.05,0,4,626,0.0345
868,868,v2,1,3.57,0,3,2578,0.0324
869,869,v2,1,3.72,0,4,3403,0.0756
870,870,v3,1,4.07,0,3,909,0.0252
871,871,v2,1,5.0,0,1,2763,0.1385
872,872,v3,1,4.06,0,4,2149,0.1337
873,873,v3,1,3.57,0,1,2156,0.0686
874,874,v2,1,5.0,0,3,1014,0.1439
875,875,v3,1,3.63,0,2,1166,0.0542
876,876,v3,1,4.99,0,1,1076,0.0565
877,877,v2,1,3.67,0,4,1632,0.1223
878,878,v2,0,2.0,0,4,2610,0.0386
879,879,v2,1,3.85,0,4,1982,0.0925
880,880,v2,0,2.49,1,2,1595,0.1312
881,881,v2,1,5.0,1,1,3278,0.1134
882,882,v2,1,2.77,0,0,1519,0.1352
883,883,v2,1,5.0,0,3,711,0.0707
884,884,v2,1,5.0,1,3,1186,0.0684
885,885,v2,1,3.63,0,0,1456,0.1365
886,886,v2,0,1.65,0,1,1825,0.0859
887,887,v3,1,4.17,0,1,2326,0.0251
888,888,v3,0,1.49,1,2,2749,0.0663
889,889,v2,1,4.11,0,4,3385,0.1139
890,890,v3,1,3.03,0,3,1037,0.0798
891,891,v2,1,5.0,0,0,2697,0.014
892,892,v3,1,4.32,0,2,2464,0.04
893,893,v3,1,5.0,0,3,3110,0.0956
894,894,v2,1,3.72,0,0,2283,0.0222
895,895,v2,1,4.3,0,0,3084,0.0249
896,896,v2,1,4.52,0,4,3166,0.0451
897,897,v2,0,1.81,0,4,1227,0.0256
898,898,v2,1,4.56,0,3,2367,0.112
899,899,v2,0,2.41,0,1,1836,0.1387
900,900,v2,0,1.45,0,1,3087,0.1145
901,901,v2,0,2.45,0,2,2995,0.0247
902,902,v2,0,3.06,0,4,1771,0.0571
903,903,v2,1,3.98,0,3,2982,0.1135
904,904,v3,1,4.32,0,1,2409,0.0225
905,905,v2,1,3.33,0,3,2324,0.013
906,906,v3,0,1.73,0,2,1485,0.0165
907,907,v3,1,3.37,1,0,2248,0.1268
908,908,v2,1,3.73,0,4,2586,0.0383
909,909,v2,1,5.0,0,3,3289,0.0849
910,910,v3,0,1.49,0,2,2991,0.0162
911,911,v3,1,5.0,0,1,2734,0.1068
912,912,v2,1,4.23,0,0,733,0.0446
913,913,v2,0,1.99,0,2,2311,0.0633
914,914,v2,1,4.77,0,0,3038,0.0622
915,915,v3,1,3.82,1,0,3129,0.0961
916,916,v2,1,3.25,0,3,3212,0.0445
917,917,v3,1,4.12,0,2,3230,0.1493
918,918,v3,1,4.79,0,1,3201,0.0228
919,919,v2,1,4.89,1,1,764,0.0493
920,920,v3,0,1.97,0,4,657,0.1338
921,921,v2,1,3.96,0,4,671,0.1381
922,922,v3,0,2.44,0,1,3256,0.049
923,923,v2,1,5.0,0,4,2873,0.0841
924,924,v2,1,4.06,0,2,1395,0.0718
925,925,v3,1,3.9,0,3,1910,0.0928
926,926,v3,1,3.29,0,2,941,0.0661
927,927,v3,0,1.71,0,3,1627,0.0994
928,928,v3,1,4.39,0,0,3063,0.1069
929,929,v2,0,2.78,0,3,2439,0.1458
930,930,v3,1,4.06,0,0,2831,0.1483
931,931,v2,0,2.85,0,3,1728,0.1408
932,932,v3,1,4.25,0,2,1715,0.0514
933,933,v3,1,3.82,0,1,3466,0.0372
934,934,v2,1,3.87,0,1,904,0.1125
935,935,v2,1,3.71,0,3,715,0.0746
936,936,v3,1,3.58,0,4,2507,0.0346
937,937,v3,1,3.75,0,2,993,0.1157
938,938,v3,0,2.61,0,4,714,0.0243
939,939,v3,1,3.48,0,4,2597,0.1345
940,940,v2,1,3.93,0,3,1974,0.0106
941,941,v3,1,3.95,0,2,1456,0.0997
942,942,v2,1,4.61,0,0,2055,0.123
943,943,v2,1,3.05,0,3,2242,0.0384
944,944,v3,1,3.6,0,3,717,0.0479
945,945,v3,1,4.75,1,3,1586,0.0544
946,946,v3,0,2.42,0,1,1405,0.0997
947,947,v2,1,3.46,0,2,3505,0.1023
948,948,v2,1,4.58,0,3,3209,0.0727
949,949,v2,0,2.9,0,3,2569,0.1066
950,950,v2,1,3.6,0,3,1362,0.0197
951,951,v3,0,3.57,0,3,2381,0.1442
952,952,v3,1,4.61,0,4,1665,0.0205
953,953,v3,1,5.0,0,4,2213,0.0836
954,954,v3,1,3.56,0,1,3115,0.0788
955,955,v3,1,3.96,0,3,633,0.0968
956,956,v3,1,4.64,0,0,2675,0.0645
957,957,v2,1,4.05,0,0,2417,0.105
958,958,v3,1,4.37,0,3,656,0.0697
959,959,v3,1,2.82,0,2,2412,0.0169
960,960,v3,0,2.24,1,3,1346,0.0661
961,961,v2,1,4.07,0,4,2597,0.0794
962,962,v3,0,2.83,0,4,1882,0.1185
963,963,v2,1,4.51,0,4,1935,0.0908
964,964,v3,1,4.1,0,3,1992,0.014
965,965,v3,1,3.55,1,3,3481,0.0716
966,966,v3,1,2.68,0,1,1288,0.1349
967,967,v3,1,3.74,0,4,810,0.0674
968,968,v3,1,4.07,0,4,1112,0.1111
969,969,v3,1,4.63,0,0,1872,0.0211
970,970,v2,1,5.0,0,1,2521,0.1156
971,971,v3,1,5.0,1,0,721,0.0271
972,972,v3,1,4.73,0,4,1802,0.0751
973,973,v2,1,2.85,0,4,3592,0.1035
974,974,v2,1,4.53,0,1,1560,0.0992
975,975,v2,0,2.32,0,2,1505,0.016
976,976,v2,0,3.13,0,2,2925,0.0746
977,977,v2,1,4.13,0,4,3281,0.1184
978,978,v2,1,4.22,0,0,2005,0.1267
979,979,v2,0,2.23,0,2,1466,0.0763
980,980,v2,1,3.8,1,2,3451,0.0935
981,981,v3,1,4.86,0,1,2428,0.0154
982,982,v2,0,2.99,0,2,2501,0.1122
983,983,v2,1,3.11,0,0,1005,0.076
984,984,v3,1,4.38,1,4,1303,0.0243
985,985,v2,1,4.39,0,0,2906,0.0185
986,986,v3,1,4.86,0,3,1794,0.0462
987,987,v3,1,3.66,0,4,2613,0.1361
988,988,v3,1,3.88,0,0,1477,0.0507
989,989,v2,1,3.96,1,1,2068,0.1383
990,990,v3,1,3.06,0,4,1309,0.1251
991,991,v3,1,4.27,0,1,2612,0.0705
992,992,v2,1,3.21,0,1,1766,0.1033
993,993,v2,1,4.15,0,4,2510,0.0873
994,994,v2,1,4.29,0,4,2900,0.0321
995,995,v3,1,3.33,0,2,2705,0.0924
996,996,v3,1,3.6,0,4,2884,0.0425
997,997,v3,1,4.27,0,2,607,0.1398
998,998,v3,1,3.8,0,1,2445,0.1176
999,999,v2,1,4.86,1,3,799,0.0246
1000,1000,v3,1,3.07,0,3,1656,0.1114
1001,1001,v2,0,1.9,0,1,3208,0.1328
1002,1002,v2,1,4.7,0,0,3184,0.0542
1003,1003,v3,1,4.05,0,0,1118,0.0438
1004,1004,v2,1,4.89,0,4,3496,0.1435
1005,1005,v2,1,3.54,0,0,1837,0.1285
1006,1006,v3,1,4.35,1,1,3175,0.0536
1007,1007,v2,0,2.53,0,4,876,0.0647
1008,1008,v2,0,1.46,0,3,1342,0.1104
1009,1009,v2,0,1.58,1,0,3332,0.08
1010,1010,v2,1,3.75,1,4,2698,0.0163
1011,1011,v3,1,4.46,0,3,2905,0.0302
1012,1012,v3,0,2.16,0,3,1096,0.0369
1013,1013,v3,1,4.75,0,0,3429,0.0207
1014,1014,v2,1,3.39,0,3,2575,0.0382
1015,1015,v3,0,2.58,0,1,1764,0.0421
1016,1016,v3,1,3.8,0,4,1686,0.1023
1017,1017,v2,0,2.53,0,2,1885,0.1313
1018,1018,v2,1,5.0,0,0,1221,0.0377
1019,1019,v2,1,4.45,0,2,853,0.0183
1020,1020,v2,1,3.23,0,2,748,0.1207
1021,1021,v2,0,2.79,0,2,2453,0.1434
1022,1022,v2,1,5.0,0,0,2597,0.0966
1023,1023,v2,0,1.66,0,2,686,0.0596
1024,1024,v2,1,4.62,0,4,2373,0.0821
1025,1025,v2,1,3.65,0,0,758,0.0105
1026,1026,v3,0,2.23,0,4,1771,0.1169
1027,1027,v2,0,2.51,0,3,2695,0.0643
1028,1028,v2,1,4.59,0,2,959,0.0444
1029,1029,v2,1,4.31,0,2,1673,0.1316
1030,1030,v3,1,3.47,0,3,2092,0.0278
1031,1031,v2,0,2.96,0,4,1924,0.0504
1032,1032,v3,1,4.37,0,0,3094,0.1315
1033,1033,v3,1,4.12,0,3,804,0.0921
1034,1034,v2,0,3.26,0,0,3083,0.1118
1035,1035,v2,1,4.8,0,2,3105,0.0571
1036,1036,v2,1,5.0,0,1,2233,0.1356
1037,1037,v3,1,2.45,0,4,1006,0.038
1038,1038,v3,1,4.73,0,1,2481,0.0123
1039,1039,v3,1,3.05,0,4,2739,0.0798
1040,1040,v2,1,3.86,0,0,2794,0.0186
1041,1041,v3,1,3.85,0,4,1373,0.0874
1042,1042,v3,1,4.28,0,1,2651,0.1149
1043,1043,v3,1,4.95,0,0,3153,0.1363
1044,1044,v3,0,3.29,0,0,2616,0.1257
1045,1045,v2,1,3.71,0,1,1163,0.1353
1046,1046,v3,1,5.0,0,4,3005,0.109
1047,1047,v3,1,2.45,0,0,1147,0.0447
1048,1048,v2,1,4.31,1,2,1305,0.0565
1049,1049,v3,1,5.0,0,3,1917,0.0809
1050,1050,v2,0,1.93,0,1,1473,0.0991
1051,1051,v2,1,5.0,0,3,2246,0.0103
1052,1052,v2,1,3.92,0,3,1717,0.0582
1053,1053,v3,1,2.79,0,4,943,0.0598
1054,1054,v3,1,4.39,0,0,1332,0.1285
1055,1055,v2,1,3.65,0,4,675,0.0276
1056,1056,v3,1,3.2,0,4,2805,0.143
1057,1057,v2,1,4.03,0,0,1527,0.0246
1058,1058,v2,1,2.48,0,0,2689,0.1001
1059,1059,v2,1,5.0,0,4,3450,0.0891
1060,1060,v3,1,5.0,1,2,2101,0.0529
1061,1061,v3,1,4.1,0,4,1208,0.135
1062,1062,v2,1,4.63,0,1,655,0.1084
1063,1063,v2,0,2.55,0,3,2234,0.1289
1064,1064,v2,1,5.0,0,2,3575,0.1384
1065,1065,v2,1,4.78,0,3,1793,0.1375
1066,1066,v3,1,3.02,0,2,1348,0.0819
1067,1067,v3,1,3.63,1,0,1644,0.0832
1068,1068,v2,0,1.78,0,0,1887,0.031
1069,1069,v2,1,3.35,0,2,1317,0.0303
1070,1070,v3,1,3.04,0,4,1942,0.0363
1071,1071,v3,0,2.28,0,3,3110,0.022
1072,1072,v2,1,5.0,0,0,2306,0.0355
1073,1073,v3,1,3.17,0,2,2574,0.1223
1074,1074,v3,1,4.35,0,4,2221,0.0873
1075,1075,v3,0,2.53,0,1,2837,0.1387
1076,1076,v3,0,2.75,0,1,1647,0.0653
1077,1077,v2,0,3.2,0,0,891,0.0509
1078,1078,v3,1,4.02,0,1,2889,0.0388
1079,1079,v3,1,2.99,0,1,771,0.0725
1080,1080,v3,1,4.72,0,1,2170,0.1023
1081,1081,v3,1,4.45,0,0,1924,0.137
1082,1082,v3,0,3.2,0,3,788,0.0501
1083,1083,v3,1,3.29,0,2,1994,0.0961
1084,1084,v3,0,1.65,0,4,3002,0.0776
1085,1085,v3,1,4.5,1,2,2612,0.0336
1086,1086,v2,1,4.24,0,2,1280,0.0873
1087,1087,v3,1,4.03,0,2,2562,0.027
1088,1088,v2,1,3.34,0,2,3213,0.0401
1089,1089,v3,0,2.28,0,0,759,0.069
1090,1090,v3,1,4.24,0,0,2623,0.0262
1091,1091,v3,1,4.17,0,0,3325,0.0921
1092,1092,v3,1,4.19,0,3,1615,0.0773
1093,1093,v3,1,3.74,0,1,817,0.1169
1094,1094,v2,1,5.0,0,0,2709,0.1007
1095,1095,v2,1,4.51,0,0,1024,0.137
1096,1096,v2,1,3.69,0,1,2280,0.1264
1097,1097,v3,1,5.0,0,0,3174,0.0528
1098,1098,v2,1,4.41,0,2,2094,0.0829
1099,1099,v3,1,4.56,0,1,2150,0.0263
1100,1100,v3,1,4.45,0,2,2987,0.0472
1101,1101,v2,1,2.75,0,0,1080,0.1246
1102,1102,v3,1,4.23,0,3,3333,0.1085
1103,1103,v3,1,2.82,0,2,1134,0.0938
1104,1104,v3,1,4.33,0,3,1980,0.0187
1105,1105,v3,1,4.69,1,0,2543,0.0124
1106,1106,v2,1,3.55,0,1,1492,0.0472
1107,1107,v3,1,5.0,0,0,1737,0.1162
1108,1108,v3,1,4.3,0,3,3194,0.1011
1109,1109,v2,1,4.44,0,2,1311,0.0692
1110,1110,v2,1,4.24,0,0,3098,0.0268
1111,1111,v2,1,3.71,0,4,3547,0.0562
1112,1112,v2,1,5.0,0,2,1845,0.1117
1113,1113,v2,0,3.72,0,0,2170,0.0588
1114,1114,v2,1,4.21,0,2,1797,0.0391
